ERR1913060.381__1.381	820__A7V092__hldE
ERR1913060.973791__1.973791	820__A0A139KG04__ERS852459_01249
ERR1913060.973797__1.973797	33025__A0A395J973__C8D73_11010
ERR1913060.973972__1.973972	818__A0A139KQP8__BJP75_006755
ERR1913060.974155__1.974155	165179__A0A3E5ED28__PREVCOP_06655
ERR1913060.974190__1.974190	823__A0A355XJ56__DDY96_07685
ERR1913060.974269__1.974269	2293125__A0A374BN09__DW917_16245
ERR1913060.974277__1.974277	853__D4JY61__C4N21_10560
ERR1913060.974382__1.974382	40520__R7D6X4__addA
ERR1913060.974650__1.974650	820__A0A3E5BMG9__DXD40_05130
ERR1913060.974784__1.974784	357276__B6W5Q7__DXD47_13945
ERR1913060.974935__1.974935	204516__U6RA51__HMPREF1534_03959
ERR1913060.974974__1.974974	310298__B3JNH3__BACCOP_03486
ERR1913060.975039__1.975039	360807__A0A174EVF2__RIL183_27331
ERR1913060.975070__1.975070	418240__A0A173XSX9__ERS852523_01591
ERR1913060.975219__1.975219	310298__B3JNG7__BACCOP_03480
ERR1913060.975243__1.975243	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.975334__1.975334	818__A0A139K9H8__C5Z03_23905
ERR1913060.975340__1.975340	821__A0A396F9T7__M097_3427
ERR1913060.975434__1.975434	1262992__R5CXK6__BN795_00999
ERR1913060.975480__1.975480	310298__B3JKM0__BACCOP_02451
ERR1913060.975523__1.975523	360807__A0A173VDL4__dosC_2
ERR1913060.975668__1.975668	1262992__R5DEQ5__BN795_00722
ERR1913060.975677__1.975677	357276__A0A0M1W9N4__GV66_05135
ERR1913060.975722__1.975722	820__A0A173YYG4__evgS_3
ERR1913060.975695__1.975695	1263109__GCA_000438135.1_01183
ERR1913060.975749__1.975749	2293125__A0A374C9I8__DW917_06795
ERR1913060.975783__1.975783	1262930__R5ZVG4__BN693_00969
ERR1913060.976022__1.976022	204516__U6RAM4__HMPREF1534_03439
ERR1913060.976024__1.976024	1262911__R6GSH8__BN557_00939
ERR1913060.976084__1.976084	821__A0A174NVL6__NCTC10583_01782
ERR1913060.976058__1.976058	33039__A0A175A099__cynR_1
ERR1913060.976181__1.976181	487174__K0X7X4__DIT83_09125
ERR1913060.976201__1.976201	310298__B3JQJ5__BACCOP_04231
ERR1913060.976217__1.976217	39486__B0G759__DXB36_00705
ERR1913060.976383__1.976383	357276__B6W1J2__BACDOR_03380
ERR1913060.976431__1.976431	818__A0A1H7L4U6__BSIG_3287
ERR1913060.976577__1.976577	2293125__A0A374BUM7__DW917_12980
ERR1913060.976842__1.976842	166486__D4KWM8__ROSINTL182_06037
ERR1913060.977230__1.977230	357276__I9R994__BACDOR_04044
ERR1913060.977447__1.977447	88431__A0A3D0F1X8__ERS852408_00673
ERR1913060.977493__1.977493	357276__A0A0K2HDP3__IY41_00705
ERR1913060.977573__1.977573	166486__D4KZY5__ROSINTL182_07635
ERR1913060.977663__1.977663	823__A0A174XJM9__CEQ22_007230
ERR1913060.977771__1.977771	39488__A0A173T8Z7__hemZ_2
ERR1913060.977783__1.977783	820__A0A3E4RUC4__DHU98_02635
ERR1913060.977850__1.977850	39496__A5Z890__EUBVEN_01930
ERR1913060.977887__1.977887	165179__D1PGU8__PREVCOP_06463
ERR1913060.977983__1.977983	1262924__R7HPZ6__BN585_00681
ERR1913060.978059__1.978059	418240__C6JGZ2__ERS852478_02682
ERR1913060.978307__1.978307	165179__R6PU83__CFT61_14275
ERR1913060.978340__1.978340	410072__A0A174E1G6__phoR_6
ERR1913060.978387__1.978387	39488__A0A173Z3L4__DXD91_07055
ERR1913060.978544__1.978544	46503__R6X6Y7__ERS852463_01453
ERR1913060.978563__1.978563	166486__A0A1Q6SGI9__ERS852572_00327
ERR1913060.978735__1.978735	818__A0A3E5HGN6__Btheta7330_00798
ERR1913060.979092__1.979092	853__A0A2A7B1Y7__C7K05_11930
ERR1913060.979394__1.979394	1262930__R6A2C3__BN693_02165
ERR1913060.979493__1.979493	853__A0A329UEG4__CHR60_00585
ERR1913060.979551__1.979551	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913060.979649__1.979649	74426__rpoC
ERR1913060.979795__1.979795	166486__D4KWZ7__cph2_5
ERR1913060.979852__1.979852	28118__F9Z4H5__DHW44_02810
ERR1913060.979862__1.979862	33039__D4M2F6__RTO_06900
ERR1913060.979997__1.979997	166486__D4L255__mcp4_5
ERR1913060.980036__1.980036	310298__B3JLT9__BACCOP_02886
ERR1913060.980124__1.980124	1735__B7CEC3__EUBIFOR_02567
ERR1913060.980167__1.980167	820__A0A1T4IYF4__mprA_1
ERR1913060.980276__1.980276	165179__R6PU83__CFT61_14275
ERR1913060.980255__1.980255	39496__A5Z7Y0__EUBVEN_01820
ERR1913060.980375__1.980375	626932__G5H523__HMPREF9450_00033
ERR1913060.980415__1.980415	410072__A0A173S248__ERS852525_02992
ERR1913060.980451__1.980451	2293125__A0A374BSW4__DW917_13420
ERR1913060.980665__1.980665	166486__D4KVZ0__ERS852572_03130
ERR1913060.980712__1.980712	46503__R6Y837__PARMER_03866
ERR1913060.980841__1.980841	204516__U6R7Y8__HMPREF1534_03942
ERR1913060.980956__1.980956	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913060.980977__1.980977	1262924__R7HPS8__BN585_00646
ERR1913060.981136__1.981136	78257__A0A087CUE0__BSAE_1156
ERR1913060.981198__1.981198	853__A0A173XRA8__CGS56_09290
ERR1913060.981202__1.981202	1262739__R6MRD4__BN659_02013
ERR1913060.981253__1.981253	853__A8SB03__C4Q21_07960
ERR1913060.981268__1.981268	39491__A0A174K9A3__DXB69_07785
ERR1913060.981316__1.981316	28118__F9Z857__DER54_07670
ERR1913060.981333__1.981333	487174__K0WV13__DIT83_10890
ERR1913060.981466__1.981466	1263044__GCA_000433375.1_00023
ERR1913060.981544__1.981544	853__A8SB03__C4Q21_07960
ERR1913060.981849__1.981849	487174__R5EUJ8__DDY40_00460
ERR1913060.981978__1.981978	1628085__A0A396QTT4__C7386_103139
ERR1913060.982376__1.982376	33025__A0A395JBA6__C8D73_1039
ERR1913060.982447__1.982447	310298__B3JQD7__BACCOP_04095
ERR1913060.982914__1.982914	357276__A0A076INK2__BSEG_04225
ERR1913060.982920__1.982920	1262756__R5WRS9__BN568_01800
ERR1913060.983213__1.983213	821__A0A174AYT0__DXC02_03530
ERR1913060.983338__1.983338	544644__GCA_001915615.1_00365
ERR1913060.983596__1.983596	1262930__R6AYA7__BN693_00428
ERR1913060.983602__1.983602	853__A0A2A7A4A9__C4N21_14870
ERR1913060.983731__1.983731	166486__R6AY46__ROSINTL182_06128
ERR1913060.983740__1.983740	853__A0A174BA00__DW905_01145
ERR1913060.983865__1.983865	818__A0A174Q773__SAMN02910322_03683
ERR1913060.983995__1.983995	310298__B3JM32__BACCOP_00571
ERR1913060.984087__1.984087	165179__D1PHC0__PREVCOP_06640
ERR1913060.984119__1.984119	166486__D4L0J8__ROSINTL182_08089
ERR1913060.984193__1.984193	818__A0A1H7K3G1__BSIG_3067
ERR1913060.984344__1.984344	360807__C0FSM3__ROSEINA2194_01739
ERR1913060.984577__1.984577	166486__R6AY46__ROSINTL182_06128
ERR1913060.984660__1.984660	2293125__A0A374BN09__DW917_16245
ERR1913060.984669__1.984669	165179__D1PGU8__PREVCOP_06463
ERR1913060.984696__1.984696	818__C6ILT7__BSIG_2708
ERR1913060.984740__1.984740	310298__B3JN86__BACCOP_03398
ERR1913060.984811__1.984811	818__A0A3E5HDS4__BJP75_002620
ERR1913060.984852__1.984852	2293125__A0A374BUM7__DW917_12980
ERR1913060.984877__1.984877	28118__F9Z6D1__DER54_04565
ERR1913060.985053__1.985053	1262930__R5ZXS7__BN693_01739
ERR1913060.985119__1.985119	1262930__R6A468__BN693_01366
ERR1913060.985245__1.985245	166486__D4KYM4__ERS852572_02981
ERR1913060.985255__1.985255	820__A7V8C2__ERS852554_01338
ERR1913060.985389__1.985389	418240__R7CKF9__ERS852478_03305
ERR1913060.985437__1.985437	204516__U6RN30__HMPREF1534_00370
ERR1913060.985444__1.985444	818__A0A0P0FSA3__ERS852557_00283
ERR1913060.985461__1.985461	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.985573__1.985573	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.985574__1.985574	1262930__R6A1N0__BN693_00917
ERR1913060.985610__1.985610	821__A0A174AYT0__DXC02_03530
ERR1913060.985750__1.985750	166486__A0A173T114__ROSINTL182_05085
ERR1913060.985828__1.985828	166486__D4L1P3__ERS852572_00760
ERR1913060.985969__1.985969	820__A0A173W419__DXC68_17760
ERR1913060.986022__1.986022	39496__A5ZAC3__EUBVEN_02670
ERR1913060.986222__1.986222	2293125__A0A374BUM7__DW917_12980
ERR1913060.986254__1.986254	33025__A0A395JBU5__C8D73_10423
ERR1913060.986433__1.986433	1262992__R5D1H8__BN795_00995
ERR1913060.986458__1.986458	88431__A0A173XSN2__ERS852526_00723
ERR1913060.986478__1.986478	410072__A0A173XU61__ykvU
ERR1913060.986603__1.986603	166486__D4L0J8__ROSINTL182_08089
ERR1913060.986583__1.986583	853__A0A174C5M1__CGS58_04460
ERR1913060.986590__1.986590	88431__A0A174EMW0__thiD_1
ERR1913060.986662__1.986662	357276__A0A0K2HDV9__DXD47_02600
ERR1913060.986689__1.986689	2293125__A0A374CMK5__DW917_00330
ERR1913060.986739__1.986739	544644__GCA_001915615.1_00013
ERR1913060.987266__1.987266	39491__A0A173SH34__EUR_24920
ERR1913060.987276__1.987276	357276__I9FU68__HMPREF1063_00557
ERR1913060.987387__1.987387	39488__C0ETV2__DXD91_06795
ERR1913060.987903__1.987903	410072__C0BBS7__ERS852525_00851
ERR1913060.987914__1.987914	166486__A0A173V5I7__ERS852572_02640
ERR1913060.988033__1.988033	823__A0A355XLQ9__DXC05_02185
ERR1913060.988287__1.988287	2293125__A0A374CBD1__DW917_06995
ERR1913060.988296__1.988296	310298__B3JNH4__BACCOP_03487
ERR1913060.988313__1.988313	33025__A0A395JB30__C8D73_1034
ERR1913060.988325__1.988325	28116__A0A3D2LPA1__CUY_3388
ERR1913060.988603__1.988603	166486__D4KJ39__ERS852572_02622
ERR1913060.988631__1.988631	357276__I8WC65__EL88_00520
ERR1913060.988802__1.988802	1262743__R5C054__BN727_01980
ERR1913060.989667__1.989667	626933__H1DGX0__HMPREF9449_01506
ERR1913060.989751__1.989751	1262930__R5ZV69__BN693_01268
ERR1913060.989783__1.989783	823__A0A174GGT1__queG
ERR1913060.989879__1.989879	2293125__A0A374CJ42__DW917_03305
ERR1913060.989903__1.989903	46228__V8C4T8__RUMLAC_02058
ERR1913060.990150__1.990150	357276__A0A0M1W657__HMPREF1064_04629
ERR1913060.990349__1.990349	820__A0A3E4G8F8__ERS852421_01645
ERR1913060.990428__1.990428	818__A0A139JVX2__ERS852557_01101
ERR1913060.990565__1.990565	46506__R6B8Z4__SAMN05444283_11711
ERR1913060.990659__1.990659	821__A0A174T998__DXB82_10860
ERR1913060.990748__1.990748	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.991131__1.991131	818__A0A3E5HHL6__C799_04659
ERR1913060.991329__1.991329	2293125__A0A374BSW4__DW917_13420
ERR1913060.991346__1.991346	46503__R6Y8M7__ERS852463_01228
ERR1913060.991425__1.991425	166486__D4KPQ7__ROSINTL182_09065
ERR1913060.991460__1.991460	357276__B6W5Q7__DXD47_13945
ERR1913060.991547__1.991547	46503__R6X6Y7__ERS852463_01453
ERR1913060.991874__1.991874	1262992__R5DCN3__BN795_00359
ERR1913060.991828__1.991828	544645__A0A1Y3W252__DXC42_17140
ERR1913060.991941__1.991941	823__A0A078S9Y4__M096_1441
ERR1913060.992024__1.992024	1262924__R7HU74__BN585_00690
ERR1913060.992332__1.992332	166486__D4KNM9__ERS852572_00072
ERR1913060.992501__1.992501	820__A0A139KG60__M094_2679
ERR1913060.993002__1.993002	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913060.993014__1.993014	820__A0A3E4W980__M093_3873
ERR1913060.993168__1.993168	165179__A0A3E5DN34__DXC61_07865
ERR1913060.993252__1.993252	1262739__R6M9P7__BN659_01903
ERR1913060.993444__1.993444	820__A0A3E5E0T0__ERS852554_00312
ERR1913060.993513__1.993513	33025__A0A395J947__C8D73_11315
ERR1913060.993632__1.993632	1735__A0A374QW43__EUBIFOR_01295
ERR1913060.993709__1.993709	165179__R6XLJ7__CFT61_06250
ERR1913060.993717__1.993717	165179__A0A174UTZ7__DXC61_06705
ERR1913060.993804__1.993804	1262930__R5ZXR2__BN693_01728
ERR1913060.993842__1.993842	357276__I8VLL2__HMPREF1065_03395
ERR1913060.994033__1.994033	39488__A0A374NTX6__DXD91_03400
ERR1913060.994337__1.994337	1262948__R7EFL9__BN671_00524
ERR1913060.994431__1.994431	28116__I8YA07__C5Z02_15915
ERR1913060.994448__1.994448	823__A0A355XJ56__DDY96_07685
ERR1913060.994497__1.994497	310298__B3JFK5__BACCOP_00655
ERR1913060.994666__1.994666	166486__D4KV78__aroA
ERR1913060.994929__1.994929	410072__A0A174EHQ6__ERS852481_02629
ERR1913060.995013__1.995013	1150298__A0A174MDR2__ERS852498_01766
ERR1913060.995033__1.995033	823__D7IV95__DXC05_09565
ERR1913060.995057__1.995057	310298__B3JN86__BACCOP_03398
ERR1913060.995158__1.995158	1099853__U5CD68__NSB1T_05535
ERR1913060.995214__1.995214	820__R9I3Q7__HMPREF1072_01668
ERR1913060.995308__1.995308	357276__I8VLL2__HMPREF1065_03395
ERR1913060.995367__1.995367	1262992__R5CXM8__BN795_01024
ERR1913060.995521__1.995521	39488__A0A285PVA5__ERS852450_01472
ERR1913060.995573__1.995573	853__A0A2A7B1Y7__C7K05_11930
ERR1913060.995587__1.995587	1263109__GCA_000438135.1_00176
ERR1913060.995905__1.995905	39496__A5ZAD7__licT
ERR1913060.996026__1.996026	357276__C3R9Y0__HMPREF1064_01889
ERR1913060.996191__1.996191	310298__B3JQL6__BACCOP_04252
ERR1913060.996265__1.996265	818__A0A0P0F2P7__BT_1771
ERR1913060.996288__1.996288	2293125__A0A374BSW4__DW917_13420
ERR1913060.996330__1.996330	301301__A0A395V573__RHOM_13925
ERR1913060.996561__1.996561	418240__A0A174SL99__ERS852478_00007
ERR1913060.996711__1.996711	821__A0A395UNT8__DXD64_15275
ERR1913060.996720__1.996720	821__C6ZAA5__ERS852556_00403
ERR1913060.996760__1.996760	39491__A0A396FMF1__EUR_28700
ERR1913060.996811__1.996811	46503__A7AG53__DD461_14240
ERR1913060.996950__1.996950	166486__A0A173T114__ROSINTL182_05085
ERR1913060.997284__1.997284	371601__A0A1I4R345__BN891_16250
ERR1913060.997430__1.997430	33039__A0A174YCL2__ERS852424_00029
ERR1913060.997432__1.997432	46503__K5ZK07__PARMER_03787
ERR1913060.997458__1.997458	821__I9R3W6__DXC16_12455
ERR1913060.997553__1.997553	166486__D4KYM4__ERS852572_02981
ERR1913060.997599__1.997599	487174__K0WY34__DDY40_07435
ERR1913060.997795__1.997795	357276__A0A076IRX4__ABI39_13585
ERR1913060.997833__1.997833	310298__B3JK99__BACCOP_02328
ERR1913060.998044__1.998044	410072__A0A174PW62__DXD67_02115
ERR1913060.998089__1.998089	2293125__A0A374BY09__DW917_11855
ERR1913060.998138__1.998138	821__I9R3W6__DXC16_12455
ERR1913060.998139__1.998139	310298__B3JFK5__BACCOP_00655
ERR1913060.998202__1.998202	853__A0A174BA00__DW905_01145
ERR1913060.998258__1.998258	39486__B0G6T5__DXD50_07965
ERR1913060.998315__1.998315	544644__GCA_001915615.1_02373
ERR1913060.998332__1.998332	1262930__R6AAD1__BN693_01367
ERR1913060.998357__1.998357	310298__B3JQJ5__BACCOP_04231
ERR1913060.998578__1.998578	2293125__A0A374CCM7__DW917_05375
ERR1913060.998583__1.998583	410072__A0A174M202__COPCOM_00641
ERR1913060.998833__1.998833	1776392__A0A1Y4SPY8__B5E75_12810
ERR1913060.998855__1.998855	33025__A0A395JBA6__C8D73_1039
ERR1913060.998878__1.998878	853__A0A173XRA8__CGS56_09290
ERR1913060.999284__1.999284	487174__K0WZN5__HMPREF9448_01108
ERR1913060.999290__1.999290	189722__E0NQU7__HMPREF0658_0548
ERR1913060.999291__1.999291	820__A0A3E4W9D9__B5G17_12400
ERR1913060.999301__1.999301	39496__A5Z937__EUBVEN_02230
ERR1913060.999513__1.999513	165179__A0A3E5EA43__DXC61_07775
ERR1913060.999583__1.999583	1262930__R5ZXR2__BN693_01728
ERR1913060.999657__1.999657	410072__A0A3E4GT65__ERS852574_02325
ERR1913060.999770__1.999770	165179__D1PCL6__DXB80_13435
ERR1913060.999841__1.999841	1735__B7C932__EUBIFOR_00689
ERR1913060.999850__1.999850	216816__C2GSX7__DD678_03555
ERR1913060.999950__1.999950	1262992__R5DBS7__BN795_00217
ERR1913060.1000025__1.1000025	487174__K0WXI9__HMPREF9448_02340
ERR1913060.1000115__1.1000115	310298__B3JFS5__BACCOP_00726
ERR1913060.1000348__1.1000348	2293125__A0A374BUM7__DW917_12980
ERR1913060.1000338__1.1000338	46503__K5ZAK9__NCTC13052_03308
ERR1913060.1000427__1.1000427	818__A0A2J6AED2__C5Z03_02940
ERR1913060.1000490__1.1000490	410072__C0B543__DXD67_15070
ERR1913060.1000557__1.1000557	165179__D1PHC0__PREVCOP_06640
ERR1913060.1000717__1.1000717	821__A0A174V2F3__NCTC10583_01474
ERR1913060.1000692__1.1000692	1150298__A0A174KML4__hisK
ERR1913060.1000838__1.1000838	357276__A0A076J8M3__ABI39_13695
ERR1913060.1000875__1.1000875	823__A0A355XLS2__ERS852380_02644
ERR1913060.1000991__1.1000991	418240__A0A173XAN5__ERS852523_02751
ERR1913060.1001219__1.1001219	88431__A0A174L1Y3__cat
ERR1913060.1001166__1.1001166	204516__U6RA51__HMPREF1534_03959
ERR1913060.1001283__1.1001283	1262930__R6AQL4__BN693_01311
ERR1913060.1001534__1.1001534	165179__A0A3E5DN34__DXC61_07865
ERR1913060.1001662__1.1001662	853__A0A3E2U7E6__ERS852582_01640
ERR1913060.1001869__1.1001869	820__A0A3E4G826__C801_01612
ERR1913060.1002010__1.1002010	544645__A0A1U7L710__DXC42_05105
ERR1913060.1002021__1.1002021	821__A0A174V2F3__NCTC10583_01474
ERR1913060.1002144__1.1002144	357276__B6VXX7__HMPREF1063_02683
ERR1913060.1002152__1.1002152	1735__B7CCQ4__EUBIFOR_01982
ERR1913060.1002353__1.1002353	384638__B7AN60__BACPEC_00112
ERR1913060.1002374__1.1002374	384638__B7AN60__BACPEC_00112
ERR1913060.1002478__1.1002478	2293125__A0A374C9I8__DW917_06795
ERR1913060.1002574__1.1002574	1262930__R5ZVG4__BN693_00969
ERR1913060.1002623__1.1002623	165179__A0A3E5DN34__DXC61_07865
ERR1913060.1002771__1.1002771	39488__A0A374N0M3__EUBHAL_02860
ERR1913060.1002834__1.1002834	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.1002857__1.1002857	1262930__R6A1N0__BN693_00917
ERR1913060.1002886__1.1002886	2293125__A0A374BSW4__DW917_13420
ERR1913060.1002930__1.1002930	2293125__A0A374BLR6__DW917_15555
ERR1913060.1003046__1.1003046	820__A7V049__DXB48_04755
ERR1913060.1003225__1.1003225	1262911__R6GPM2__BN557_00937
ERR1913060.1003377__1.1003377	2293125__A0A374BSW4__DW917_13420
ERR1913060.1003860__1.1003860	821__A0A174V2F3__NCTC10583_01474
ERR1913060.1003988__1.1003988	166486__D4KZY5__ROSINTL182_07635
ERR1913060.1004050__1.1004050	338188__A0A174ETX3__ERS852397_01955
ERR1913060.1004199__1.1004199	1262930__R6AQL4__BN693_01311
ERR1913060.1004328__1.1004328	820__A0A3E4VZY4__ERS852554_01211
ERR1913060.1004364__1.1004364	818__R7KVH8__SAMN02910322_00597
ERR1913060.1004378__1.1004378	823__A0A1Y4I349__DXB14_09300
ERR1913060.1004549__1.1004549	166486__D4L346__ROSINTL182_06263
ERR1913060.1004682__1.1004682	1680__A7A7Z9__AAX71_05385
ERR1913060.1004811__1.1004811	1262930__R6AYA7__BN693_00428
ERR1913060.1004940__1.1004940	1262930__R6AUX8__BN693_00160
ERR1913060.1004942__1.1004942	820__A7V470__HMPREF1072_02076
ERR1913060.1004972__1.1004972	853__A0A2A7B9I6__DW855_13690
ERR1913060.1005154__1.1005154	820__A0A139K0J1__HMPREF2141_03205
ERR1913060.1005371__1.1005371	487174__K0WX70__DDY40_01710
ERR1913060.1005503__1.1005503	820__A0A3E4GA19__SAMN05444418_10562
ERR1913060.1005516__1.1005516	165179__A0A3E5DN34__DXC61_07865
ERR1913060.1005571__1.1005571	1262948__R7E9U5__BN671_02041
ERR1913060.1005587__1.1005587	626933__H1DGX0__HMPREF9449_01506
ERR1913060.1005665__1.1005665	166486__D4KUC4__arcB_1
ERR1913060.1005719__1.1005719	165179__A0A3E5ED28__PREVCOP_06655
ERR1913060.1005794__1.1005794	371601__A0A174ATP8__SAMN05216250_11646
ERR1913060.1005804__1.1005804	165179__D1PHC0__PREVCOP_06640
ERR1913060.1005923__1.1005923	310298__B3JMZ2__BACCOP_03297
ERR1913060.1005969__1.1005969	39488__R5G6A7__DXD91_05835
ERR1913060.1005983__1.1005983	166486__D4KVZ2__cbiT
ERR1913060.1005991__1.1005991	28118__F9ZCN9__DHW44_07820
ERR1913060.1006243__1.1006243	165179__R6B8D8__DXC61_09245
ERR1913060.1006359__1.1006359	1262930__R6A090__BN693_00649
ERR1913060.1006408__1.1006408	2293125__A0A374BUM7__DW917_12980
ERR1913060.1006631__1.1006631	2293125__A0A374CBD1__DW917_06995
ERR1913060.1006866__1.1006866	292800__A0A174UQD2__B5F52_18205
ERR1913060.1006969__1.1006969	410072__A0A173Z452__COPCOM_02514
ERR1913060.1007166__1.1007166	28116__A0A1Y4PHM7__DXA80_25130
ERR1913060.1007227__1.1007227	310298__B3JED9__BACCOP_00230
ERR1913060.1007241__1.1007241	853__A0A173TAZ8__DWZ46_14590
ERR1913060.1007380__1.1007380	418240__A0A173WW09__ERS852523_00448
ERR1913060.1007454__1.1007454	1262930__R6AES4__BN693_02093
ERR1913060.1007703__1.1007703	39488__A0A374NNE4__ERS852450_02639
ERR1913060.1007829__1.1007829	357276__D1JYA0__EL88_06560
ERR1913060.1007979__1.1007979	853__A0A3E2U7E6__ERS852582_01640
ERR1913060.1008010__1.1008010	165179__A0A3E5DN34__DXC61_07865
ERR1913060.1008046__1.1008046	166486__D4KUC4__arcB_1
ERR1913060.1008313__1.1008313	1735__B7CDA5__EUBIFOR_02186
ERR1913060.1008320__1.1008320	821__A0A0P0LNX8__ERS852509_03015
ERR1913060.1008497__1.1008497	310298__B3JPY4__BACCOP_04016
ERR1913060.1008500__1.1008500	1262739__R6MRD4__BN659_02013
ERR1913060.1008547__1.1008547	2293125__A0A374BUM7__DW917_12980
ERR1913060.1008606__1.1008606	33039__D4M4L0__ERS852577_02891
ERR1913060.1008776__1.1008776	1262992__R5DCM8__BN795_01561
ERR1913060.1008892__1.1008892	820__A0A396EUU8__luxQ_3
ERR1913060.1009195__1.1009195	357276__A0A076IYG1__B5F95_22465
ERR1913060.1009217__1.1009217	46503__R6X0L4__DXB61_05325
ERR1913060.1009723__1.1009723	39486__B0G7Q6__DXD18_07840
ERR1913060.1009781__1.1009781	166486__D4L2T9__lytM
ERR1913060.1009905__1.1009905	1262924__R7HTK4__BN585_00496
ERR1913060.1010030__1.1010030	29361__B6FRT6__CLONEX_02860
ERR1913060.1010044__1.1010044	410072__A0A173XQG6__ERS852574_01620
ERR1913060.1010486__1.1010486	853__D4JY61__C4N21_10560
ERR1913060.1010680__1.1010680	544644__GCA_001915615.1_00058
ERR1913060.1010746__1.1010746	39491__A0A395UZL1__DXB76_05950
ERR1913060.1010789__1.1010789	46506__S3YU07__AA415_02597
ERR1913060.1010791__1.1010791	487174__K0WX70__DDY40_01710
ERR1913060.1010816__1.1010816	357276__I8WML9__DXD47_10570
ERR1913060.1010915__1.1010915	310298__B3JQD7__BACCOP_04095
ERR1913060.1010964__1.1010964	544644__GCA_001915615.1_02354
ERR1913060.1011018__1.1011018	357276__C3R9Y0__HMPREF1064_01889
ERR1913060.1011103__1.1011103	165179__R6PU83__CFT61_14275
ERR1913060.1011108__1.1011108	28118__R6F633__speG
ERR1913060.1011237__1.1011237	821__A0A0P0L952__M097_4235
ERR1913060.1011272__1.1011272	165179__A0A3E5EAM5__DXC61_07785
ERR1913060.1011390__1.1011390	626932__G5H6N6__HMPREF9450_00596
ERR1913060.1011628__1.1011628	410072__C0BAS6__ERS852481_01274
ERR1913060.1011734__1.1011734	165179__A0A229I3Z6__PREVCOP_03666
ERR1913060.1011839__1.1011839	820__A0A3E4WCX3__C801_02709
ERR1913060.1011861__1.1011861	357276__A0A076IXE0__HMPREF1064_04364
ERR1913060.1011872__1.1011872	544644__GCA_001915615.1_01691
ERR1913060.1011928__1.1011928	2293125__A0A374BSW4__DW917_13420
ERR1913060.1011969__1.1011969	46503__R6WWC9__PARMER_03215
ERR1913060.1012080__1.1012080	166486__C7GE31__ganB_3
ERR1913060.1012108__1.1012108	360807__C0FNK4__ERS852444_02115
ERR1913060.1012136__1.1012136	2293125__A0A374BN09__DW917_16245
ERR1913060.1012297__1.1012297	357276__A0A0K2HI42__ABI39_06975
ERR1913060.1012355__1.1012355	39491__A0A2U2EED4__ERS852580_01584
ERR1913060.1012555__1.1012555	410072__A0A174GUX6__COPCOM_03717
ERR1913060.1012594__1.1012594	357276__I9FRW5__B5F95_21685
ERR1913060.1012630__1.1012630	820__A0A3E4W4Y7__B5G17_02055
ERR1913060.1012692__1.1012692	823__D7ILK2__ERS852380_00031
ERR1913060.1012719__1.1012719	820__A0A3E4W4Y7__B5G17_02055
ERR1913060.1012725__1.1012725	165179__D1PHC0__PREVCOP_06640
ERR1913060.1012797__1.1012797	820__A7V470__HMPREF1072_02076
ERR1913060.1012841__1.1012841	487174__K0X694__DIT83_09060
ERR1913060.1012986__1.1012986	218538__C9LR41__GCWU000321_00309
ERR1913060.1012935__1.1012935	28116__A0A1Y4Q112__evgS_13
ERR1913060.1013065__1.1013065	165179__D1PGU8__PREVCOP_06463
ERR1913060.1013212__1.1013212	28052__A0A174KY39__ERS852451_01894
ERR1913060.1013282__1.1013282	28118__F9Z4Y7__DF785_06945
ERR1913060.1013298__1.1013298	1263044__GCA_000433375.1_03407
ERR1913060.1013658__1.1013658	1099853__U5CB66__NSB1T_01370
ERR1913060.1013716__1.1013716	1263044__GCA_000433375.1_03389
ERR1913060.1013755__1.1013755	33039__A0A173U9Q3__ERS852390_00518
ERR1913060.1014078__1.1014078	310298__B3JLC6__BACCOP_02712
ERR1913060.1014391__1.1014391	821__A0A395VLM8__BvMPK_3650
ERR1913060.1014486__1.1014486	46503__A7AHD3__DXB85_00810
ERR1913060.1014649__1.1014649	166486__D4KXB5__ROSINTL182_05909
ERR1913060.1014779__1.1014779	2293125__A0A374BSW4__DW917_13420
ERR1913060.1014942__1.1014942	820__A0A174R952__DXB48_02570
ERR1913060.1015335__1.1015335	165179__A0A3E5AHY4__CFT61_07675
ERR1913060.1015318__1.1015318	165179__A0A229I7F5__DXB80_02650
ERR1913060.1015449__1.1015449	1262930__R6AXR1__BN693_00352
ERR1913060.1015805__1.1015805	166486__D4KZY5__ROSINTL182_07635
ERR1913060.1015810__1.1015810	821__A0A173XDD3__DXB82_17180
ERR1913060.1015869__1.1015869	821__C6Z451__BHV80_04265
ERR1913060.1016169__1.1016169	310298__B3JNG7__BACCOP_03480
ERR1913060.1016413__1.1016413	1262924__R7HPU8__BN585_00010
ERR1913060.1016429__1.1016429	39491__A0A396FKI0__DXC13_11560
ERR1913060.1016442__1.1016442	821__I9R3W6__DXC16_12455
