study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	read_count	base_count	fastq_ftp	submitted_ftp	sra_ftp
PRJEB17784	SAMEA103958131	ERX1973561	ERR1912984	408170	human gut metagenome	6200390	1509963793	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1912984/ERR1912984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1912984/ERR1912984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912984/PD-38-11-0-0_15s012617-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912984/PD-38-11-0-0_15s012617-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/004/ERR1912984
PRJEB17784	SAMEA103958131	ERX1973562	ERR1912985	408170	human gut metagenome	5314690	1283393354	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1912985/ERR1912985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1912985/ERR1912985_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912985/PD-38-11-0-0_15s012617-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912985/PD-38-11-0-0_15s012617-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/005/ERR1912985
PRJEB17784	SAMEA103958113	ERX1973563	ERR1912986	408170	human gut metagenome	7314505	1695327057	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1912986/ERR1912986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1912986/ERR1912986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912986/PD-28-11-0-0_15s012402-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912986/PD-28-11-0-0_15s012402-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/006/ERR1912986
PRJEB17784	SAMEA103958113	ERX1973564	ERR1912987	408170	human gut metagenome	9160924	2210151098	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1912987/ERR1912987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1912987/ERR1912987_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912987/PD-28-11-0-0_15s012402-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912987/PD-28-11-0-0_15s012402-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/007/ERR1912987
PRJEB17784	SAMEA103958113	ERX1973565	ERR1912988	408170	human gut metagenome	7898915	1890286006	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1912988/ERR1912988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1912988/ERR1912988_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912988/PD-28-11-0-0_15s012402-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912988/PD-28-11-0-0_15s012402-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/008/ERR1912988
PRJEB17784	SAMEA103958162	ERX1973566	ERR1912989	408170	human gut metagenome	15715302	3371172046	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1912989/ERR1912989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1912989/ERR1912989_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912989/DC-15-11-0-0_16s000086-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912989/DC-15-11-0-0_16s000086-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/009/ERR1912989
PRJEB17784	SAMEA103958155	ERX1973567	ERR1912990	408170	human gut metagenome	17322558	3875909363	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1912990/ERR1912990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1912990/ERR1912990_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912990/CO-11-11-0-0_16s000079-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912990/CO-11-11-0-0_16s000079-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/000/ERR1912990
PRJEB17784	SAMEA103958136	ERX1973568	ERR1912991	408170	human gut metagenome	4412755	1019598470	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1912991/ERR1912991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1912991/ERR1912991_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912991/CO-07-11-0-0_15s012612-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912991/CO-07-11-0-0_15s012612-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/001/ERR1912991
PRJEB17784	SAMEA103958136	ERX1973569	ERR1912992	408170	human gut metagenome	5472714	1313847196	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1912992/ERR1912992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1912992/ERR1912992_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912992/CO-07-11-0-0_15s012612-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912992/CO-07-11-0-0_15s012612-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/002/ERR1912992
PRJEB17784	SAMEA103958136	ERX1973570	ERR1912993	408170	human gut metagenome	4618843	1102636979	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1912993/ERR1912993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1912993/ERR1912993_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912993/CO-07-11-0-0_15s012612-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912993/CO-07-11-0-0_15s012612-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/003/ERR1912993
PRJEB17784	SAMEA103958109	ERX1973571	ERR1912994	408170	human gut metagenome	5450587	1229643036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1912994/ERR1912994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1912994/ERR1912994_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912994/PD-30-11-0-0_15s012405-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912994/PD-30-11-0-0_15s012405-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/004/ERR1912994
PRJEB17784	SAMEA103958109	ERX1973572	ERR1912995	408170	human gut metagenome	7245518	1705171919	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1912995/ERR1912995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1912995/ERR1912995_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912995/PD-30-11-0-0_15s012405-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912995/PD-30-11-0-0_15s012405-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/005/ERR1912995
PRJEB17784	SAMEA103958109	ERX1973573	ERR1912996	408170	human gut metagenome	6085417	1425075739	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1912996/ERR1912996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1912996/ERR1912996_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912996/PD-30-11-0-0_15s012405-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912996/PD-30-11-0-0_15s012405-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/006/ERR1912996
PRJEB17784	SAMEA103958167	ERX1973574	ERR1912997	408170	human gut metagenome	18124842	4048065919	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1912997/ERR1912997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1912997/ERR1912997_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912997/PD-42-11-0-0_16s000095-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912997/PD-42-11-0-0_16s000095-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/007/ERR1912997
PRJEB17784	SAMEA103958110	ERX1973575	ERR1912998	408170	human gut metagenome	9481459	1662871361	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1912998/ERR1912998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1912998/ERR1912998_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912998/PD-16-11-0-0_14s005972-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912998/PD-16-11-0-0_14s005972-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/008/ERR1912998
PRJEB17784	SAMEA103958110	ERX1973576	ERR1912999	408170	human gut metagenome	9473740	1663468421	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1912999/ERR1912999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1912999/ERR1912999_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912999/PD-16-11-0-0_14s005972-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1912999/PD-16-11-0-0_14s005972-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/009/ERR1912999
PRJEB17784	SAMEA103958110	ERX1973577	ERR1913000	408170	human gut metagenome	9420802	1666196926	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913000/ERR1913000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913000/ERR1913000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913000/PD-16-11-0-0_14s005972-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913000/PD-16-11-0-0_14s005972-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/000/ERR1913000
PRJEB17784	SAMEA103958110	ERX1973578	ERR1913001	408170	human gut metagenome	9496957	1675098215	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913001/ERR1913001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913001/ERR1913001_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913001/PD-16-11-0-0_14s005972-4-1_lane4.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913001/PD-16-11-0-0_14s005972-4-1_lane4.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/001/ERR1913001
PRJEB17784	SAMEA103958151	ERX1973579	ERR1913002	408170	human gut metagenome	8892153	1564885316	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913002/ERR1913002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913002/ERR1913002_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913002/DC-04-11-0-0_15s013033-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913002/DC-04-11-0-0_15s013033-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/002/ERR1913002
PRJEB17784	SAMEA103958151	ERX1973580	ERR1913003	408170	human gut metagenome	8619707	1525134671	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1913003/ERR1913003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1913003/ERR1913003_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913003/DC-04-11-0-0_15s013033-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913003/DC-04-11-0-0_15s013033-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/003/ERR1913003
PRJEB17784	SAMEA103958151	ERX1973581	ERR1913004	408170	human gut metagenome	8602519	1520108502	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1913004/ERR1913004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1913004/ERR1913004_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913004/DC-04-11-0-0_15s013033-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913004/DC-04-11-0-0_15s013033-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/004/ERR1913004
PRJEB17784	SAMEA103958151	ERX1973582	ERR1913005	408170	human gut metagenome	8616130	1525596372	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1913005/ERR1913005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1913005/ERR1913005_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913005/DC-04-11-0-0_15s013033-4-1_lane4.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913005/DC-04-11-0-0_15s013033-4-1_lane4.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/005/ERR1913005
PRJEB17784	SAMEA103958156	ERX1973583	ERR1913006	408170	human gut metagenome	20872438	4508178475	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913006/ERR1913006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913006/ERR1913006_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913006/CO-12-11-0-0_16s000080-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913006/CO-12-11-0-0_16s000080-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/006/ERR1913006
PRJEB17784	SAMEA103958149	ERX1973584	ERR1913007	408170	human gut metagenome	6674036	1505448089	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913007/ERR1913007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913007/ERR1913007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913007/DC-01-11-0-0_15s012610-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913007/DC-01-11-0-0_15s012610-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/007/ERR1913007
PRJEB17784	SAMEA103958149	ERX1973585	ERR1913008	408170	human gut metagenome	8410810	1976502594	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913008/ERR1913008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913008/ERR1913008_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913008/DC-01-11-0-0_15s012610-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913008/DC-01-11-0-0_15s012610-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/008/ERR1913008
PRJEB17784	SAMEA103958149	ERX1973586	ERR1913009	408170	human gut metagenome	7084446	1658665639	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913009/ERR1913009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913009/ERR1913009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913009/DC-01-11-0-0_15s012610-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913009/DC-01-11-0-0_15s012610-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/009/ERR1913009
PRJEB17784	SAMEA103958124	ERX1973587	ERR1913010	408170	human gut metagenome	8926442	1528923653	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913010/ERR1913010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913010/ERR1913010_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913010/PD-03-11-0-0_14s005977-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913010/PD-03-11-0-0_14s005977-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/000/ERR1913010
PRJEB17784	SAMEA103958124	ERX1973588	ERR1913011	408170	human gut metagenome	8861512	1519163719	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913011/ERR1913011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913011/ERR1913011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913011/PD-03-11-0-0_14s005977-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913011/PD-03-11-0-0_14s005977-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/001/ERR1913011
PRJEB17784	SAMEA103958124	ERX1973589	ERR1913012	408170	human gut metagenome	8908579	1569757782	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913012/ERR1913012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1913012/ERR1913012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913012/PD-03-11-0-0_14s005977-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913012/PD-03-11-0-0_14s005977-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/002/ERR1913012
PRJEB17784	SAMEA103958124	ERX1973590	ERR1913013	408170	human gut metagenome	8750133	1499519931	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1913013/ERR1913013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1913013/ERR1913013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913013/PD-03-11-0-0_14s005977-4-1_lane4.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913013/PD-03-11-0-0_14s005977-4-1_lane4.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/003/ERR1913013
PRJEB17784	SAMEA103958145	ERX1973591	ERR1913014	408170	human gut metagenome	4772895	998992196	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1913014/ERR1913014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1913014/ERR1913014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913014/DC-10-11-0-0_15s012618-1-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913014/DC-10-11-0-0_15s012618-1-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/004/ERR1913014
PRJEB17784	SAMEA103958145	ERX1973592	ERR1913015	408170	human gut metagenome	6649192	1448668000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1913015/ERR1913015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1913015/ERR1913015_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913015/DC-10-11-0-0_15s012618-2-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913015/DC-10-11-0-0_15s012618-2-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/005/ERR1913015
PRJEB17784	SAMEA103958145	ERX1973593	ERR1913016	408170	human gut metagenome	5329596	1172796279	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913016/ERR1913016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1913016/ERR1913016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913016/DC-10-11-0-0_15s012618-3-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913016/DC-10-11-0-0_15s012618-3-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/006/ERR1913016
PRJEB17784	SAMEA103958117	ERX1973594	ERR1913017	408170	human gut metagenome	9814378	1734226279	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913017/ERR1913017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1913017/ERR1913017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913017/PD-15-11-0-0_14s005981-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913017/PD-15-11-0-0_14s005981-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/007/ERR1913017
PRJEB17784	SAMEA103958117	ERX1973595	ERR1913018	408170	human gut metagenome	9784292	1730855737	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913018/ERR1913018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/008/ERR1913018/ERR1913018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913018/PD-15-11-0-0_14s005981-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913018/PD-15-11-0-0_14s005981-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/008/ERR1913018
PRJEB17784	SAMEA103958117	ERX1973596	ERR1913019	408170	human gut metagenome	9699886	1728352669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913019/ERR1913019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1913019/ERR1913019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913019/PD-15-11-0-0_14s005981-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913019/PD-15-11-0-0_14s005981-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/009/ERR1913019
PRJEB17784	SAMEA103958117	ERX1973597	ERR1913020	408170	human gut metagenome	9749098	1723050638	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913020/ERR1913020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1913020/ERR1913020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913020/PD-15-11-0-0_14s005981-4-1_lane4.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913020/PD-15-11-0-0_14s005981-4-1_lane4.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/000/ERR1913020
PRJEB17784	SAMEA103958128	ERX1973598	ERR1913021	408170	human gut metagenome	7629556	1306542615	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913021/ERR1913021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1913021/ERR1913021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913021/PD-07-11-0-0_14s005968-1-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1913021/PD-07-11-0-0_14s005968-1-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR191/001/ERR1913021
