ERR1912985.39__1.39	820__A7V092__hldE
ERR1912985.1727014__1.1727014	820__A0A139KEW8__DXB64_06405
ERR1912985.1727022__1.1727022	310297__R5W4D8__DXD04_03445
ERR1912985.1727100__1.1727100	853__A0A2A7A4A9__C4N21_14870
ERR1912985.1727136__1.1727136	310297__B5D038__BACPLE_02359
ERR1912985.1727153__1.1727153	33025__A0A395JAF6__C8D73_10758
ERR1912985.1727201__1.1727201	410072__A0A174LAX8__DXD67_10655
ERR1912985.1727258__1.1727258	1262783__R6D3E2__BN558_02024
ERR1912985.1727591__1.1727591	246787__A0A0N7IFC5__HMPREF1062_01960
ERR1912985.1727651__1.1727651	1262927__R7EZ46__BN677_01815
ERR1912985.1727663__1.1727663	820__A7V470__HMPREF1072_02076
ERR1912985.1727912__1.1727912	116085__D4J7P1__DW747_15085
ERR1912985.1728148__1.1728148	360807__C0FNR5__ERS852444_01629
ERR1912985.1728149__1.1728149	1343__W3XWF0__DXC09_03495
ERR1912985.1728236__1.1728236	246787__A0A0P0GM17__BACCELL_03224
ERR1912985.1728282__1.1728282	1263109__GCA_000438135.1_01593
ERR1912985.1728306__1.1728306	33025__A0A395JEP7__C8D73_10844
ERR1912985.1728425__1.1728425	1262761__R6QRP2__BN606_00241
ERR1912985.1728456__1.1728456	1263006__R6LZM6__BN515_01762
ERR1912985.1728575__1.1728575	310297__B5CU49__DXD04_00310
ERR1912985.1728778__1.1728778	1263006__R6M176__BN515_00274
ERR1912985.1728785__1.1728785	74426__pflB_2
ERR1912985.1728828__1.1728828	246787__A0A3D6AXG0__BACCELL_01743
ERR1912985.1728810__1.1728810	1263000__R5EF60__BN466_01316
ERR1912985.1729194__1.1729194	1263000__R5ESM1__BN466_01440
ERR1912985.1729221__1.1729221	310297__B5CZW4__BACPLE_02283
ERR1912985.1729258__1.1729258	818__A0A0P0F989__BJP75_019080
ERR1912985.1729304__1.1729304	820__A0A173WUD7__DXB48_08055
ERR1912985.1729337__1.1729337	820__A0A1T4IYF4__mprA_1
ERR1912985.1729341__1.1729341	310297__B5D2Y3__DXD04_12405
ERR1912985.1729629__1.1729629	820__A0A3E4RU03__M093_0563
ERR1912985.1729710__1.1729710	310297__B5D009__DXB87_08940
ERR1912985.1729735__1.1729735	357276__A6L053__ABI39_04450
ERR1912985.1729757__1.1729757	1262761__R6RPK4__BN606_00541
ERR1912985.1729859__1.1729859	1304__A0A1W5ZEC2__SALIVA_1284
ERR1912985.1729836__1.1729836	239935__A0A139TVJ4__CXT86_02020
ERR1912985.1729894__1.1729894	310297__A0A174A833__DXB87_09380
ERR1912985.1730053__1.1730053	46506__B0NM94__HMPREF1181_03250
ERR1912985.1730173__1.1730173	47678__R5U9Z0__HMPREF1061_03210
ERR1912985.1730227__1.1730227	1550024__A0A3B9WGK5__TQ39_08450
ERR1912985.1730320__1.1730320	357276__A0A076IXE0__HMPREF1064_04364
ERR1912985.1730350__1.1730350	310297__B5CV52__DXC17_10455
ERR1912985.1730342__1.1730342	246787__R6LGA6__tmoS_11
ERR1912985.1730343__1.1730343	310297__R5VC78__DXB87_16390
ERR1912985.1730525__1.1730525	239935__A0A2N8IL82__CXU02_11740
ERR1912985.1730626__1.1730626	569__A0A1B7KCC6__CEQ28_016725
ERR1912985.1730692__1.1730692	818__R6VB25__BSIG_5053
ERR1912985.1730837__1.1730837	820__A0A173XIP7__B5G17_16050
ERR1912985.1730920__1.1730920	1262886__R6QCX3__BN563_01618
ERR1912985.1730942__1.1730942	246787__A0A108T429__BACCELL_00192
ERR1912985.1730955__1.1730955	301301__A0A395V573__RHOM_13925
ERR1912985.1730899__1.1730899	820__A0A1T4IY80__ERS852554_01621
ERR1912985.1730964__1.1730964	310297__R5VL46__BACPLE_00694
ERR1912985.1730988__1.1730988	1263107__GCA_000436995.1_00021
ERR1912985.1731051__1.1731051	1262824__R6RFC2__BN719_00120
ERR1912985.1731326__1.1731326	820__A0A173YYG4__evgS_3
ERR1912985.1731340__1.1731340	1535__A7VS87__CLOLEP_01425
ERR1912985.1731359__1.1731359	1535__A7VS87__CLOLEP_01425
ERR1912985.1731394__1.1731394	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1912985.1731676__1.1731676	357276__A0A0M1W9N4__GV66_05135
ERR1912985.1731743__1.1731743	410072__A0A174E1G6__phoR_6
ERR1912985.1731728__1.1731728	357276__I9F327__DXD47_22495
ERR1912985.1732002__1.1732002	1262945__R6YP45__BN600_01845
ERR1912985.1732059__1.1732059	1160721__W0U3I6__RBI_I00579
ERR1912985.1732098__1.1732098	301301__A0A395VA49__RHOM_13895
ERR1912985.1732101__1.1732101	39490__A0A173QWQ2__bga
ERR1912985.1732184__1.1732184	301301__G2SX39__ERS852391_02360
ERR1912985.1732209__1.1732209	246787__A0A0P0GPH1__HMPREF1062_01913
ERR1912985.1732255__1.1732255	310297__B5CYH8__BHV76_07815
ERR1912985.1732288__1.1732288	820__A0A3E4WA06__ERS852554_03404
ERR1912985.1732405__1.1732405	239935__R7DVW2__CXU02_03915
ERR1912985.1732496__1.1732496	39491__A0A395V2P3__DXB69_08700
ERR1912985.1732525__1.1732525	46506__R6ALX0__HMPREF1181_01042
ERR1912985.1732532__1.1732532	310297__B5D2W8__BACPLE_03358
ERR1912985.1732677__1.1732677	820__A0A139K5E7__DXC68_09550
ERR1912985.1732707__1.1732707	820__A0A174LJB2__HMPREF1072_04112
ERR1912985.1732855__1.1732855	28117__B0MYW5__ALIPUT_02334
ERR1912985.1732880__1.1732880	820__A0A3E4W984__pssA
ERR1912985.1732971__1.1732971	46506__A0A120A336__SAMN05444283_1528
ERR1912985.1732989__1.1732989	853__A0A174AML0__FPR_08640
ERR1912985.1733145__1.1733145	410072__A0A173SHF2__COPCOM_03201
ERR1912985.1733189__1.1733189	46506__B0NU72__DXC41_00075
ERR1912985.1733262__1.1733262	1263109__GCA_000438135.1_01435
ERR1912985.1733268__1.1733268	246787__R6KK25__HMPREF1062_01860
ERR1912985.1733304__1.1733304	246787__A0A108T1Y3__fepA_8
ERR1912985.1733360__1.1733360	46506__S3YU07__AA415_02597
ERR1912985.1733481__1.1733481	818__A0A0P0FI06__BJP75_017205
ERR1912985.1733593__1.1733593	853__A8S882__C4N23_07600
ERR1912985.1733689__1.1733689	820__A0A374Q854__HMPREF1073_03281
ERR1912985.1733866__1.1733866	1160721__W0U309__BHW50_02320
ERR1912985.1734001__1.1734001	820__A0A3E4VZT7__DXB48_16145
ERR1912985.1734061__1.1734061	1262886__R6QJF6__BN563_01169
ERR1912985.1734196__1.1734196	310297__R5VD67__BHV76_00270
ERR1912985.1734312__1.1734312	310297__B5CV97__DXD04_03850
ERR1912985.1734372__1.1734372	301301__A0A395VDE4__ERS852391_00518
ERR1912985.1734390__1.1734390	246787__A0A3D6AWR4__HMPREF1062_04729
ERR1912985.1734438__1.1734438	823__A0A174DZM1__DDY96_10310
ERR1912985.1734462__1.1734462	1304__A0A0Y1VYX0__DL08_03795
ERR1912985.1734509__1.1734509	106588__A6NUL8__BACCAP_01900
ERR1912985.1734647__1.1734647	820__A0A174GK47__ERS852421_00200
ERR1912985.1734685__1.1734685	301301__A0A395V573__RHOM_13925
ERR1912985.1734750__1.1734750	357276__A0A076IXE0__HMPREF1064_04364
ERR1912985.1734846__1.1734846	46506__B0NM94__HMPREF1181_03250
ERR1912985.1735160__1.1735160	818__A0A139L1D5__BT_2967
ERR1912985.1735163__1.1735163	310297__B5D2W8__BACPLE_03358
ERR1912985.1735402__1.1735402	357276__B6W1Y5__IY41_11405
ERR1912985.1735628__1.1735628	46506__A0A3E4USX2__BACSTE_03107
ERR1912985.1735629__1.1735629	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.1735633__1.1735633	246787__A0A3D6B0I1__BcellWH2_03253
ERR1912985.1735640__1.1735640	46506__R6A5T2__DXC41_10795
ERR1912985.1735700__1.1735700	310297__R5VXY5__DXB87_12985
ERR1912985.1735717__1.1735717	246787__A0A0P0GCR8__xynD_3
ERR1912985.1735781__1.1735781	39491__A0A395V0H3__ERS852417_01192
ERR1912985.1735963__1.1735963	357276__I9R201__B5F00_01910
ERR1912985.1736033__1.1736033	820__A0A3E4QZJ7__C801_01798
ERR1912985.1736062__1.1736062	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.1736083__1.1736083	239935__B2UPZ6__CXU03_03800
ERR1912985.1736134__1.1736134	246787__I8V2S2__BACCELL_02524
ERR1912985.1736291__1.1736291	823__A6L9D3__ERS852560_03374
ERR1912985.1736370__1.1736370	371601__F7LA63__HMPREF1074_04288
ERR1912985.1736423__1.1736423	1262886__R6Q6Q1__BN563_00546
ERR1912985.1736523__1.1736523	39491__A0A174IJH1__DXB76_01865
ERR1912985.1736551__1.1736551	46506__S3YBS6__AA415_01011
ERR1912985.1736617__1.1736617	823__A0A174DZM1__DDY96_10310
ERR1912985.1736660__1.1736660	1160721__R6TF33__sig6
ERR1912985.1736829__1.1736829	310297__B5CTT3__DXC17_00385
ERR1912985.1737097__1.1737097	1304__J7TGU8__Ssal_02017
ERR1912985.1737118__1.1737118	820__A0A1T4IY71__HMPREF2141_02402
ERR1912985.1737278__1.1737278	310297__R5VA64__DXD04_05100
ERR1912985.1737308__1.1737308	357276__I9R994__BACDOR_04044
ERR1912985.1737352__1.1737352	46506__B0NUC3__SAMN05444283_1019
ERR1912985.1737417__1.1737417	1160721__A0A1C6DCM8__RBI_I01997
ERR1912985.1737459__1.1737459	28117__B0MU57__ALIPUT_00175
ERR1912985.1737621__1.1737621	1897011__A0A1Q6RFG0__BHW41_03665
ERR1912985.1737645__1.1737645	818__A0A3E5HN77__HMPREF2534_00072
ERR1912985.1737767__1.1737767	204516__U6RAM4__HMPREF1534_03439
ERR1912985.1738018__1.1738018	46506__B0NUC3__SAMN05444283_1019
ERR1912985.1738053__1.1738053	28117__B0MXQ6__ALIPUT_01917
ERR1912985.1738217__1.1738217	1897011__A0A1Q6RGB4__BHW41_02795
ERR1912985.1738317__1.1738317	310297__B5D2V1__DXC17_04215
ERR1912985.1738764__1.1738764	246787__A0A3D6AQP8__AA416_04153
ERR1912985.1738772__1.1738772	1150298__R7JXH6__mecR1
ERR1912985.1738814__1.1738814	28117__B0MY40__BHV66_05170
ERR1912985.1738854__1.1738854	46506__B0NUC8__DXC34_03410
ERR1912985.1738858__1.1738858	46506__S3YBS6__AA415_01011
ERR1912985.1738916__1.1738916	246787__A0A0P0GF82__HMPREF1062_02163
ERR1912985.1739058__1.1739058	853__C7H1R8__DW905_06675
ERR1912985.1739072__1.1739072	46506__S3YS03__DXC34_03445
ERR1912985.1739268__1.1739268	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.1739428__1.1739428	310297__B5CTT3__DXC17_00385
ERR1912985.1739408__1.1739408	820__A0A3E4IGB2__HMPREF1073_03893
ERR1912985.1739474__1.1739474	820__A0A3E4G493__ERS417307_00253
ERR1912985.1739628__1.1739628	823__A0A355XKQ8__DHP27_04010
ERR1912985.1739713__1.1739713	360807__A0A173YJ94__ERS852444_03492
ERR1912985.1739776__1.1739776	820__A0A3E4PYB0__yejM
ERR1912985.1740025__1.1740025	487174__K0X9T7__HMPREF9448_00996
ERR1912985.1740089__1.1740089	46506__B0NU77__AA415_02810
ERR1912985.1740242__1.1740242	357276__A0A076IKP7__BACDOR_04239
ERR1912985.1740291__1.1740291	46506__B0NP81__SAMN05444283_10688
ERR1912985.1740463__1.1740463	1263109__GCA_000438135.1_01212
ERR1912985.1740467__1.1740467	46228__V8C5S1__RUMLAC_02063
ERR1912985.1740729__1.1740729	301301__A0A395V8M7__ERS852391_00967
ERR1912985.1740742__1.1740742	1160721__R6U304__BHW50_05725
ERR1912985.1740716__1.1740716	1897011__A0A1Q6RBR9__BHW41_06830
ERR1912985.1740822__1.1740822	246787__R6LCC2__BACCELL_00607
ERR1912985.1740870__1.1740870	820__A0A3E4FWC8__DXC91_14635
ERR1912985.1740882__1.1740882	820__A0A374Q854__HMPREF1073_03281
ERR1912985.1740886__1.1740886	823__C7XA51__BDI_0499
ERR1912985.1741071__1.1741071	46506__R6A5T2__DXC41_10795
ERR1912985.1741155__1.1741155	821__A0A078R9Y9__M097_2119
ERR1912985.1741189__1.1741189	1160721__R6U304__BHW50_05725
ERR1912985.1741261__1.1741261	357276__D1K3K9__EL88_23995
ERR1912985.1741310__1.1741310	310297__B5CV67__DXD04_03690
ERR1912985.1741313__1.1741313	28117__R7JN92__BHV66_00550
ERR1912985.1741428__1.1741428	246787__R6K756__HMPREF1062_01819
ERR1912985.1741441__1.1741441	745368__A0A1T4XY03__SAMN02745178_02465
ERR1912985.1741448__1.1741448	1160721__W0U3D5__BHW50_00380
ERR1912985.1741495__1.1741495	301301__A0A173Z4D5__RHOM_00975
ERR1912985.1741568__1.1741568	387090__S0F8B2__BACCOPRO_02129
ERR1912985.1741656__1.1741656	328814__GCA_004558275.1_00998
ERR1912985.1741725__1.1741725	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1912985.1741741__1.1741741	45851__D4S288__BHV86_04325
ERR1912985.1741744__1.1741744	820__A0A173WUD7__DXB48_08055
ERR1912985.1741755__1.1741755	745368__A0A1T4XY03__SAMN02745178_02465
ERR1912985.1741860__1.1741860	310298__B3JII2__BACCOP_01694
ERR1912985.1741908__1.1741908	246787__R6KBH9__HMPREF1062_04676
ERR1912985.1741988__1.1741988	818__A0A0P0FSA3__ERS852557_00283
ERR1912985.1742041__1.1742041	1160721__W0U429__RBI_I00578
ERR1912985.1742232__1.1742232	487174__K0X9T7__HMPREF9448_00996
ERR1912985.1742327__1.1742327	817__A0A081UA45__M112_0802
ERR1912985.1742368__1.1742368	820__A0A139JV05__B5G17_18125
ERR1912985.1742534__1.1742534	310297__R5VHY5__DXD04_12265
ERR1912985.1742700__1.1742700	46228__V8C6J2__DXD17_03715
ERR1912985.1742782__1.1742782	328814__GCA_004558275.1_00007
ERR1912985.1742771__1.1742771	1262886__R6Q824__BN563_00941
ERR1912985.1742806__1.1742806	1262700__R5XC07__BN695_01332
ERR1912985.1742814__1.1742814	1263006__R6LKC6__BN515_02058
ERR1912985.1742961__1.1742961	674529__A0A3E5G590__DXB21_18690
ERR1912985.1743039__1.1743039	820__A0A3E4WCX3__C801_02709
ERR1912985.1743082__1.1743082	569__A0A1B7KHS2__yliE
ERR1912985.1743155__1.1743155	46506__A0A108T991__AA415_01433
ERR1912985.1743575__1.1743575	1263000__R5EKR4__BN466_01609
ERR1912985.1743699__1.1743699	28117__R7JIJ8__BHV66_01635
ERR1912985.1743751__1.1743751	357276__A0A076IS73__GV66_00410
ERR1912985.1743725__1.1743725	1160721__W0U3P8__RBI_I00386
ERR1912985.1743833__1.1743833	357276__A0A076IRV2__BACDOR_02822
ERR1912985.1743931__1.1743931	360807__A0A173WE18__prkC_2
ERR1912985.1744104__1.1744104	1150298__R7JSS6__ERS852535_01362
ERR1912985.1744197__1.1744197	820__A0A174F0C1__nreB
ERR1912985.1744290__1.1744290	820__I9J701__ERS852510_01809
ERR1912985.1744305__1.1744305	745368__A0A1T4XY03__SAMN02745178_02465
ERR1912985.1744431__1.1744431	1304__T0T9N5__CQA85_09935
ERR1912985.1744656__1.1744656	1263006__R6LYS1__BN515_01485
ERR1912985.1744910__1.1744910	1262927__R7ETW9__BN677_00993
ERR1912985.1744939__1.1744939	28117__B0MXU0__BHV66_07550
ERR1912985.1745040__1.1745040	1263006__R6ML98__BN515_00848
ERR1912985.1745122__1.1745122	166486__D4KRN2__ERS852572_01816
ERR1912985.1745148__1.1745148	301301__A0A395V736__ERS852391_01566
ERR1912985.1745210__1.1745210	46506__A0A108TCU0__etk
ERR1912985.1745397__1.1745397	357276__A0A0P0M2G3__BACDOR_03913
ERR1912985.1745403__1.1745403	166486__D4KRN2__ERS852572_01816
ERR1912985.1745562__1.1745562	28117__R7JQW0__ALIPUT_01453
ERR1912985.1745547__1.1745547	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1912985.1745677__1.1745677	106588__A6NUL8__BACCAP_01900
ERR1912985.1745800__1.1745800	239935__B2UL21__CXT98_03395
ERR1912985.1745875__1.1745875	1160721__R6T617__truA
ERR1912985.1745910__1.1745910	246787__A0A3D6B0I1__BcellWH2_03253
ERR1912985.1745916__1.1745916	820__A0A174G065__DXB62_08975
ERR1912985.1746068__1.1746068	310297__B5D370__DXC17_06570
ERR1912985.1746113__1.1746113	1150298__A0A174QRU8__ERS852498_00962
ERR1912985.1746154__1.1746154	818__A0A3E5GY25__NCTC13706_02482
ERR1912985.1746202__1.1746202	487174__K0WXI9__HMPREF9448_02340
ERR1912985.1746296__1.1746296	246787__A0A108TBH4__BACCELL_02980
ERR1912985.1746391__1.1746391	246787__A0A3D6AWV8__gltP
ERR1912985.1746415__1.1746415	1897011__A0A1Q6RDI4__BHW41_05605
ERR1912985.1746486__1.1746486	1262886__R6Q824__BN563_00941
ERR1912985.1746481__1.1746481	310297__B5CWI6__DXB87_12520
ERR1912985.1746622__1.1746622	46506__B0NRL4__HMPREF1181_00205
ERR1912985.1746626__1.1746626	28117__B0MXL6__ALIPUT_01851
ERR1912985.1746713__1.1746713	487174__K0XKD7__HMPREF9448_01550
ERR1912985.1746943__1.1746943	301301__A0A395VAV8__ERS852391_02437
ERR1912985.1746966__1.1746966	357276__D1K3K9__EL88_23995
ERR1912985.1747029__1.1747029	357276__I8WC65__EL88_00520
ERR1912985.1747083__1.1747083	1262945__R6YP45__BN600_01845
ERR1912985.1747095__1.1747095	28117__B0MY34__BHV66_05195
ERR1912985.1747253__1.1747253	28117__B0MXR4__BHV66_08025
ERR1912985.1747258__1.1747258	47678__R5U9Z0__HMPREF1061_03210
ERR1912985.1747276__1.1747276	40520__A0A3E5EH57__ERS852533_00253
ERR1912985.1747306__1.1747306	357276__D1K3K9__EL88_23995
ERR1912985.1747335__1.1747335	28117__B0MT73__ALIPUT_00412
ERR1912985.1747343__1.1747343	1262986__R5ZUP0__BN492_01284
ERR1912985.1747435__1.1747435	46506__B0NRL5__DXC34_10445
ERR1912985.1747514__1.1747514	46506__R6LAK5__SAMN05444283_11231
ERR1912985.1747718__1.1747718	310297__B5CV72__BACPLE_00601
ERR1912985.1747751__1.1747751	818__E5C5U7__SAMN05216253_101163
ERR1912985.1748082__1.1748082	28117__R7JJM9__ALIPUT_00662
ERR1912985.1748089__1.1748089	301301__A0A395V4X8__ERS852391_01546
ERR1912985.1748147__1.1748147	820__A0A139K2N9__DXB62_12420
ERR1912985.1748159__1.1748159	246787__A0A0P0GDM7__BcellWH2_03148
ERR1912985.1748400__1.1748400	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.1748476__1.1748476	394340__ppdK
ERR1912985.1748486__1.1748486	106588__A6NUL8__BACCAP_01900
ERR1912985.1748504__1.1748504	1897011__A0A1Q6RH29__BHW41_01570
ERR1912985.1748529__1.1748529	310297__R5V814__DXC17_10530
ERR1912985.1748850__1.1748850	2292352__A0A374UKE7__DXC23_09500
ERR1912985.1748883__1.1748883	172901__A0A2U1BA70__C8D82_102145
ERR1912985.1748928__1.1748928	246787__A0A108T429__BACCELL_00192
ERR1912985.1748972__1.1748972	328814__GCA_004558275.1_00076
ERR1912985.1748976__1.1748976	301301__A0A395V7C8__RHOM_02390
ERR1912985.1749043__1.1749043	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.1749130__1.1749130	1263000__R5EET9__BN466_01245
ERR1912985.1749164__1.1749164	39492__D4JRS7__ERS852540_02076
ERR1912985.1749170__1.1749170	46506__B0NM94__HMPREF1181_03250
ERR1912985.1749179__1.1749179	310297__B5CZ21__DXB87_00235
ERR1912985.1749292__1.1749292	1263006__R6LJG8__BN515_01754
ERR1912985.1749367__1.1749367	1262761__R6R8R4__BN606_01561
ERR1912985.1749578__1.1749578	1262761__R6QUS0__BN606_00152
ERR1912985.1749612__1.1749612	310297__B5D2V1__DXC17_04215
ERR1912985.1749614__1.1749614	33025__A0A395JBB5__C8D73_107104
ERR1912985.1749775__1.1749775	569__A0A0K0HWR7__A6V27_12025
ERR1912985.1749820__1.1749820	39496__A5Z5I2__EUBVEN_00963
ERR1912985.1749867__1.1749867	1262777__R5VKL1__BN512_01959
ERR1912985.1749873__1.1749873	1263006__R6LI44__BN515_01329
ERR1912985.1749969__1.1749969	246787__E2NH87__BcellWH2_04496
ERR1912985.1749995__1.1749995	46506__B0NUC8__DXC34_03410
ERR1912985.1750162__1.1750162	357276__A0A076IRV2__BACDOR_02822
ERR1912985.1750134__1.1750134	1263006__R6LVB9__BN515_01765
ERR1912985.1750128__1.1750128	33039__R6P9A7__ERS852424_01559
ERR1912985.1750218__1.1750218	310297__B5CVZ7__DXB87_08345
ERR1912985.1750298__1.1750298	853__A0A2J4JL53__CRH10_10795
ERR1912985.1750393__1.1750393	310297__B5CZ21__DXB87_00235
ERR1912985.1750419__1.1750419	1263109__GCA_000438135.1_01131
ERR1912985.1750458__1.1750458	853__A0A2A7B1Y7__C7K05_11930
ERR1912985.1750467__1.1750467	310297__B5CZW4__BACPLE_02283
ERR1912985.1750484__1.1750484	328814__GCA_004558275.1_01570
ERR1912985.1750559__1.1750559	1150298__A0A174BP05__murAA
ERR1912985.1750595__1.1750595	1262986__R5ZVX1__BN492_01522
ERR1912985.1750614__1.1750614	820__A0A173YYG4__evgS_3
ERR1912985.1750697__1.1750697	310297__B5CZW4__BACPLE_02283
ERR1912985.1750880__1.1750880	301301__G2SXA1__frc_2
ERR1912985.1750964__1.1750964	246787__A0A0P0G684__cirA_10
ERR1912985.1751002__1.1751002	46506__B0NRL5__DXC34_10445
ERR1912985.1751147__1.1751147	46506__A0A120A0V1__DXC41_00280
ERR1912985.1751230__1.1751230	820__A0A3E4VZY4__ERS852554_01211
ERR1912985.1751250__1.1751250	310297__R5V778__BACPLE_02189
ERR1912985.1751388__1.1751388	46506__S3YT03__AA415_01895
ERR1912985.1751538__1.1751538	1160721__W0U3Q4__BHW50_08110
ERR1912985.1751575__1.1751575	28117__B0MSR5__BHV66_02095
ERR1912985.1751654__1.1751654	1262927__R7EYX1__BN677_00214
ERR1912985.1751705__1.1751705	1160721__W0U2E1__RBI_I00200
ERR1912985.1751782__1.1751782	853__A0A174BZY1__xerD_1
ERR1912985.1751823__1.1751823	820__R9I2U8__DXC68_09590
ERR1912985.1751887__1.1751887	28117__B0MXD0__ALIPUT_01669
ERR1912985.1751893__1.1751893	46506__R6B663__BACSTE_02258
ERR1912985.1751948__1.1751948	1262927__R7EX56__BN677_00089
ERR1912985.1751968__1.1751968	1897011__A0A1Q6RFA6__BHW41_03080
ERR1912985.1751971__1.1751971	28116__F7L8I3__M089_1421
ERR1912985.1751972__1.1751972	818__D7IK38__ERS852430_03017
ERR1912985.1752024__1.1752024	28117__B0MVL5__BHV66_01660
ERR1912985.1752029__1.1752029	1263000__R5EI35__BN466_01649
ERR1912985.1752030__1.1752030	1160721__W0U1Y8__BHW50_02040
ERR1912985.1752096__1.1752096	28117__B0MSS1__ALIPUT_00273
ERR1912985.1752213__1.1752213	33039__A0A173TYC0__cobB_2
ERR1912985.1752255__1.1752255	310297__B5CTT3__DXC17_00385
ERR1912985.1752272__1.1752272	310297__B5CZW4__BACPLE_02283
ERR1912985.1752275__1.1752275	1262761__R6QKZ0__BN606_00913
ERR1912985.1752360__1.1752360	239935__R6JCH3__CXT95_08205
ERR1912985.1752431__1.1752431	310297__B5CUX2__DXB87_15440
ERR1912985.1752418__1.1752418	818__R7KVH8__SAMN02910322_00597
ERR1912985.1752479__1.1752479	1263109__GCA_000438135.1_01212
ERR1912985.1752525__1.1752525	626933__H1DGX0__HMPREF9449_01506
ERR1912985.1752529__1.1752529	487174__K0XG34__HMPREF9448_02234
ERR1912985.1752559__1.1752559	544645__A0A1Y3W0G8__DXC42_07680
ERR1912985.1752643__1.1752643	818__A0A174SMH7__C799_03313
ERR1912985.1752618__1.1752618	1897011__A0A1Q6RGA5__BHW41_02775
ERR1912985.1752842__1.1752842	820__A7VAR9__ERS852421_00197
ERR1912985.1752882__1.1752882	544645__A0A3E4TER1__DXC42_05460
ERR1912985.1752903__1.1752903	487175__R5E4E1__HMPREF9439_00344
ERR1912985.1753088__1.1753088	310297__B5D3X3__DXB87_14935
ERR1912985.1753175__1.1753175	1160721__W0U4Y3__sipW2
ERR1912985.1753222__1.1753222	1520815__A0A1I3RCJ8__SAMN02910435_02067
ERR1912985.1753311__1.1753311	310297__R5W4D8__DXD04_03445
ERR1912985.1753455__1.1753455	246787__A0A3D6AQP8__AA416_04153
ERR1912985.1753502__1.1753502	1160721__W0U330__BHW50_08125
ERR1912985.1753621__1.1753621	33025__A0A395JHB7__C8D73_101754
ERR1912985.1753639__1.1753639	46506__B0NU77__AA415_02810
ERR1912985.1753710__1.1753710	1150298__A0A174E950__ERS852498_02096
ERR1912985.1753789__1.1753789	28117__B0MWP2__ALIPUT_01468
ERR1912985.1753808__1.1753808	246787__A0A108T1Y3__fepA_8
ERR1912985.1753872__1.1753872	246787__A0A3D6AXH7__BACCELL_04262
ERR1912985.1753874__1.1753874	818__A0A139JVX2__ERS852557_01101
ERR1912985.1753884__1.1753884	310297__B5CUD7__BHV76_11070
ERR1912985.1753935__1.1753935	88431__A0A3D0EY52__ERS852573_01763
ERR1912985.1754016__1.1754016	246787__A0A3D6AZF7__BcellWH2_04504
ERR1912985.1754051__1.1754051	166486__D4KYW5__ROSINTL182_05595
ERR1912985.1754361__1.1754361	28117__B0MYA9__BHV66_07790
ERR1912985.1754492__1.1754492	387090__S0F4H1__BACCOPRO_00084
ERR1912985.1754596__1.1754596	28117__B0MT86__BHV66_02450
ERR1912985.1754598__1.1754598	46506__B0NUC3__SAMN05444283_1019
ERR1912985.1754655__1.1754655	357276__I8WC65__EL88_00520
ERR1912985.1754665__1.1754665	301301__G2T3Q2__ERS852391_00522
ERR1912985.1755003__1.1755003	246787__A0A108T429__BACCELL_00192
ERR1912985.1755017__1.1755017	328814__GCA_004558275.1_01000
ERR1912985.1755041__1.1755041	1262911__R6GPC5__BN557_00852
ERR1912985.1755087__1.1755087	46506__B0NRL7__arlS
ERR1912985.1755115__1.1755115	1262927__R7EX39__BN677_01322
ERR1912985.1755217__1.1755217	1262927__R7F3W3__BN677_00642
ERR1912985.1755478__1.1755478	569__A0A097R6H2__XK97_11995
ERR1912985.1755492__1.1755492	820__A0A3E4W984__pssA
ERR1912985.1755556__1.1755556	2292352__A0A374UL63__DXC23_08410
ERR1912985.1755574__1.1755574	1263000__R5EGP9__BN466_01419
ERR1912985.1755655__1.1755655	246787__A0A3D6ARN8__yehU_6
ERR1912985.1755725__1.1755725	338188__A0A173XBX1__BACFIN_07139
ERR1912985.1755756__1.1755756	47678__R5U2F6__HMPREF1061_00767
ERR1912985.1755789__1.1755789	39491__A0A395ZHV7__ykvU
ERR1912985.1755857__1.1755857	46506__A0A108TCU0__etk
ERR1912985.1755885__1.1755885	310297__B5D2R6__DXB87_15610
ERR1912985.1756153__1.1756153	853__D4KAK8__C4N21_13380
ERR1912985.1756240__1.1756240	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.1756241__1.1756241	328814__GCA_004558275.1_00079
ERR1912985.1756637__1.1756637	46503__A7AG53__DD461_14240
ERR1912985.1756645__1.1756645	28117__B0MXL6__ALIPUT_01851
ERR1912985.1756720__1.1756720	246787__R6KCH8__csbC
ERR1912985.1756756__1.1756756	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1912985.1756822__1.1756822	1308__A0A2U2MC25__X841_01290
ERR1912985.1757065__1.1757065	301301__A0A395V8C2__rhaR_3
ERR1912985.1757080__1.1757080	28117__B0MUX4__ALIPUT_00911
ERR1912985.1757103__1.1757103	310297__B5CU85__DXB87_05250
