ERR1913041.2__1.2	28116__F7LBW8__C5Z02_16055
ERR1913041.393116__1.393116	310298__B3JH75__BACCOP_01229
ERR1913041.393227__1.393227	853__D4KAK8__C4N21_13380
ERR1913041.393184__1.393184	39491__A0A395ZBQ4__cph2_2
ERR1913041.393369__1.393369	818__A0A174SMH7__C799_03313
ERR1913041.393418__1.393418	165179__A0A229I4J4__proA
ERR1913041.393567__1.393567	821__D4VD59__BHV80_04260
ERR1913041.393782__1.393782	39491__A0A395UZL1__DXB76_05950
ERR1913041.393850__1.393850	69974__A0A090FEL8__MPL3365_630008
ERR1913041.394180__1.394180	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.394223__1.394223	853__A0A173XRA8__CGS56_09290
ERR1913041.394247__1.394247	1262913__R7JLP9__BN646_02495
ERR1913041.394351__1.394351	28116__A0A139LD88__CUY_2408
ERR1913041.394362__1.394362	820__A0A173WZS4__DXD90_10250
ERR1913041.394399__1.394399	310298__B3JH76__BACCOP_01230
ERR1913041.394436__1.394436	818__A0A3E5HDS4__BJP75_002620
ERR1913041.394471__1.394471	2293125__A0A374CIC9__DW917_02045
ERR1913041.394519__1.394519	165179__A0A174UTZ7__DXC61_06705
ERR1913041.394573__1.394573	165179__A0A174SA26__PREVCOP_05758
ERR1913041.394554__1.394554	216816__D6DC09__BLIC_a02334
ERR1913041.394721__1.394721	40518__R5E1J7__RBL236_02062
ERR1913041.394838__1.394838	39491__A0A395V397__EUR_09960
ERR1913041.394870__1.394870	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.394899__1.394899	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913041.395067__1.395067	487173__H1D2K8__HMPREF9453_01846
ERR1913041.395141__1.395141	410072__C0BC88__DXD67_11180
ERR1913041.395177__1.395177	165179__D1PHM6__DXC61_06700
ERR1913041.395201__1.395201	69974__A0A090FEL8__MPL3365_630008
ERR1913041.395397__1.395397	69974__A0A090FEL8__MPL3365_630008
ERR1913041.395430__1.395430	69974__A0A090FEL8__MPL3365_630008
ERR1913041.395435__1.395435	626933__H1DGX0__HMPREF9449_01506
ERR1913041.395445__1.395445	310298__B3JJX9__BACCOP_02203
ERR1913041.395496__1.395496	204516__U6RDD8__HMPREF1534_02559
ERR1913041.395543__1.395543	69974__A0A090FEL8__MPL3365_630008
ERR1913041.395567__1.395567	39491__D6E118__DXB69_05765
ERR1913041.395578__1.395578	28117__R7JPX7__BHV66_00900
ERR1913041.395669__1.395669	39491__C4Z9K7__EUBREC_0050
ERR1913041.395807__1.395807	204516__U6RHM5__HMPREF1534_02096
ERR1913041.395888__1.395888	1160721__W0U3J7__RBI_I00948
ERR1913041.395964__1.395964	626933__H1DGX0__HMPREF9449_01506
ERR1913041.396028__1.396028	310298__B3JPY4__BACCOP_04016
ERR1913041.396069__1.396069	69974__A0A090FEL8__MPL3365_630008
ERR1913041.396103__1.396103	853__A0A173T751__C4N24_10280
ERR1913041.396178__1.396178	310298__B3JI31__BACCOP_01543
ERR1913041.396185__1.396185	626933__H1DGX0__HMPREF9449_01506
ERR1913041.396240__1.396240	853__A0A173YYY4__DWZ04_09420
ERR1913041.396422__1.396422	216816__B7GPE8__I118_0062
ERR1913041.396553__1.396553	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913041.396687__1.396687	40518__R5E1J7__RBL236_02062
ERR1913041.396751__1.396751	310298__B3JH75__BACCOP_01229
ERR1913041.396800__1.396800	301301__A0A395VEJ3__hupR1
ERR1913041.396867__1.396867	165179__D1PGU8__PREVCOP_06463
ERR1913041.397170__1.397170	487173__H1D1P4__HMPREF9453_01532
ERR1913041.397344__1.397344	853__A0A174AML0__FPR_08640
ERR1913041.397481__1.397481	69974__A0A090FEL8__MPL3365_630008
ERR1913041.397545__1.397545	216816__C2GUV2__APC1478_0430
ERR1913041.397565__1.397565	626933__H1DGX0__HMPREF9449_01506
ERR1913041.397608__1.397608	39492__R6SPM9__pheT
ERR1913041.397654__1.397654	69974__A0A090FEL8__MPL3365_630008
ERR1913041.397676__1.397676	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.397752__1.397752	1262992__R5DA07__BN795_01576
ERR1913041.397970__1.397970	69974__A0A090FEL8__MPL3365_630008
ERR1913041.397979__1.397979	818__R9GZ02__C799_04453
ERR1913041.398152__1.398152	626933__H1DGX0__HMPREF9449_01506
ERR1913041.398168__1.398168	165179__A0A3E5A5E5__DXC61_13965
ERR1913041.398169__1.398169	69974__A0A090FEL8__MPL3365_630008
ERR1913041.398218__1.398218	69974__A0A090FEL8__MPL3365_630008
ERR1913041.398380__1.398380	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.398482__1.398482	204516__U6R8I1__HMPREF1534_03341
ERR1913041.398591__1.398591	69974__A0A090FEL8__MPL3365_630008
ERR1913041.398600__1.398600	69974__A0A090FEL8__MPL3365_630008
ERR1913041.398654__1.398654	39491__A0A395UYA6__EUBREC_0408
ERR1913041.398716__1.398716	310298__B3JFQ2__BACCOP_00703
ERR1913041.398801__1.398801	28118__R6FCW4__DF785_08500
ERR1913041.398891__1.398891	410072__A0A173YNZ0__ERS852481_00766
ERR1913041.399043__1.399043	165179__A0A174IPI3__CFT61_10940
ERR1913041.399045__1.399045	69974__A0A090FEL8__MPL3365_630008
ERR1913041.399052__1.399052	487173__H1D1P1__HMPREF9453_01529
ERR1913041.399064__1.399064	821__C6Z087__DXB90_00750
ERR1913041.399111__1.399111	310298__B3JK49__BACCOP_02273
ERR1913041.399134__1.399134	69974__A0A090FEL8__MPL3365_630008
ERR1913041.399153__1.399153	1965632__A0A1Y4A6X2__B5F91_11655
ERR1913041.399178__1.399178	823__A6LFW2__M095_1860
ERR1913041.399202__1.399202	39485__A0A174YTF7__ERS852490_01271
ERR1913041.399274__1.399274	33039__D4M2F6__RTO_06900
ERR1913041.399354__1.399354	371601__D7J5K1__DXD80_05805
ERR1913041.399433__1.399433	39485__A0A174Z2N7__EUBELI_02062
ERR1913041.399466__1.399466	69974__A0A090FEL8__MPL3365_630008
ERR1913041.399500__1.399500	165179__A0A174IPI3__CFT61_10940
ERR1913041.399518__1.399518	1262929__R6F6C8__BN691_01344
ERR1913041.399534__1.399534	626933__H1DGX0__HMPREF9449_01506
ERR1913041.399593__1.399593	820__R9HP61__DXC91_01090
ERR1913041.399614__1.399614	69974__A0A090FEL8__MPL3365_630008
ERR1913041.399677__1.399677	310298__B3JNH4__BACCOP_03487
ERR1913041.399685__1.399685	165179__D1PHV2__PREVCOP_06822
ERR1913041.399760__1.399760	69974__A0A090FEL8__MPL3365_630008
ERR1913041.399848__1.399848	1262924__R7HRT1__BN585_00630
ERR1913041.399864__1.399864	165179__A0A3E5EB26__CFT61_02800
ERR1913041.399892__1.399892	165179__D1PHD6__DXC61_03380
ERR1913041.399921__1.399921	39485__C4Z685__EUBELI_20332
ERR1913041.399956__1.399956	487173__H1D020__HMPREF9453_00958
ERR1913041.399979__1.399979	39491__A0A395V6A3__DXB69_00505
ERR1913041.400007__1.400007	39485__A0A174YR79__EUBELI_20418
ERR1913041.400036__1.400036	69974__A0A090FEL8__MPL3365_630008
ERR1913041.400070__1.400070	39485__R5ZVC3__ERS852490_00250
ERR1913041.400072__1.400072	853__A8S882__C4N23_07600
ERR1913041.400123__1.400123	28117__B0MY36__BHV66_05185
ERR1913041.400188__1.400188	165179__A0A3E5DY64__CFT61_10025
ERR1913041.400207__1.400207	165179__A0A3E4SB95__DXC61_13455
ERR1913041.400245__1.400245	310298__B3JK99__BACCOP_02328
ERR1913041.400332__1.400332	204516__U6R921__HMPREF1534_03932
ERR1913041.400438__1.400438	28117__B0MXL6__ALIPUT_01851
ERR1913041.400470__1.400470	1262924__R7HLJ5__BN585_01491
ERR1913041.400487__1.400487	69974__A0A090FEL8__MPL3365_630008
ERR1913041.400774__1.400774	204516__U6RR96__HMPREF1534_00277
ERR1913041.400872__1.400872	820__A0A139K5E7__DXC68_09550
ERR1913041.400951__1.400951	1262924__R7HUR1__BN585_00057
ERR1913041.400978__1.400978	69974__A0A090FEL8__MPL3365_630008
ERR1913041.401127__1.401127	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.401167__1.401167	384639__GCA_003096855.1_00996
ERR1913041.401221__1.401221	28117__B0MZ50__ALIPUT_02424
ERR1913041.401400__1.401400	216816__A0A2U0BT35__BL1206_1860
ERR1913041.401478__1.401478	39488__A0A374MTU0__ERS852578_02616
ERR1913041.401574__1.401574	487173__H1D090__HMPREF9453_01028
ERR1913041.401634__1.401634	310298__B3JQR0__BACCOP_04272
ERR1913041.401751__1.401751	39491__A0A395V0H3__ERS852417_01192
ERR1913041.401828__1.401828	69974__A0A090FEL8__MPL3365_630008
ERR1913041.401876__1.401876	69974__A0A090FEL8__MPL3365_630008
ERR1913041.401914__1.401914	69974__A0A090FEL8__MPL3365_630008
ERR1913041.402090__1.402090	310298__B3JJG1__BACCOP_02031
ERR1913041.402412__1.402412	69974__A0A090FEL8__MPL3365_630008
ERR1913041.402482__1.402482	69974__A0A090FEL8__MPL3365_630008
ERR1913041.402564__1.402564	165179__A0A174UTZ7__DXC61_06705
ERR1913041.402626__1.402626	820__A0A3E4VZY4__ERS852554_01211
ERR1913041.402679__1.402679	69974__A0A090FEL8__MPL3365_630008
ERR1913041.402782__1.402782	204516__U6RR96__HMPREF1534_00277
ERR1913041.402790__1.402790	69974__A0A090FEL8__MPL3365_630008
ERR1913041.402792__1.402792	1262924__R7HQN1__BN585_00550
ERR1913041.402828__1.402828	204516__U6RPN2__HMPREF1534_00368
ERR1913041.402834__1.402834	310298__B3JH76__BACCOP_01230
ERR1913041.402887__1.402887	165179__D1PGU8__PREVCOP_06463
ERR1913041.402973__1.402973	487175__R5E5C4__HMPREF9439_00381
ERR1913041.403061__1.403061	1680__A0A1E7Y0K2__DXC59_05185
ERR1913041.403142__1.403142	487173__H1D2L5__HMPREF9453_01853
ERR1913041.403200__1.403200	626933__H1DGX0__HMPREF9449_01506
ERR1913041.403217__1.403217	39491__A0A395V0H6__ERS852580_02570
ERR1913041.403294__1.403294	28117__R7JPX7__BHV66_00900
ERR1913041.403354__1.403354	40518__R5DYU1__DXD86_01160
ERR1913041.403397__1.403397	39491__A0A395ZEI6__ERE_07950
ERR1913041.403409__1.403409	165179__A0A3E5EA43__DXC61_07775
ERR1913041.403427__1.403427	2292352__A0A374UNS4__DXC23_05055
ERR1913041.403597__1.403597	39485__A0A174YTF7__ERS852490_01271
ERR1913041.403617__1.403617	310298__B3JK99__BACCOP_02328
ERR1913041.403622__1.403622	204516__U6RDD8__HMPREF1534_02559
ERR1913041.403663__1.403663	39491__A0A395UZZ5__htpG_1
ERR1913041.403686__1.403686	310298__B3JFQ2__BACCOP_00703
ERR1913041.403777__1.403777	310298__B3JF96__BACCOP_00544
ERR1913041.404246__1.404246	69974__A0A090FEL8__MPL3365_630008
ERR1913041.404344__1.404344	28117__B0MTI4__ALIPUT_00084
ERR1913041.404348__1.404348	69974__A0A090FEL8__MPL3365_630008
ERR1913041.404667__1.404667	165179__D1PHV2__PREVCOP_06822
ERR1913041.404672__1.404672	1262924__R7HM98__BN585_01697
ERR1913041.404873__1.404873	40518__R5E8B6__RB5AMG_00876
ERR1913041.404912__1.404912	69974__A0A090FEL8__MPL3365_630008
ERR1913041.405050__1.405050	310298__B3JPN8__BACCOP_03837
ERR1913041.405059__1.405059	69974__A0A090FEL8__MPL3365_630008
ERR1913041.405061__1.405061	165179__D1PHC0__PREVCOP_06640
ERR1913041.405119__1.405119	39491__C4ZHS4__EUR_24420
ERR1913041.405154__1.405154	165179__A0A174IPI3__CFT61_10940
ERR1913041.405294__1.405294	820__A0A3E4HWJ4__DXD40_05945
ERR1913041.405313__1.405313	204516__U6RPN2__HMPREF1534_00368
ERR1913041.405399__1.405399	69974__A0A090FEL8__MPL3365_630008
ERR1913041.405414__1.405414	823__A0A355XH29__lolE_1
ERR1913041.405462__1.405462	556259__E5C816__BSGG_0563
ERR1913041.405571__1.405571	69974__A0A090FEL8__MPL3365_630008
ERR1913041.405575__1.405575	39491__A0A396FQ67__DXB99_07505
ERR1913041.405647__1.405647	39491__A0A396FKI0__DXC13_11560
ERR1913041.405669__1.405669	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.405626__1.405626	40518__R5DU92__DXD93_03170
ERR1913041.405757__1.405757	853__E2ZGD9__C7J97_11715
ERR1913041.405779__1.405779	820__A0A374Q8T2__DXB64_16190
ERR1913041.405765__1.405765	165179__A0A229I7F5__DXB80_02650
ERR1913041.405912__1.405912	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913041.405922__1.405922	69974__A0A090FEL8__MPL3365_630008
ERR1913041.405958__1.405958	28117__R7JG17__ALIPUT_01859
ERR1913041.406405__1.406405	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.406431__1.406431	1304__T0SYC6__TZ98_01429
ERR1913041.406754__1.406754	649756__B0NWY5__DO83_02030
ERR1913041.406870__1.406870	626933__H1DGX0__HMPREF9449_01506
ERR1913041.406874__1.406874	384639__GCA_003096855.1_00996
ERR1913041.407017__1.407017	69974__A0A090FEL8__MPL3365_630008
ERR1913041.407402__1.407402	28117__B0MYM2__BHV66_04910
ERR1913041.407589__1.407589	310298__B3JQD7__BACCOP_04095
ERR1913041.407683__1.407683	1150298__A0A174R4D7__tmpC_2
ERR1913041.407698__1.407698	1262911__R6GTG0__BN557_01247
ERR1913041.407773__1.407773	39491__A0A396FJJ9__DXB76_11995
ERR1913041.407794__1.407794	1735__B7CDA5__EUBIFOR_02186
ERR1913041.407803__1.407803	69974__A0A090FEL8__MPL3365_630008
ERR1913041.407820__1.407820	853__A0A173YYY4__DWZ04_09420
ERR1913041.407855__1.407855	410072__C0B9A6__yvhJ
ERR1913041.407928__1.407928	820__A0A139K4W1__M093_0353
ERR1913041.407942__1.407942	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.408009__1.408009	39485__A0A174ZQ05__EUBELI_01606
ERR1913041.408021__1.408021	69974__A0A090FEL8__MPL3365_630008
ERR1913041.408026__1.408026	74426__pflB_2
ERR1913041.408079__1.408079	371601__A0A1H4AKU1__BXY_45200
ERR1913041.408129__1.408129	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.408165__1.408165	165179__A0A3E5EA43__DXC61_07775
ERR1913041.408336__1.408336	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.408476__1.408476	28117__B0MXX3__BHV66_07695
ERR1913041.408619__1.408619	39496__A5Z5I2__EUBVEN_00963
ERR1913041.408636__1.408636	310298__B3JNH3__BACCOP_03486
ERR1913041.408793__1.408793	165179__A0A174UTZ7__DXC61_06705
ERR1913041.408801__1.408801	28116__A0A078Q626__HMPREF1070_02735
ERR1913041.408843__1.408843	39485__A0A174YIY1__cheY_1
ERR1913041.408846__1.408846	820__A0A1Y3V743__M093_0235
ERR1913041.408867__1.408867	626933__H1DGX0__HMPREF9449_01506
ERR1913041.408894__1.408894	310298__B3JNG7__BACCOP_03480
ERR1913041.408978__1.408978	165179__A0A3E5A554__DXB80_13805
ERR1913041.408985__1.408985	69974__A0A090FEL8__MPL3365_630008
ERR1913041.408999__1.408999	1680__A0A2R4G1K8__BBMN23_0315
ERR1913041.409123__1.409123	39491__A0A0M6WLC7__ERS852497_00640
ERR1913041.409177__1.409177	626933__H1DGX0__HMPREF9449_01506
ERR1913041.409364__1.409364	69974__A0A090FEL8__MPL3365_630008
ERR1913041.409417__1.409417	33039__D4M6I1__nadB_2
ERR1913041.409425__1.409425	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.409438__1.409438	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913041.409501__1.409501	165179__A0A3E5A554__DXB80_13805
ERR1913041.409518__1.409518	165179__A0A3E5EB26__CFT61_02800
ERR1913041.409690__1.409690	39491__C4ZHS4__EUR_24420
ERR1913041.409691__1.409691	28117__B0MTY2__BHV66_06485
ERR1913041.409775__1.409775	39491__A0A395UZ89__DXB72_12805
ERR1913041.409902__1.409902	69974__A0A090FEL8__MPL3365_630008
ERR1913041.409938__1.409938	69974__A0A090FEL8__MPL3365_630008
ERR1913041.410030__1.410030	204516__U6RSX5__HMPREF1534_00314
ERR1913041.410148__1.410148	69974__A0A090FEL8__MPL3365_630008
ERR1913041.410149__1.410149	1262924__R7HNN4__BN585_01505
ERR1913041.410266__1.410266	1262924__R7HTW2__BN585_00604
ERR1913041.410290__1.410290	1160721__W0U532__RBI_I00944
ERR1913041.410501__1.410501	310298__B3JFK5__BACCOP_00655
ERR1913041.410506__1.410506	1262913__R7JGS2__BN646_02152
ERR1913041.410548__1.410548	28117__B0MTW8__ALIPUT_00502
ERR1913041.410532__1.410532	69974__A0A090FEL8__MPL3365_630008
ERR1913041.410596__1.410596	39485__R6AET9__EUBELI_01205
ERR1913041.410619__1.410619	28117__B0MY34__BHV66_05195
ERR1913041.410691__1.410691	47678__R5UU99__C5Z00_11925
ERR1913041.410703__1.410703	69974__A0A090FEL8__MPL3365_630008
ERR1913041.410859__1.410859	69974__A0A090FEL8__MPL3365_630008
ERR1913041.410868__1.410868	39492__R6RT40__prkC_3
ERR1913041.411068__1.411068	154288__A0A173YU86__ywpJ
ERR1913041.411150__1.411150	39485__A0A174ZG53__ERS852492_00924
ERR1913041.411270__1.411270	39485__C4Z6V1__ERS852492_02640
ERR1913041.411276__1.411276	310298__B3JNH4__BACCOP_03487
ERR1913041.411289__1.411289	1584__Q1G9S6__IV47_GL001581
ERR1913041.411309__1.411309	487173__H1D1P5__HMPREF9453_01533
ERR1913041.411453__1.411453	371601__D7J4W7__CW3_3382
ERR1913041.411467__1.411467	40518__R5DT16__ysdC_2
ERR1913041.411659__1.411659	165179__D1PES9__DXB80_11585
ERR1913041.411673__1.411673	165179__W1I4H6__DXB80_13655
ERR1913041.411729__1.411729	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913041.411739__1.411739	626933__H1DGX0__HMPREF9449_01506
ERR1913041.412041__1.412041	69974__A0A090FEL8__MPL3365_630008
ERR1913041.412061__1.412061	40518__R5DUU2__yvhJ_2
ERR1913041.412080__1.412080	165179__A0A3E4SID1__DXB80_01945
ERR1913041.412127__1.412127	69974__A0A090FEL8__MPL3365_630008
ERR1913041.412183__1.412183	165179__A0A174IPI3__CFT61_10940
ERR1913041.412296__1.412296	310298__B3JK97__BACCOP_02326
ERR1913041.412366__1.412366	1262743__R5C3A8__BN727_00457
ERR1913041.412409__1.412409	853__A0A173T0Y8__CGS54_07215
ERR1913041.412563__1.412563	165179__A0A174IPI3__CFT61_10940
ERR1913041.412593__1.412593	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.412612__1.412612	165179__A0A3E5AGH1__DXB80_05820
ERR1913041.412680__1.412680	69974__A0A090FEL8__MPL3365_630008
ERR1913041.412802__1.412802	69974__A0A090FEL8__MPL3365_630008
ERR1913041.412887__1.412887	649756__L1Q8U4__ERS852571_01677
ERR1913041.412918__1.412918	69974__A0A090FEL8__MPL3365_630008
ERR1913041.412921__1.412921	39491__C4Z872__LD38_07250
ERR1913041.412925__1.412925	204516__U6R9E7__HMPREF1534_03313
ERR1913041.413046__1.413046	1262913__R7J6B7__BN646_00856
ERR1913041.413082__1.413082	1160721__W0U330__BHW50_08125
ERR1913041.413119__1.413119	28117__B0MU76__ALIPUT_00202
ERR1913041.413244__1.413244	69974__A0A090FEL8__MPL3365_630008
ERR1913041.413371__1.413371	28117__B0MUY3__BHV66_00515
ERR1913041.413353__1.413353	310298__B3JMG0__BACCOP_03099
ERR1913041.413436__1.413436	39485__R5ZVC3__ERS852490_00250
ERR1913041.413509__1.413509	626933__H1DGX0__HMPREF9449_01506
ERR1913041.413545__1.413545	40518__R5E4X1__DXD93_05270
ERR1913041.413592__1.413592	216816__A0A2U0BT35__BL1206_1860
ERR1913041.413641__1.413641	165179__A0A229I6N7__DXC61_06720
ERR1913041.413672__1.413672	69974__A0A090FEL8__MPL3365_630008
ERR1913041.413850__1.413850	165179__D1PGU8__PREVCOP_06463
ERR1913041.413874__1.413874	458033__GCA_001482755.1_02203
ERR1913041.413925__1.413925	204516__U6R9H3__HMPREF1534_03348
ERR1913041.413943__1.413943	69974__A0A090FEL8__MPL3365_630008
ERR1913041.413949__1.413949	1304__T0UNZ5__SSALIVM18_09507
ERR1913041.414022__1.414022	69974__A0A090FEL8__MPL3365_630008
ERR1913041.414122__1.414122	820__A0A3E4W9W8__C801_01069
ERR1913041.414191__1.414191	69974__A0A090FEL8__MPL3365_630008
ERR1913041.414240__1.414240	1262924__R7HLJ5__BN585_01491
ERR1913041.414308__1.414308	28117__B0MXX2__ALIPUT_01984
ERR1913041.414357__1.414357	39491__C4ZCH3__EUR_17560
ERR1913041.414393__1.414393	28117__B0MSS1__ALIPUT_00273
ERR1913041.414413__1.414413	301302__A0A0M6WJB3__ERS852420_02173
ERR1913041.414429__1.414429	69974__A0A090FEL8__MPL3365_630008
ERR1913041.414470__1.414470	371601__A0A1H3XPY7__CW1_0993
ERR1913041.414504__1.414504	39485__A0A174ZNW9__luxQ_1
ERR1913041.414531__1.414531	39485__C4Z0G6__spoIVB
ERR1913041.414577__1.414577	820__A0A174B4N2__M093_2531
ERR1913041.414714__1.414714	28116__A0A1Y4Q112__evgS_13
ERR1913041.414743__1.414743	310298__B3JFK5__BACCOP_00655
ERR1913041.414989__1.414989	69974__A0A090FEL8__MPL3365_630008
ERR1913041.415007__1.415007	853__E2ZGD9__C7J97_11715
ERR1913041.415033__1.415033	371601__D6D2Q4__HMPREF1074_00826
ERR1913041.415050__1.415050	820__A0A1T4IY71__HMPREF2141_02402
ERR1913041.415162__1.415162	1262924__R7HTW2__BN585_00604
ERR1913041.415171__1.415171	69974__A0A090FEL8__MPL3365_630008
ERR1913041.415379__1.415379	204516__U6RSX5__HMPREF1534_00314
ERR1913041.415442__1.415442	69974__A0A090FEL8__MPL3365_630008
ERR1913041.415483__1.415483	310298__B3JFK6__BACCOP_00656
ERR1913041.415494__1.415494	39485__C4Z6J9__ERS852492_02049
ERR1913041.415504__1.415504	165179__A0A229I7F5__DXB80_02650
ERR1913041.415521__1.415521	1262986__R5EI06__BN492_00739
ERR1913041.415676__1.415676	1262924__R7HUR1__BN585_00057
ERR1913041.415727__1.415727	1235790__S0J8L6__C805_00148
ERR1913041.415754__1.415754	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.415838__1.415838	39491__A0A395V6A3__DXB69_00505
ERR1913041.415915__1.415915	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.415964__1.415964	1262924__R7HQN1__BN585_00550
ERR1913041.415990__1.415990	1897011__A0A1Q6RFI5__BHW41_03555
ERR1913041.415996__1.415996	204516__U6R838__HMPREF1534_03867
ERR1913041.416019__1.416019	165179__A0A3E5EB26__CFT61_02800
ERR1913041.416028__1.416028	1628085__A0A3E2XTD7__C7386_10384
ERR1913041.416088__1.416088	69974__A0A090FEL8__MPL3365_630008
ERR1913041.416206__1.416206	28116__A7LS02__DXF98_24100
ERR1913041.416268__1.416268	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.416296__1.416296	310297__A0A174A833__DXB87_09380
ERR1913041.416378__1.416378	69974__A0A090FEL8__MPL3365_630008
ERR1913041.416426__1.416426	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.416460__1.416460	1263107__GCA_000436995.1_00071
ERR1913041.416471__1.416471	1262929__R6F6C8__BN691_01344
ERR1913041.416629__1.416629	2292284__A0A374V9L1__DXC10_09375
ERR1913041.416605__1.416605	69974__A0A090FEL8__MPL3365_630008
ERR1913041.416691__1.416691	165179__A0A3E5AAM8__DXB80_10240
ERR1913041.416709__1.416709	1262924__R7HNA9__BN585_00137
ERR1913041.416710__1.416710	165179__A0A3E5DZ45__DXC61_02820
ERR1913041.416775__1.416775	69974__A0A090FEL8__MPL3365_630008
ERR1913041.416740__1.416740	853__A0A2A7B9I6__DW855_13690
ERR1913041.416831__1.416831	418240__C6J879__ERS852523_04053
ERR1913041.416869__1.416869	310298__B3JM32__BACCOP_00571
ERR1913041.417080__1.417080	28116__A0A139LL51__B5F02_01570
ERR1913041.417115__1.417115	69974__A0A090FEL8__MPL3365_630008
ERR1913041.417190__1.417190	39491__A0A396FJV5__ERS852417_00035
ERR1913041.417200__1.417200	310298__B3JEE8__BACCOP_00239
ERR1913041.417366__1.417366	820__A0A3E4VZT7__DXB48_16145
ERR1913041.417347__1.417347	310298__B3JQD7__BACCOP_04095
ERR1913041.417405__1.417405	1262913__R7JG96__BN646_02132
ERR1913041.417437__1.417437	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913041.417443__1.417443	1262924__R7HUJ5__BN585_00830
ERR1913041.417503__1.417503	1323__A0A380LPZ6__DXC78_01005
ERR1913041.417625__1.417625	40518__R5E2Z2__DXD93_09295
ERR1913041.417635__1.417635	69974__A0A090FEL8__MPL3365_630008
ERR1913041.417641__1.417641	69974__A0A090FEL8__MPL3365_630008
ERR1913041.417712__1.417712	1262924__R7HU74__BN585_00690
ERR1913041.417713__1.417713	165179__A0A3E5EB26__CFT61_02800
ERR1913041.417741__1.417741	821__A0A174ALF2__BvMPK_3016
ERR1913041.417788__1.417788	69974__A0A090FEL8__MPL3365_630008
ERR1913041.417791__1.417791	310298__B3JK97__BACCOP_02326
ERR1913041.417895__1.417895	165179__A0A3E5A554__DXB80_13805
ERR1913041.417841__1.417841	853__A0A2A7A4A9__C4N21_14870
ERR1913041.418127__1.418127	626930__F3PT98__HMPREF9446_01965
ERR1913041.418140__1.418140	1284680__A0A095Y293__HMPREF1627_04070
ERR1913041.418155__1.418155	626933__H1DGX0__HMPREF9449_01506
ERR1913041.418220__1.418220	69974__A0A090FEL8__MPL3365_630008
ERR1913041.418233__1.418233	1160721__R6U7V4__BHW50_02190
ERR1913041.418298__1.418298	310298__B3JLT9__BACCOP_02886
ERR1913041.418301__1.418301	40518__R5E2F3__artQ
ERR1913041.418367__1.418367	328814__GCA_004558275.1_00072
ERR1913041.418587__1.418587	261299__W1UPD4__arlS_2
ERR1913041.418600__1.418600	28117__R7JR95__ALIPUT_01367
ERR1913041.418650__1.418650	47678__A0A174H7W9__ERS852494_00524
ERR1913041.418745__1.418745	853__A0A2A7A4A9__C4N21_14870
ERR1913041.418788__1.418788	1262986__R6ASP8__BN492_01782
ERR1913041.418804__1.418804	310298__B3JK97__BACCOP_02326
ERR1913041.418808__1.418808	39485__C4Z5L9__ERS852490_00668
ERR1913041.418904__1.418904	821__A0A0P0M2J4__DXD46_10295
ERR1913041.418910__1.418910	69974__A0A090FEL8__MPL3365_630008
ERR1913041.418882__1.418882	28117__B0MUY3__BHV66_00515
ERR1913041.418998__1.418998	853__A0A2A7A4A9__C4N21_14870
ERR1913041.419159__1.419159	820__A0A174G065__DXB62_08975
ERR1913041.419170__1.419170	39491__C4ZHS4__EUR_24420
ERR1913041.419129__1.419129	40518__R5DRY6__RB5AMG_00549
ERR1913041.419260__1.419260	626933__H1DGX0__HMPREF9449_01506
ERR1913041.419308__1.419308	69974__A0A090FEL8__MPL3365_630008
ERR1913041.419294__1.419294	40518__R5DTJ1__DXD86_03635
ERR1913041.419370__1.419370	310298__B3JNG7__BACCOP_03480
ERR1913041.419555__1.419555	1262924__R7HQX0__BN585_00307
ERR1913041.419591__1.419591	69974__A0A090FEL8__MPL3365_630008
ERR1913041.419596__1.419596	301302__A0A173T3P5__ERS852420_01836
ERR1913041.419686__1.419686	371601__I9AJD5__BN890_44160
ERR1913041.419805__1.419805	1262911__R6HGD7__BN557_00108
ERR1913041.419853__1.419853	204516__U6RMH5__HMPREF1534_00591
ERR1913041.419923__1.419923	165179__D1PCL6__DXB80_13435
ERR1913041.419939__1.419939	204516__U6R921__HMPREF1534_03932
