ERR1913154.149__1.149	328814__GCA_004558275.1_00079
ERR1913154.407820__1.407820	39491__A0A0M6WNS5__DXC13_02015
ERR1913154.408015__1.408015	820__A7UYX8__DXD40_11635
ERR1913154.408225__1.408225	33043__A8SWM2__ERS852575_01910
ERR1913154.408244__1.408244	1150298__A0A174BC67__ERS852498_00837
ERR1913154.408354__1.408354	649756__L1Q2A2__CL2_18610
ERR1913154.408431__1.408431	47678__R5UES3__CGC64_00760
ERR1913154.408543__1.408543	387661__B7B850__HMPREF1077_03351
ERR1913154.408570__1.408570	39491__D6E2U1__EUBREC_3278
ERR1913154.408608__1.408608	384638__B7AN60__BACPEC_00112
ERR1913154.408715__1.408715	40518__R5DYU1__DXD86_01160
ERR1913154.408899__1.408899	487174__K0WY34__DDY40_07435
ERR1913154.408957__1.408957	310298__B3JQJ5__BACCOP_04231
ERR1913154.408986__1.408986	572010__srrA
ERR1913154.409098__1.409098	40518__R5E175__RB5AMG_00757
ERR1913154.409248__1.409248	40518__R5DWP7__ansA
ERR1913154.409458__1.409458	310298__B3JQJ5__BACCOP_04231
ERR1913154.409515__1.409515	301302__R5VGE0__ERS852420_00121
ERR1913154.409563__1.409563	823__D7IUM6__M091_1082
ERR1913154.409529__1.409529	301302__R5ULM4__M72_25081
ERR1913154.409591__1.409591	39491__A0A395UUN5__EUBREC_0291
ERR1913154.409765__1.409765	1150298__R7JNQ8__ERS852406_00857
ERR1913154.409866__1.409866	39492__D4JWI6__EUBSIR_01073
ERR1913154.409840__1.409840	28117__B0MXI8__BHV66_08505
ERR1913154.409917__1.409917	33043__A0A174B5C6__acm_3
ERR1913154.409953__1.409953	328814__GCA_004558275.1_00014
ERR1913154.410072__1.410072	1150298__A0A174PLY5__ERS852406_01056
ERR1913154.410080__1.410080	39485__C4Z2X2__ERS852492_01808
ERR1913154.410157__1.410157	46503__R6X0L4__DXB61_05325
ERR1913154.410245__1.410245	40518__R5DR39__mreB_2
ERR1913154.410358__1.410358	384638__B7ASI3__BACPEC_02038
ERR1913154.410410__1.410410	1262911__R6GPB5__BN557_00842
ERR1913154.410411__1.410411	39491__A0A396FSR4__ERS852580_02287
ERR1913154.410395__1.410395	28111__R5JUK8__NCTC11155_02515
ERR1913154.410536__1.410536	328814__GCA_004558275.1_00059
ERR1913154.410555__1.410555	1660__A7BE09__HMPREF0970_00624
ERR1913154.410578__1.410578	39491__A0A395V2Y7__DXB72_13970
ERR1913154.410851__1.410851	39492__D4JX50__EUBSIR_00410
ERR1913154.410913__1.410913	40518__R5DP61__DXD86_06345
ERR1913154.410944__1.410944	39491__C4Z8S1__DXB76_06750
ERR1913154.411023__1.411023	39491__C4Z8Y4__ERS852417_00909
ERR1913154.411076__1.411076	1796613__A0A3A9BZY7__A4V03_19925
ERR1913154.411084__1.411084	39491__C4Z9K7__EUBREC_0050
ERR1913154.411162__1.411162	301301__A0A174C8W8__ERS852391_01378
ERR1913154.411261__1.411261	821__A0A395VMG0__DXC44_18080
ERR1913154.411309__1.411309	28111__E5WVZ4__NCTC11155_02635
ERR1913154.411348__1.411348	301302__A0A173UN64__manA_2
ERR1913154.411384__1.411384	28117__B0MY40__BHV66_05170
ERR1913154.411438__1.411438	1150298__R7JNQ8__ERS852406_00857
ERR1913154.411484__1.411484	214856__R6Y0B9__ERS852559_00164
ERR1913154.411492__1.411492	338188__K5CB50__BACFIN_05402
ERR1913154.411563__1.411563	1150298__R7JTY5__ERS852406_02079
ERR1913154.411631__1.411631	28116__A7M0W7__SAMN05444282_11172
ERR1913154.411649__1.411649	301302__A0A0M6WSS7__ERS852420_02367
ERR1913154.411672__1.411672	1262886__R6QPP8__BN563_00924
ERR1913154.411718__1.411718	28052__R7NB18__tcrY_2
ERR1913154.411877__1.411877	821__C6ZAA5__ERS852556_00403
ERR1913154.411909__1.411909	820__A0A139K5A6__DXB48_12175
ERR1913154.411922__1.411922	40518__R5DLM5__RB5AMG_00422
ERR1913154.411988__1.411988	40518__R5DP61__DXD86_06345
ERR1913154.412020__1.412020	823__A6LEP0__M091_1976
ERR1913154.412074__1.412074	823__A0A355XKQ8__DHP27_04010
ERR1913154.412352__1.412352	28117__B0MVL5__BHV66_01660
ERR1913154.412378__1.412378	853__A0A174C5M1__CGS58_04460
ERR1913154.412483__1.412483	410072__A0A173XQG6__ERS852574_01620
ERR1913154.412587__1.412587	853__A0A173XRA8__CGS56_09290
ERR1913154.412815__1.412815	1150298__A0A174DU21__toxA_3
ERR1913154.412793__1.412793	40518__R5E6K4__RB5AMG_02070
ERR1913154.412832__1.412832	821__A0A396EVC9__DXB90_03525
ERR1913154.412913__1.412913	301302__R5UTG6__M72_25801
ERR1913154.412860__1.412860	820__A0A174CK74__DXB48_07060
ERR1913154.412866__1.412866	1262882__R5ML49__BN519_01361
ERR1913154.413088__1.413088	410072__A0A173XQG6__ERS852574_01620
ERR1913154.413325__1.413325	328814__GCA_004558275.1_00100
ERR1913154.413376__1.413376	820__A0A174CK74__DXB48_07060
ERR1913154.413617__1.413617	28117__B0MYZ8__BHV66_04535
ERR1913154.413618__1.413618	1150298__A0A173ZPH3__rnhA
ERR1913154.413634__1.413634	40518__R5DWQ2__DXD93_03810
ERR1913154.413639__1.413639	33043__A0A173ZL29__ERS852386_01345
ERR1913154.413832__1.413832	820__A0A174Q0F0__DXB48_08080
ERR1913154.414056__1.414056	418240__A0A174AQ30__ERS852478_00945
ERR1913154.414103__1.414103	40518__R5DQL2__RBATCC27255_00937
ERR1913154.414142__1.414142	246787__A0A0P0FSC0__cytR_2
ERR1913154.414245__1.414245	818__A0A0P0F525__C799_04575
ERR1913154.414292__1.414292	301302__R5UNJ6__M72_26701
ERR1913154.414351__1.414351	28111__E5WV21__NCTC11155_01580
ERR1913154.414387__1.414387	40518__R5DXH2__DXD83_10135
ERR1913154.414595__1.414595	820__A0A3E4WA06__ERS852554_03404
ERR1913154.414637__1.414637	328814__GCA_004558275.1_00035
ERR1913154.414677__1.414677	328814__GCA_004558275.1_00035
ERR1913154.414796__1.414796	88431__R7FUI2__ERS852423_02700
ERR1913154.414892__1.414892	626933__H1DGX0__HMPREF9449_01506
ERR1913154.414926__1.414926	371601__A0A139LNL6__ERS852396_04350
ERR1913154.415056__1.415056	1262886__R6QPP8__BN563_00924
ERR1913154.415072__1.415072	40518__R5E6X1__DXD83_01720
ERR1913154.415177__1.415177	47678__R5U9M8__CGC64_07665
ERR1913154.415307__1.415307	204516__U6RAL8__HMPREF1534_03434
ERR1913154.415383__1.415383	40518__R5DP61__DXD86_06345
ERR1913154.415428__1.415428	216816__C2GSX7__DD678_03555
ERR1913154.415491__1.415491	239935__A0A139TPD8__CXU12_11015
ERR1913154.415694__1.415694	1150298__R7JTQ3__rne
ERR1913154.415762__1.415762	239935__A0A2N8I9I3__CXU19_12035
ERR1913154.415764__1.415764	853__A0A2J4JL53__CRH10_10795
ERR1913154.415793__1.415793	46503__A7AG59__ERS852463_00349
ERR1913154.415887__1.415887	301302__A0A173QV75__M72_03601
ERR1913154.416005__1.416005	39492__D4JSD3__EUBSIR_00131
ERR1913154.416141__1.416141	46228__V8C4T8__RUMLAC_02058
ERR1913154.416210__1.416210	821__A0A3E4HP25__SAMN04487923_102450
ERR1913154.416237__1.416237	853__A0A174BZY1__xerD_1
ERR1913154.416302__1.416302	820__I9A4U7__DHU98_12785
ERR1913154.416372__1.416372	1150298__R7JU23__ERS852498_02342
ERR1913154.416630__1.416630	1680__A0A173XYA2__B0703_0121
ERR1913154.416696__1.416696	1262911__R6H212__BN557_01031
ERR1913154.416820__1.416820	328814__GCA_004558275.1_00091
ERR1913154.416855__1.416855	1262886__R6QNU3__BN563_00612
ERR1913154.416954__1.416954	204516__U6RDD8__HMPREF1534_02559
ERR1913154.416957__1.416957	40518__R5DQJ0__DXD93_03790
ERR1913154.417145__1.417145	301302__A0A173RZU9__M72_23561
ERR1913154.417108__1.417108	823__A0A355XKQ8__DHP27_04010
ERR1913154.417254__1.417254	40518__R5DUJ5__DXD83_01635
ERR1913154.417235__1.417235	216816__C2GW26__chb
ERR1913154.417349__1.417349	40518__R5DTW7__phoU
ERR1913154.417376__1.417376	33043__D5HEU4__ftsW_3
ERR1913154.417582__1.417582	246787__A0A0P0G254__axeA1_2
ERR1913154.417586__1.417586	39491__C4ZD70__LD38_03510
ERR1913154.417667__1.417667	40518__R5DLU0__fmt
ERR1913154.417646__1.417646	33043__A8SV35__ERS852386_01106
ERR1913154.417915__1.417915	301302__A0A173SCU7__M72_12871
ERR1913154.418195__1.418195	1262980__R5BM52__BN814_00030
ERR1913154.418223__1.418223	301302__A0A173R1Q9__M72_20711
ERR1913154.418273__1.418273	239935__R6JWM7__CXU14_12295
ERR1913154.418555__1.418555	823__A0A174UR44__M095_2641
ERR1913154.418596__1.418596	40518__R5DU92__DXD93_03170
ERR1913154.418781__1.418781	301302__A0A173T6W4__ERS852420_01909
ERR1913154.418812__1.418812	301302__A0A0M6WJW1__ERS852420_02245
ERR1913154.418827__1.418827	853__D4KAK8__C4N21_13380
ERR1913154.419069__1.419069	216816__A0A133L1E2__ptsP
ERR1913154.419020__1.419020	40518__R5DUG7__sbcC
ERR1913154.419130__1.419130	487174__K0X393__DDY40_02525
ERR1913154.419220__1.419220	28116__A7LS06__HMPREF2532_04668
ERR1913154.419293__1.419293	853__A0A173XRA8__CGS56_09290
ERR1913154.419483__1.419483	40518__R5DWH8__DXD86_04530
ERR1913154.419591__1.419591	823__A0A355XEX9__ERS852560_03521
ERR1913154.419596__1.419596	46503__R6Y0Q3__DCY29_15880
ERR1913154.419610__1.419610	1150298__A0A174T452__kfoC_3
ERR1913154.419660__1.419660	820__A7UYG6__M094_0070
ERR1913154.419777__1.419777	39488__A0A173TCD3__lytR_1
ERR1913154.420075__1.420075	328814__GCA_004558275.1_00064
ERR1913154.420038__1.420038	39491__A0A396FJJ9__DXB76_11995
ERR1913154.420257__1.420257	821__A0A0P0LQT3__DXC03_05050
ERR1913154.420330__1.420330	410072__A0A174LWU8__ERS852481_03155
ERR1913154.420490__1.420490	239935__R6J4Y4__CXU17_09810
ERR1913154.420516__1.420516	39492__D4JT75__EUBSIR_01776
ERR1913154.420708__1.420708	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913154.420715__1.420715	1262911__R6GYL3__BN557_00607
ERR1913154.420794__1.420794	40518__R5E7G3__DXD86_03405
ERR1913154.420829__1.420829	40518__R5DQR9__DXD83_00030
ERR1913154.420799__1.420799	820__A0A173WUD7__DXB48_08055
ERR1913154.421022__1.421022	39485__C4Z028__ERS852492_00100
ERR1913154.421190__1.421190	39491__A0A395ZHW3__ERS852417_01359
ERR1913154.421202__1.421202	100886__A0A174LEG5__ERS852383_05606
ERR1913154.421212__1.421212	1262886__R6RDI4__BN563_00643
ERR1913154.421217__1.421217	40518__R5DWH8__DXD86_04530
ERR1913154.421227__1.421227	1160721__R6U304__BHW50_05725
ERR1913154.421370__1.421370	544645__A0A1Y3VTF3__DXC42_17725
ERR1913154.421456__1.421456	384638__B7ASI3__BACPEC_02038
ERR1913154.421602__1.421602	410072__A0A173R660__ERS852389_00536
ERR1913154.421668__1.421668	572010__hgdC_1
ERR1913154.421705__1.421705	1897011__A0A1Q6RCX0__BHW41_05880
ERR1913154.421709__1.421709	28111__R5JTT9__BACEGG_01644
ERR1913154.421713__1.421713	1628085__A0A1C6C323__C7386_10747
ERR1913154.421814__1.421814	33025__A0A395JEP7__C8D73_10844
ERR1913154.421894__1.421894	28111__R5K5Y0__NCTC11155_03071
ERR1913154.421906__1.421906	310298__B3JQJ5__BACCOP_04231
ERR1913154.421933__1.421933	853__A0A173T6P2__DWZ46_14595
ERR1913154.421981__1.421981	338188__C9L0Q9__HMPREF1057_02408
ERR1913154.421995__1.421995	216816__D6ZXD1__APC1461_0104
ERR1913154.422050__1.422050	40518__R5DR72__RBL236_02110
ERR1913154.422210__1.422210	1262911__R6GT76__BN557_01150
ERR1913154.422322__1.422322	1262886__R6QHD5__BN563_00547
ERR1913154.422326__1.422326	47678__R5UST1__ERS852558_03505
ERR1913154.422583__1.422583	820__A0A139K024__B5G17_02060
ERR1913154.422597__1.422597	820__A0A174KKV6__DXC07_02635
ERR1913154.422625__1.422625	1150298__R7JL35__ERS852498_02809
ERR1913154.422644__1.422644	40520__A0A174B4U0__DXD81_01070
ERR1913154.422691__1.422691	40519__U2MCQ8__RUMCAL_00556
ERR1913154.422807__1.422807	39485__A0A174YMI9__cph2_5
ERR1913154.422818__1.422818	1739406__E6KU33__HMPREF2902_08105
ERR1913154.422820__1.422820	410072__A0A174AMX4__dacB_1
ERR1913154.422902__1.422902	1150298__A0A174SLE6__mlc_1
ERR1913154.423064__1.423064	47678__A5ZG68__ERS852494_02968
ERR1913154.423100__1.423100	301302__R5UMB9__M72_25011
ERR1913154.423114__1.423114	360807__A0A173WE18__prkC_2
ERR1913154.423285__1.423285	301302__R5UQ67__M72_23121
ERR1913154.423453__1.423453	1262848__R6U8I0__BN818_01131
ERR1913154.423480__1.423480	28111__E5WWI4__HMPREF1016_01032
ERR1913154.423487__1.423487	39491__A0A395UZZ5__htpG_1
ERR1913154.423675__1.423675	853__A0A2A7B1Y7__C7K05_11930
ERR1913154.423753__1.423753	33043__A0A173SS22__yceG
ERR1913154.423817__1.423817	33025__A0A395JB55__C8D73_104122
ERR1913154.423841__1.423841	1262886__R6QPP8__BN563_00924
ERR1913154.424164__1.424164	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913154.424225__1.424225	40518__R5DXH2__DXD83_10135
ERR1913154.424282__1.424282	823__D7IXG8__ERS852560_01232
ERR1913154.424336__1.424336	216816__A0A087BBV6__BFS26_06210
ERR1913154.424349__1.424349	1744__A0A2C7AXL9__PFCIRM127_11655
ERR1913154.424484__1.424484	821__E5UPR6__SAMN04487923_101768
ERR1913154.424499__1.424499	40518__R5DME2__DXD86_07315
ERR1913154.424512__1.424512	821__C6Z087__DXB90_00750
ERR1913154.424748__1.424748	88431__A0A174LBC0__DORLON_00105
ERR1913154.424842__1.424842	1150298__A0A174E950__ERS852498_02096
ERR1913154.424869__1.424869	74426__argF
ERR1913154.424990__1.424990	821__A6L0C7__ERS852556_03520
ERR1913154.425019__1.425019	820__R7E9Z4__DXC68_06065
ERR1913154.425050__1.425050	301302__R5UNC5__M72_02681
ERR1913154.425142__1.425142	204516__U6RFV1__HMPREF1534_02560
ERR1913154.425080__1.425080	40518__R5DM08__DXD83_06415
ERR1913154.425188__1.425188	853__E2ZJT1__C4N23_03535
ERR1913154.425207__1.425207	39496__A5ZAC3__EUBVEN_02670
ERR1913154.425227__1.425227	823__A0A174VBJ5__M091_5021
ERR1913154.425545__1.425545	2173__R7PYR7__BK798_01375
ERR1913154.425678__1.425678	823__A0A395YY84__DXC05_19515
ERR1913154.425757__1.425757	39491__A0A395ZF49__DXB69_05290
ERR1913154.425827__1.425827	1262886__R6QIL5__BN563_00897
ERR1913154.425929__1.425929	28111__E5WYP5__BACEGG_00185
ERR1913154.425890__1.425890	39492__D4JSA4__ERS852540_00596
ERR1913154.426023__1.426023	47678__R5U878__ERS852494_03300
ERR1913154.426313__1.426313	820__A0A173WUD7__DXB48_08055
ERR1913154.426626__1.426626	46228__B5CR74__HMPREF1202_02190
ERR1913154.426812__1.426812	39485__R6AJT3__EUBELI_01178
ERR1913154.426970__1.426970	40518__R5DX31__DXD86_09775
ERR1913154.427126__1.427126	40518__R5DXH2__DXD83_10135
ERR1913154.427141__1.427141	88431__A0A3D0EXT6__ERS852423_01007
ERR1913154.427426__1.427426	301302__R5V7G4__ywtF
ERR1913154.427484__1.427484	338188__C9L2Z0__HMPREF1057_03240
ERR1913154.427876__1.427876	1262911__R6GLA5__BN557_01456
ERR1913154.427939__1.427939	46228__V8CBI3__RUMLAC_02492
ERR1913154.427967__1.427967	40518__R5DPE0__DXD86_06515
ERR1913154.428266__1.428266	410072__A0A173YNZ0__ERS852481_00766
ERR1913154.428192__1.428192	40518__R5DR96__RBATCC27255_01185
ERR1913154.428204__1.428204	823__A0A395YQ63__B5F32_15335
ERR1913154.428294__1.428294	33043__D5HIS6__ERS852575_02019
ERR1913154.428459__1.428459	301301__A0A395VDQ5__RHOM_08975
ERR1913154.428545__1.428545	820__R9I3N4__M093_0061
ERR1913154.428607__1.428607	1262924__R7HN51__BN585_01718
ERR1913154.428634__1.428634	371601__A0A1H4ANE8__SAMN05216250_10552
ERR1913154.428712__1.428712	28117__B0MU76__ALIPUT_00202
ERR1913154.428786__1.428786	40518__R5DV58__htrA
ERR1913154.428788__1.428788	823__A6LHU5__M092_0203
ERR1913154.428828__1.428828	28117__B0MY40__BHV66_05170
ERR1913154.428879__1.428879	40518__R5DMC7__blaR1
ERR1913154.428972__1.428972	301302__R5V671__M72_27831
ERR1913154.428992__1.428992	47678__R5UAF6__ERS852494_02966
ERR1913154.429026__1.429026	46503__R6X5E7__PARMER_00245
ERR1913154.429102__1.429102	28117__B0MXG8__ALIPUT_01814
ERR1913154.429116__1.429116	301302__R5UTG6__M72_25801
ERR1913154.429152__1.429152	40518__R5E304__thiT
ERR1913154.429264__1.429264	47678__R5UU25__DXB67_16190
ERR1913154.429438__1.429438	28116__A0A1Y4Q112__evgS_13
ERR1913154.429551__1.429551	55565__U1PWY8__HMPREF1978_01344
ERR1913154.429658__1.429658	301302__R5UMP3__lytC_3
ERR1913154.429618__1.429618	410072__C0B543__DXD67_15070
ERR1913154.429692__1.429692	552398__F4XCQ4__HMPREF0866_01621
ERR1913154.429723__1.429723	1262886__R6RCB2__BN563_00311
ERR1913154.429791__1.429791	1150298__R7JTX5__ERS852535_01291
ERR1913154.429837__1.429837	28111__R5K5V1__NCTC11155_02461
ERR1913154.429840__1.429840	45851__D4S2F3__BUTYVIB_02275
ERR1913154.429865__1.429865	28117__B0MU76__ALIPUT_00202
ERR1913154.429913__1.429913	301302__R5UV35__M72_02721
ERR1913154.429932__1.429932	649756__D4MXQ3__DO83_00245
ERR1913154.429980__1.429980	47678__A5ZF31__DXB67_11050
ERR1913154.429942__1.429942	410072__C0B733__ERS852525_00482
ERR1913154.429993__1.429993	384638__B7ASI3__BACPEC_02038
ERR1913154.430073__1.430073	360807__A0A0M6WCK5__ROSEINA2194_01361
ERR1913154.430093__1.430093	338188__R6RWE8__BACFIN_08980
ERR1913154.430143__1.430143	1150298__A0A173W9F4__ERS852498_02567
ERR1913154.430191__1.430191	40518__R5DM08__DXD83_06415
ERR1913154.430461__1.430461	100886__E2NNB9__CATMIT_00043
ERR1913154.430779__1.430779	39491__A0A395V5L2__ERE_28270
ERR1913154.430772__1.430772	823__A0A174V089__BDI_3204
ERR1913154.430910__1.430910	1160721__R6T2A6__RBI_I00395
ERR1913154.431154__1.431154	301302__A0A0M6WF57__M72_22681
ERR1913154.431336__1.431336	454154__G5SVN0__HMPREF9441_03447
ERR1913154.431453__1.431453	821__A0A174NM17__lacZ_6
ERR1913154.431459__1.431459	39492__D4JR20__trmD
ERR1913154.431586__1.431586	1263044__GCA_000433375.1_01144
ERR1913154.431660__1.431660	40518__R5DP61__DXD86_06345
ERR1913154.431629__1.431629	40518__R5DUG7__sbcC
ERR1913154.431683__1.431683	46228__B5CP91__RUMLAC_01282
ERR1913154.431896__1.431896	40518__R5DP61__DXD86_06345
ERR1913154.431947__1.431947	39492__D4JWY0__EUBSIR_01648
ERR1913154.432079__1.432079	88431__A6BGH9__ERS852408_02691
ERR1913154.432085__1.432085	410072__A0A173ZG02__ERS852574_01061
ERR1913154.432093__1.432093	40518__R5DVL2__penA
ERR1913154.432096__1.432096	1262911__R6GNY6__BN557_00004
ERR1913154.432261__1.432261	823__A0A174PLE5__DXD05_03010
ERR1913154.432441__1.432441	1262911__R6GXH0__BN557_00389
ERR1913154.432522__1.432522	821__A0A395UNT8__DXD64_15275
ERR1913154.432634__1.432634	100886__E2NNB9__CATMIT_00043
ERR1913154.432752__1.432752	33025__A0A395JEP7__C8D73_10844
ERR1913154.432759__1.432759	572010__feoB_2
ERR1913154.432778__1.432778	821__I9R3W6__DXC16_12455
ERR1913154.432788__1.432788	39490__A0A173QWW3__LG34_09775
ERR1913154.432792__1.432792	853__A0A2A7A4A9__C4N21_14870
ERR1913154.432798__1.432798	47678__R5V127__HMPREF1061_04334
ERR1913154.432908__1.432908	40518__R5DU38__DXD83_06770
ERR1913154.433288__1.433288	39491__A0A395UVM9__DXB76_04540
ERR1913154.433471__1.433471	33043__D5HJ22__ERS852575_02302
ERR1913154.433498__1.433498	820__A7V049__DXB48_04755
ERR1913154.433613__1.433613	301302__A0A173T3P5__ERS852420_01836
ERR1913154.433675__1.433675	28116__A0A1Y4Q112__evgS_13
ERR1913154.433725__1.433725	338188__R6S2N9__ERS852397_00568
ERR1913154.433762__1.433762	384638__B7APR1__BACPEC_00667
ERR1913154.433865__1.433865	39491__C4Z872__LD38_07250
ERR1913154.433966__1.433966	40518__R5E6K4__RB5AMG_02070
ERR1913154.434039__1.434039	28117__B0MTV5__BHV66_06415
ERR1913154.434067__1.434067	40518__R5DLU0__fmt
ERR1913154.434093__1.434093	33025__A0A395JBB5__C8D73_107104
ERR1913154.434132__1.434132	820__A0A3E4PYB0__yejM
ERR1913154.434148__1.434148	28111__E5WWI8__HMPREF1016_01036
ERR1913154.434258__1.434258	46503__R6WUT7__NCTC13052_01657
ERR1913154.434287__1.434287	820__A0A174G065__DXB62_08975
ERR1913154.434313__1.434313	853__A0A173YYY4__DWZ04_09420
ERR1913154.434346__1.434346	28111__E5WZI1__BACEGG_01444
ERR1913154.434427__1.434427	216816__D6D9J4__DPC6320_0487
ERR1913154.434786__1.434786	823__A0A355XLT7__HMPREF1075_03402
ERR1913154.434908__1.434908	46503__A7ADV9__ERS852463_01504
ERR1913154.435328__1.435328	820__R9I2U8__DXC68_09590
ERR1913154.435385__1.435385	301302__R5VFU2__xynA1
ERR1913154.435489__1.435489	823__A0A355XF06__B5F32_11480
ERR1913154.435597__1.435597	387661__K5ZS68__PRABACTJOHN_02984
ERR1913154.435622__1.435622	853__A0A173XRA8__CGS56_09290
ERR1913154.435729__1.435729	1262924__R7HPL8__BN585_01826
ERR1913154.435742__1.435742	28111__E5WUX3__HMPREF1016_00550
ERR1913154.435948__1.435948	1160721__W0U3K9__BHW50_11040
ERR1913154.436174__1.436174	1378168__V2YA11__N510_02528
ERR1913154.436222__1.436222	1160721__R6T2A6__RBI_I00395
ERR1913154.436303__1.436303	1150298__A0A174DX06__ERS852498_00491
ERR1913154.436544__1.436544	821__E5UMZ6__BVU_1450
ERR1913154.436628__1.436628	40518__R5DW64__RBL236_01394
ERR1913154.436630__1.436630	371601__D7J0R3__SAMN04487924_11751
ERR1913154.436780__1.436780	39492__D4JRZ7__smc
ERR1913154.436944__1.436944	820__A0A139K4W1__M093_0353
ERR1913154.437067__1.437067	820__A0A139K426__B5G17_09115
ERR1913154.437186__1.437186	40518__R5DUG7__sbcC
ERR1913154.437152__1.437152	28117__B0MTV3__BHV66_06405
ERR1913154.437235__1.437235	47678__R5UER2__CGC64_00710
ERR1913154.437331__1.437331	39492__D4MJF3__EUBSIR_02248
ERR1913154.437474__1.437474	40518__R5DXI4__DXD86_07420
ERR1913154.437573__1.437573	626933__H1DGX0__HMPREF9449_01506
ERR1913154.437747__1.437747	216816__A0A1D7MV89__EK5BL_04715
ERR1913154.437774__1.437774	820__A0A3E4PYB0__yejM
ERR1913154.437853__1.437853	301302__A0A173TEJ2__M72_09031
ERR1913154.437986__1.437986	28052__A0A174LZK5__ERS852451_02148
ERR1913154.438008__1.438008	823__A0A078SYK6__DXB14_02485
ERR1913154.438016__1.438016	39491__A0A395V0H6__ERS852580_02570
ERR1913154.438104__1.438104	40518__R5DYT8__mscS
ERR1913154.438164__1.438164	818__A0A0P0F2P7__BT_1771
ERR1913154.438231__1.438231	33025__A0A395JAJ0__C8D73_107105
ERR1913154.438469__1.438469	39491__A0A395ZHW9__DXC13_02590
ERR1913154.438521__1.438521	818__A0A3E5HDS4__BJP75_002620
ERR1913154.438474__1.438474	39496__A5Z4B0__EUBVEN_00535
ERR1913154.438528__1.438528	1150298__R7JUS5__soxS_1
ERR1913154.438627__1.438627	28116__A0A3D2LPA1__CUY_3388
ERR1913154.438630__1.438630	40518__R5DT93__DXD86_08730
ERR1913154.438688__1.438688	100886__A0A174PHR7__CATMIT_02609
ERR1913154.438748__1.438748	328814__GCA_004558275.1_00100
ERR1913154.438866__1.438866	39491__A0A395V0X2__EUBREC_3007
ERR1913154.438988__1.438988	46228__V8BYC1__RUMLAC_00426
ERR1913154.439065__1.439065	216816__A0A0A6VPB9__B624_1780
ERR1913154.439477__1.439477	1465754__A0A1H4ALT3__SAMN05444145_10352
ERR1913154.439514__1.439514	1262911__R6H2B5__BN557_01151
ERR1913154.439600__1.439600	823__A0A355XF06__B5F32_11480
ERR1913154.439641__1.439641	40518__R5E1X3__clcA
ERR1913154.439695__1.439695	40518__R5E1J7__RBL236_02062
ERR1913154.439706__1.439706	29361__B6FKH5__CLONEX_00621
ERR1913154.439776__1.439776	33043__A0A173WZE5__ERS852386_00374
ERR1913154.439945__1.439945	310298__B3JQJ5__BACCOP_04231
ERR1913154.439946__1.439946	1262924__R7HQD9__BN585_00129
ERR1913154.439917__1.439917	820__A0A139K4W5__HMPREF2141_02394
ERR1913154.440100__1.440100	74426__nrdD
ERR1913154.440140__1.440140	40518__R5DY73__DXD86_02865
ERR1913154.440295__1.440295	1150298__A0A174PZ15__lytA
ERR1913154.440337__1.440337	46503__R6X6L7__HMPREF1060_00291
ERR1913154.440309__1.440309	394340__typA
ERR1913154.440389__1.440389	1262886__R6Q8P9__BN563_00324
ERR1913154.440662__1.440662	1150298__A0A174SLE6__mlc_1
ERR1913154.440875__1.440875	47678__R5UMP1__CGC64_03365
ERR1913154.440921__1.440921	338188__A0A173XHS4__BACFIN_08438
ERR1913154.441090__1.441090	1150298__A0A174KW35__cbbX
ERR1913154.441254__1.441254	1150298__A0A174DX06__ERS852498_00491
ERR1913154.441435__1.441435	33043__D5HFA1__ERS852400_02183
ERR1913154.441554__1.441554	626932__G5HA68__HMPREF9450_01533
ERR1913154.441648__1.441648	301302__R5V5K3__M72_10541
ERR1913154.441737__1.441737	1262924__R7HNT3__BN585_00018
ERR1913154.441777__1.441777	1262886__R6QH57__BN563_00493
ERR1913154.441852__1.441852	820__A0A3E5E0T0__ERS852554_00312
ERR1913154.441856__1.441856	338188__R6RT73__HMPREF1057_02828
ERR1913154.441859__1.441859	823__A0A395YRE1__DXC05_20005
ERR1913154.441916__1.441916	47678__R5UAI1__BACCAC_01922
ERR1913154.441994__1.441994	40518__R5DLM5__RB5AMG_00422
ERR1913154.442008__1.442008	39491__A0A173TFQ1__rsmF
ERR1913154.442275__1.442275	2173__A0A1D2WW26__METSMIALI_01077
ERR1913154.442253__1.442253	1262886__R6QIW2__BN563_00992
ERR1913154.442351__1.442351	216816__A0A133L1E2__ptsP
ERR1913154.442442__1.442442	1262886__R6Q6Q1__BN563_00546
ERR1913154.442443__1.442443	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913154.442446__1.442446	821__A6L0C7__ERS852556_03520
ERR1913154.442591__1.442591	1262743__R5C054__BN727_01980
ERR1913154.442754__1.442754	40518__R5E426__DXD93_04485
ERR1913154.442846__1.442846	33043__A0A174AMG1__ERS852386_01665
ERR1913154.442817__1.442817	40518__R5E0F2__RBATCC27255_01890
ERR1913154.442867__1.442867	1150298__A0A174RJ10__ERS852535_00223
ERR1913154.442880__1.442880	821__A0A0P0LFP6__C5Z04_13890
ERR1913154.442895__1.442895	216816__A0A395XZB7__DXD37_04075
ERR1913154.442923__1.442923	820__A0A139K4W1__M093_0353
ERR1913154.443024__1.443024	820__A0A1T4IYF4__mprA_1
