ERR1912985.39__1.39	820__A7V092__hldE
ERR1912985.1215599__1.1215599	820__A0A139K8N1__ERS852554_00951
ERR1912985.1215846__1.1215846	292800__A0A1C7FHV2__HMPREF9460_00045
ERR1912985.1215823__1.1215823	246787__A0A3D6AS39__ina
ERR1912985.1215912__1.1215912	1160721__R6T3X1__BHW50_03685
ERR1912985.1215920__1.1215920	46506__S3YT03__AA415_01895
ERR1912985.1216063__1.1216063	357276__B6VVS0__HMPREF1064_03951
ERR1912985.1216173__1.1216173	28118__F9Z7B3__SAMEA44545918_00670
ERR1912985.1216199__1.1216199	301301__A0A395VA65__eutA
ERR1912985.1216325__1.1216325	328814__GCA_004558275.1_00033
ERR1912985.1216385__1.1216385	818__A0A0P0EV21__NCTC13706_01181
ERR1912985.1216679__1.1216679	33025__A0A395J911__C8D73_1145
ERR1912985.1216708__1.1216708	820__A0A3E4VXP2__yesR
ERR1912985.1216759__1.1216759	1263000__R5EGP9__BN466_01419
ERR1912985.1216798__1.1216798	39491__D4JMW8__ERS852497_01971
ERR1912985.1216915__1.1216915	1981510__A0A2K9P2W9__B9O19_01415
ERR1912985.1216888__1.1216888	46506__S3YU07__AA415_02597
ERR1912985.1216890__1.1216890	1304__T0SYC6__TZ98_01429
ERR1912985.1216875__1.1216875	820__A0A3E4RU03__M093_0563
ERR1912985.1216971__1.1216971	818__E5C5U7__SAMN05216253_101163
ERR1912985.1217013__1.1217013	2173__A5UK74__pyrP
ERR1912985.1217057__1.1217057	1160721__W0U3I6__RBI_I00579
ERR1912985.1217134__1.1217134	487174__K0X070__HMPREF9448_01324
ERR1912985.1217251__1.1217251	46228__V8C3Z1__RUMLAC_02619
ERR1912985.1217732__1.1217732	818__A0A3E5HHE1__Btheta7330_00796
ERR1912985.1217909__1.1217909	47678__R5UAY9__DW706_07200
ERR1912985.1217966__1.1217966	820__A0A396EUV1__B5G17_06465
ERR1912985.1218027__1.1218027	328814__GCA_004558275.1_01847
ERR1912985.1218099__1.1218099	818__A0A0P0FBI1__NCTC10582_00163
ERR1912985.1218221__1.1218221	301301__A0A395VA45__RHOM_02615
ERR1912985.1218289__1.1218289	46503__A7AG53__DD461_14240
ERR1912985.1218432__1.1218432	1318__A0A380L8D7__HMPREF9626_0877
ERR1912985.1218465__1.1218465	820__A0A174QT76__B5G17_18060
ERR1912985.1218563__1.1218563	33025__A0A395JBV3__C8D73_10433
ERR1912985.1218569__1.1218569	40520__R7DCR4__DXB81_00490
ERR1912985.1218605__1.1218605	820__A0A173WUD7__DXB48_08055
ERR1912985.1218708__1.1218708	46503__A7ADV9__ERS852463_01504
ERR1912985.1218812__1.1218812	301301__A0A395V7C8__RHOM_02390
ERR1912985.1218799__1.1218799	46228__B5CPX5__RUMLAC_01520
ERR1912985.1218828__1.1218828	33025__A0A395JBV3__C8D73_10433
ERR1912985.1219029__1.1219029	1263000__R5EI35__BN466_01649
ERR1912985.1219067__1.1219067	310297__B5CU85__DXB87_05250
ERR1912985.1219133__1.1219133	1262927__R7F455__BN677_00741
ERR1912985.1219100__1.1219100	301301__A0A395V8G6__RHOM_11005
ERR1912985.1219106__1.1219106	46506__B0NMY5__AA415_00377
ERR1912985.1219182__1.1219182	1262927__R7EZM4__BN677_00280
ERR1912985.1219207__1.1219207	487174__K0X3V7__DIT83_01400
ERR1912985.1219241__1.1219241	28117__R7JIY2__BHV66_06465
ERR1912985.1219270__1.1219270	46506__R6A5T2__DXC41_10795
ERR1912985.1219304__1.1219304	310297__B5CZI0__BACPLE_02145
ERR1912985.1219420__1.1219420	818__R7KVH8__SAMN02910322_00597
ERR1912985.1219673__1.1219673	310297__B5D038__BACPLE_02359
ERR1912985.1219748__1.1219748	1262886__R6QJF6__BN563_01169
ERR1912985.1219902__1.1219902	1262886__R6QI91__BN563_00800
ERR1912985.1220056__1.1220056	39492__D4JV48__ERS852540_00852
ERR1912985.1220087__1.1220087	1263006__R6LVW5__BN515_01964
ERR1912985.1220124__1.1220124	246787__I8V2S2__BACCELL_02524
ERR1912985.1220148__1.1220148	46506__R6LDN0__HMPREF1181_03103
ERR1912985.1220227__1.1220227	39491__A0A396FEW6__T1815_18721
ERR1912985.1220348__1.1220348	357276__I9FGI3__EL88_12385
ERR1912985.1220282__1.1220282	46503__B7BG40__ERS852463_01623
ERR1912985.1220383__1.1220383	823__A0A078S9Y4__M096_1441
ERR1912985.1220541__1.1220541	1262927__R7EVA6__BN677_01332
ERR1912985.1220585__1.1220585	820__A0A3E4G8F8__ERS852421_01645
ERR1912985.1220618__1.1220618	1262761__R6QHS8__BN606_00445
ERR1912985.1220624__1.1220624	360807__A0A1Q6T9R3__ERS852392_02666
ERR1912985.1220647__1.1220647	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.1220806__1.1220806	1262927__R7EU07__BN677_01016
ERR1912985.1220970__1.1220970	46228__V8BSF0__RUMLAC_01943
ERR1912985.1221145__1.1221145	46506__B0NMY5__AA415_00377
ERR1912985.1221157__1.1221157	328813__A0A1Y3QSX5__B5G41_09440
ERR1912985.1221332__1.1221332	28117__B0MT86__BHV66_02450
ERR1912985.1221356__1.1221356	357276__B6W5Q9__HMPREF1063_03125
ERR1912985.1221465__1.1221465	47678__R5U9Z0__HMPREF1061_03210
ERR1912985.1221437__1.1221437	357276__A0A076IXE0__HMPREF1064_04364
ERR1912985.1221511__1.1221511	823__A6LB63__M095_1847
ERR1912985.1221575__1.1221575	1262927__R7EZ46__BN677_01815
ERR1912985.1221687__1.1221687	1304__A0A2P1BV91__A6J87_10220
ERR1912985.1221740__1.1221740	820__A0A3E4GA19__SAMN05444418_10562
ERR1912985.1221966__1.1221966	310297__B5CZS7__BACPLE_02243
ERR1912985.1222010__1.1222010	1304__A0A0A1DX26__SSAL8618_09600
ERR1912985.1222099__1.1222099	1262886__R6RDB4__BN563_00049
ERR1912985.1222160__1.1222160	246787__I8V2S2__BACCELL_02524
ERR1912985.1222293__1.1222293	47678__A0A3E5BQM1__DXB67_08970
ERR1912985.1222303__1.1222303	1318__E8K562__HMPREF1195_00664
ERR1912985.1222322__1.1222322	1263109__GCA_000438135.1_01134
ERR1912985.1222352__1.1222352	820__R7E9Z4__DXC68_06065
ERR1912985.1222369__1.1222369	28117__B0MT73__ALIPUT_00412
ERR1912985.1222430__1.1222430	357276__I9R1V6__DXD47_04125
ERR1912985.1222453__1.1222453	28117__B0N007__BHV66_10275
ERR1912985.1222474__1.1222474	357276__I8VQA2__HMPREF1065_04183
ERR1912985.1222538__1.1222538	246787__A0A0P0GCH1__BACCELL_02793
ERR1912985.1222562__1.1222562	28116__C3QZB5__M088_3811
ERR1912985.1222620__1.1222620	1262992__R5D952__BN795_00714
ERR1912985.1222839__1.1222839	28117__R7JJM9__ALIPUT_00662
ERR1912985.1222858__1.1222858	310297__B5CZ21__DXB87_00235
ERR1912985.1223095__1.1223095	1262886__R6QC93__BN563_01464
ERR1912985.1223104__1.1223104	46506__A0A108TDB0__DXC34_12240
ERR1912985.1223200__1.1223200	1160721__A0A1C6DCM8__RBI_I01997
ERR1912985.1223580__1.1223580	310297__B5CXJ7__DXB87_06645
ERR1912985.1223620__1.1223620	487174__R5G1E8__DIT83_00510
ERR1912985.1223740__1.1223740	1262761__R6RU22__BN606_01110
ERR1912985.1223751__1.1223751	1897011__A0A1Q6RGC2__BHW41_02765
ERR1912985.1223759__1.1223759	46506__A0A120A336__SAMN05444283_1528
ERR1912985.1223791__1.1223791	46506__B0NUC3__SAMN05444283_1019
ERR1912985.1223899__1.1223899	1897011__A0A1Q6RDU0__BHW41_05265
ERR1912985.1223901__1.1223901	301301__A0A395VFD3__ERS852391_02492
ERR1912985.1224016__1.1224016	1535__A7VS87__CLOLEP_01425
ERR1912985.1224127__1.1224127	1263107__GCA_000436995.1_00165
ERR1912985.1224135__1.1224135	310297__B5CZW4__BACPLE_02283
ERR1912985.1224171__1.1224171	1535__A7VS87__CLOLEP_01425
ERR1912985.1224196__1.1224196	246787__A0A0P0GCR8__xynD_3
ERR1912985.1224276__1.1224276	310297__B5D252__BACPLE_03055
ERR1912985.1224289__1.1224289	246787__R6KBH9__HMPREF1062_04676
ERR1912985.1224260__1.1224260	1262986__R5ZZW6__BN492_00384
ERR1912985.1224427__1.1224427	310297__R5VL46__BACPLE_00694
ERR1912985.1224443__1.1224443	820__A0A396CMY7__HMPREF1072_03009
ERR1912985.1224637__1.1224637	820__A0A139KHD8__ERS417307_00569
ERR1912985.1224645__1.1224645	39488__A0A285PP79__murD
ERR1912985.1224707__1.1224707	47678__R5U332__C5Z00_16810
ERR1912985.1224718__1.1224718	818__A0A3E5HNS1__BSIG_0465
ERR1912985.1224926__1.1224926	246787__A0A0P0GR24__BcellWH2_03263
ERR1912985.1225049__1.1225049	46228__B5CPU2__HMPREF1202_00621
ERR1912985.1225043__1.1225043	329854__R7E733__DXD57_00120
ERR1912985.1225158__1.1225158	1981510__A0A2K9P1R7__B9O19_01034
ERR1912985.1225183__1.1225183	46228__B5CQB7__DXD17_07960
ERR1912985.1225232__1.1225232	1262783__R6D2X6__BN558_01830
ERR1912985.1225266__1.1225266	1263000__R5ESM1__BN466_01440
ERR1912985.1225274__1.1225274	46506__R6ALX0__HMPREF1181_01042
ERR1912985.1225318__1.1225318	1897011__A0A1Q6RJ96__BHW41_00350
ERR1912985.1225349__1.1225349	46506__A0A3E4TL81__HMPREF1181_01022
ERR1912985.1225398__1.1225398	387090__S0F8B2__BACCOPRO_02129
ERR1912985.1225548__1.1225548	39491__A0A3E4E7C5__DXB69_03255
ERR1912985.1225580__1.1225580	1304__J7TN17__DDY67_08855
ERR1912985.1225703__1.1225703	387090__S0F8B2__BACCOPRO_02129
ERR1912985.1225787__1.1225787	301301__A0A174C8W8__ERS852391_01378
ERR1912985.1225813__1.1225813	46228__B5CKT3__RUMLAC_00047
ERR1912985.1225956__1.1225956	1262986__R6A5X9__BN492_01780
ERR1912985.1225964__1.1225964	46506__R5JSP7__AA415_01143
ERR1912985.1226057__1.1226057	487174__K0XBH1__DIT83_01445
ERR1912985.1226077__1.1226077	246787__A0A0P0GG22__BACCELL_01899
ERR1912985.1226107__1.1226107	46228__B5CT56__RUMLAC_02679
ERR1912985.1226153__1.1226153	46503__B7BG40__ERS852463_01623
ERR1912985.1226163__1.1226163	46506__R6AEP1__HMPREF1181_01415
ERR1912985.1226396__1.1226396	46506__A0A108TCU0__etk
ERR1912985.1226476__1.1226476	1608898__A0A1B8QWH1__HMPREF3279_05625
ERR1912985.1226479__1.1226479	46506__B0NT08__BACSTE_02624
ERR1912985.1226503__1.1226503	853__A0A173YYY4__DWZ04_09420
ERR1912985.1226921__1.1226921	818__A0A3E5HHL6__C799_04659
ERR1912985.1226928__1.1226928	46503__R6X0F0__DD461_05620
ERR1912985.1227069__1.1227069	820__A7V9F9__B5G17_14640
ERR1912985.1227189__1.1227189	46506__B0NU77__AA415_02810
ERR1912985.1227249__1.1227249	818__A0A1H7TGM1__BJP75_010615
ERR1912985.1227256__1.1227256	487174__R5F016__DDY40_05675
ERR1912985.1227372__1.1227372	820__A0A1T4IYF4__mprA_1
ERR1912985.1227400__1.1227400	1535__A7VS87__CLOLEP_01425
ERR1912985.1227429__1.1227429	818__A0A3E5HHE1__Btheta7330_00796
ERR1912985.1227514__1.1227514	1262986__R6ASJ4__BN492_01739
ERR1912985.1227581__1.1227581	47678__R5U8Y1__BACCAC_02615
ERR1912985.1227682__1.1227682	853__A0A2A7A4A9__C4N21_14870
ERR1912985.1227724__1.1227724	46506__S3YS03__DXC34_03445
ERR1912985.1228205__1.1228205	1550024__G9RPK6__TQ39_05330
ERR1912985.1228360__1.1228360	853__A0A173XRA8__CGS56_09290
ERR1912985.1228692__1.1228692	329854__R7E733__DXD57_00120
ERR1912985.1228707__1.1228707	1150298__R7JUW7__ERS852406_02089
ERR1912985.1228809__1.1228809	820__A0A1T4IYF4__mprA_1
ERR1912985.1228919__1.1228919	823__A0A395YZG9__M092_4358
ERR1912985.1228927__1.1228927	47678__R5UUB5__ERS852558_00247
ERR1912985.1228864__1.1228864	569__A0A097QZP8__GHAL_1706
ERR1912985.1228967__1.1228967	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.1229017__1.1229017	1262927__R7F4L9__BN677_00347
ERR1912985.1229243__1.1229243	1759399__U5PDH9__ATM98_06155
ERR1912985.1229213__1.1229213	28117__B0N028__BHV66_05935
ERR1912985.1229270__1.1229270	1160721__W0U3K4__RBI_I00339
ERR1912985.1229279__1.1229279	28117__B0MWH8__BHV66_01330
ERR1912985.1229358__1.1229358	246787__A0A3D6AU53__AA416_01665
ERR1912985.1229388__1.1229388	46506__B0NRL7__arlS
ERR1912985.1229423__1.1229423	46506__R6AEZ1__BACSTE_01801
ERR1912985.1229467__1.1229467	360807__A0A1Q6T5F1__fliF
ERR1912985.1229482__1.1229482	28117__B0MUL5__ALIPUT_00722
ERR1912985.1229783__1.1229783	301301__A0A395V700__RHOM_03405
ERR1912985.1230051__1.1230051	853__D4JY61__C4N21_10560
ERR1912985.1230462__1.1230462	820__A0A396CMY7__HMPREF1072_03009
ERR1912985.1230486__1.1230486	823__A0A355XH29__lolE_1
ERR1912985.1230493__1.1230493	310297__R5W5U2__DXC17_08125
ERR1912985.1230582__1.1230582	820__A0A173XIP7__B5G17_16050
ERR1912985.1230588__1.1230588	301301__A0A395VD41__RHOM_11540
ERR1912985.1230698__1.1230698	46506__A0A108TAK3__fepA_3
ERR1912985.1230705__1.1230705	246787__A0A108T1Y3__fepA_8
ERR1912985.1230883__1.1230883	328814__GCA_004558275.1_00992
ERR1912985.1230959__1.1230959	820__A0A139KIL9__DXC68_05945
ERR1912985.1231002__1.1231002	1393034__GCA_001552785.1_00502
ERR1912985.1231119__1.1231119	301301__A0A395VA45__RHOM_02615
ERR1912985.1231204__1.1231204	357276__A0A076IP73__BACDOR_04237
ERR1912985.1231319__1.1231319	1263006__R6MPG9__BN515_01866
ERR1912985.1231414__1.1231414	1262886__R6QAC0__BN563_00833
ERR1912985.1231592__1.1231592	853__E2ZGD9__C7J97_11715
ERR1912985.1231605__1.1231605	166486__D4KWX6__slyA_1
ERR1912985.1231648__1.1231648	1262777__R5WCV5__BN512_01137
ERR1912985.1231689__1.1231689	1263083__GCA_000433655.1_00613
ERR1912985.1231714__1.1231714	357276__I9RAC4__BSEG_00561
ERR1912985.1231718__1.1231718	39496__A5Z5I2__EUBVEN_00963
ERR1912985.1231720__1.1231720	310297__B5D009__DXB87_08940
ERR1912985.1231830__1.1231830	28117__R7JR95__ALIPUT_01367
ERR1912985.1232018__1.1232018	39491__A0A395ZGU6__ERS852417_01456
ERR1912985.1232047__1.1232047	28117__B0MXU0__BHV66_07550
ERR1912985.1232056__1.1232056	166486__C7GCP5__ROSINTL182_07683
ERR1912985.1232059__1.1232059	1150298__A0A174Q6Q0__ERS852406_00063
ERR1912985.1232172__1.1232172	853__A0A2A7B1Y7__C7K05_11930
ERR1912985.1232298__1.1232298	46506__R6AC22__HMPREF1181_00516
ERR1912985.1232590__1.1232590	39492__D4JXA0__ERS852540_02538
ERR1912985.1232667__1.1232667	446660__GCA_003428235.1_00426
ERR1912985.1232768__1.1232768	310297__B5CV72__BACPLE_00601
ERR1912985.1232821__1.1232821	1262927__R7ETJ6__BN677_00913
ERR1912985.1232982__1.1232982	338188__K5CPU8__BACFIN_06494
ERR1912985.1233264__1.1233264	246787__A0A0P0G684__cirA_10
ERR1912985.1233336__1.1233336	28117__B0MUY3__BHV66_00515
ERR1912985.1233391__1.1233391	1263006__R6LRT3__BN515_00657
ERR1912985.1233530__1.1233530	246787__R6KBH9__HMPREF1062_04676
ERR1912985.1233564__1.1233564	1150298__A0A174EA00__ERS852406_01720
ERR1912985.1233694__1.1233694	39486__B0G9E4__tilS
ERR1912985.1233735__1.1233735	28117__B0MSL1__BHV66_06710
ERR1912985.1233954__1.1233954	214856__E4MF20__Alfi_0697
ERR1912985.1234183__1.1234183	28117__B0MYM2__BHV66_04910
ERR1912985.1234427__1.1234427	1262886__R6QA85__BN563_00826
ERR1912985.1234487__1.1234487	1308__A0A1J0HRS7__SMQ301_1679
ERR1912985.1234640__1.1234640	387090__S0F7Y3__BACCOPRO_02028
ERR1912985.1234671__1.1234671	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1912985.1234747__1.1234747	823__A6LBY1__ERS852380_00510
ERR1912985.1234783__1.1234783	47678__A0A3E5BQM1__DXB67_08970
ERR1912985.1234835__1.1234835	818__A0A3E5HDS4__BJP75_002620
ERR1912985.1235003__1.1235003	1318__I1ZMC5__HMPREF9962_1378
ERR1912985.1235005__1.1235005	1263006__R6LUR7__BN515_01572
ERR1912985.1235083__1.1235083	328814__GCA_004558275.1_01621
ERR1912985.1235100__1.1235100	1262777__R5VS90__BN512_01394
ERR1912985.1235190__1.1235190	45851__D4S1E0__BUTYVIB_01910
ERR1912985.1235339__1.1235339	328814__GCA_004558275.1_00035
ERR1912985.1235350__1.1235350	818__R6VB25__BSIG_5053
ERR1912985.1235323__1.1235323	310297__R5W4D8__DXD04_03445
ERR1912985.1235296__1.1235296	28117__B0MUX7__ALIPUT_00918
ERR1912985.1235453__1.1235453	310297__R5VHY5__DXD04_12265
ERR1912985.1235482__1.1235482	40520__R7D9L9__DXC87_14715
ERR1912985.1235446__1.1235446	820__A0A173W419__DXC68_17760
ERR1912985.1235546__1.1235546	671267__R9ICM6__C802_00589
ERR1912985.1235821__1.1235821	28117__B0MU76__ALIPUT_00202
ERR1912985.1235841__1.1235841	239935__A0A2N8I5A2__DEF40_08455
ERR1912985.1235850__1.1235850	1262761__R6RML5__BN606_00248
ERR1912985.1235888__1.1235888	28116__A0A1Y4Q112__evgS_13
ERR1912985.1236065__1.1236065	820__A0A139KHX1__HMPREF2141_00289
ERR1912985.1236220__1.1236220	328814__GCA_004558275.1_00998
ERR1912985.1236305__1.1236305	853__D4KAK8__C4N21_13380
ERR1912985.1236376__1.1236376	28117__B0MU76__ALIPUT_00202
ERR1912985.1236415__1.1236415	820__R7E9Z4__DXC68_06065
ERR1912985.1236475__1.1236475	246787__A0A108T429__BACCELL_00192
ERR1912985.1236757__1.1236757	820__A0A174QLF0__SAMN05444418_109151
ERR1912985.1236805__1.1236805	28117__B0MVL2__BHV66_01645
ERR1912985.1236792__1.1236792	218538__C9LQG6__GCWU000321_01798
ERR1912985.1236889__1.1236889	357276__D1JZM4__HMPREF1065_01278
ERR1912985.1237068__1.1237068	2292352__A0A374UL63__DXC23_08410
ERR1912985.1237194__1.1237194	1535__A7VTE8__CH238_00020
ERR1912985.1237279__1.1237279	1150298__A0A174BP05__murAA
ERR1912985.1237323__1.1237323	28117__B0MUL5__ALIPUT_00722
ERR1912985.1237307__1.1237307	328814__GCA_004558275.1_00992
ERR1912985.1237463__1.1237463	46506__B0NUC8__DXC34_03410
ERR1912985.1237507__1.1237507	820__A0A374Q351__DXD40_05850
ERR1912985.1237568__1.1237568	310297__B5CZI0__BACPLE_02145
ERR1912985.1237625__1.1237625	310297__B5CZI0__BACPLE_02145
ERR1912985.1237644__1.1237644	1263006__R6LRT3__BN515_00657
ERR1912985.1237665__1.1237665	818__A0A0P0FLN9__NCTC13706_01794
ERR1912985.1237818__1.1237818	246787__A0A0P0GCR8__xynD_3
ERR1912985.1237883__1.1237883	246787__A0A0P0GCR8__xynD_3
ERR1912985.1237953__1.1237953	820__A0A3E4WCX3__C801_02709
ERR1912985.1238016__1.1238016	1262761__R6QU88__BN606_01983
ERR1912985.1238076__1.1238076	820__A0A174B4N2__M093_2531
ERR1912985.1238105__1.1238105	46503__R6X0L4__DXB61_05325
ERR1912985.1238145__1.1238145	823__A0A174VHT1__DHP27_04775
ERR1912985.1238149__1.1238149	823__A0A355XFH7__ERS852513_00769
ERR1912985.1238263__1.1238263	310297__B5CWQ0__DXB87_14670
ERR1912985.1238354__1.1238354	818__A0A139K1T6__SAMN05216253_11033
ERR1912985.1238373__1.1238373	569__G9Y7Y0__NCTC6578_01934
ERR1912985.1238493__1.1238493	239935__R7E524__CXT91_06180
ERR1912985.1238553__1.1238553	239935__A0A139TQT9__Amuc_1197
ERR1912985.1238554__1.1238554	820__R9HVB9__DXC68_17285
ERR1912985.1238738__1.1238738	1263006__R6LGA5__BN515_00076
ERR1912985.1238767__1.1238767	1263006__R6LGA5__BN515_00076
ERR1912985.1238790__1.1238790	246787__A0A3D6AWV8__gltP
ERR1912985.1238803__1.1238803	310297__R5W0Z1__BACPLE_02183
ERR1912985.1239109__1.1239109	310297__R5VXY5__DXB87_12985
ERR1912985.1239145__1.1239145	357276__I9FRW5__B5F95_21685
ERR1912985.1239287__1.1239287	1262986__R5ZXJ8__BN492_01438
ERR1912985.1239451__1.1239451	820__A0A174F0C1__nreB
ERR1912985.1239503__1.1239503	39492__A0A3D4MN89__nadD
ERR1912985.1239522__1.1239522	46506__A0A108TAK3__fepA_3
ERR1912985.1239623__1.1239623	552398__F4XCR9__HMPREF0866_01636
ERR1912985.1239636__1.1239636	329854__R7E733__DXD57_00120
ERR1912985.1239823__1.1239823	39492__D4JQS7__ERS852540_01645
ERR1912985.1239970__1.1239970	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1912985.1240042__1.1240042	39485__A0A174YYW2__benM
ERR1912985.1240052__1.1240052	357276__A0A0M1W9N4__GV66_05135
ERR1912985.1240316__1.1240316	1262927__R7F4U7__BN677_00689
ERR1912985.1240337__1.1240337	818__A0A3E5HNR9__BSIG_1712
ERR1912985.1240453__1.1240453	823__A0A078SYK6__DXB14_02485
ERR1912985.1240544__1.1240544	28117__B0MSS1__ALIPUT_00273
ERR1912985.1240658__1.1240658	1304__A0A0Y1VYX0__DL08_03795
ERR1912985.1240761__1.1240761	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.1240799__1.1240799	46506__B0NRL4__HMPREF1181_00205
ERR1912985.1240800__1.1240800	246787__A0A0N7IFH2__BcellWH2_02957
ERR1912985.1240846__1.1240846	310297__B5D214__DXD04_07920
ERR1912985.1240850__1.1240850	823__A0A078SYK6__DXB14_02485
ERR1912985.1240869__1.1240869	818__C6ILT7__BSIG_2708
ERR1912985.1240908__1.1240908	1304__J7TGU8__Ssal_02017
ERR1912985.1240940__1.1240940	1263000__R5ESM1__BN466_01440
ERR1912985.1240957__1.1240957	357276__B6W5Q7__DXD47_13945
ERR1912985.1240986__1.1240986	1150298__A0A174QAL8__ERS852498_02570
ERR1912985.1241101__1.1241101	1263000__R5EXT3__BN466_02213
ERR1912985.1241114__1.1241114	246787__A0A3D6ARC7__BACCELL_03328
ERR1912985.1241253__1.1241253	487174__K0WU53__DDY40_07650
ERR1912985.1241259__1.1241259	360807__C0FUN2__ERS852444_01353
ERR1912985.1241238__1.1241238	246787__A0A139LTD3__BACCELL_01107
ERR1912985.1241284__1.1241284	357276__A0A076IYE6__IY41_04275
ERR1912985.1241305__1.1241305	46228__B5CPX5__RUMLAC_01520
ERR1912985.1241324__1.1241324	853__D4KAK8__C4N21_13380
ERR1912985.1241330__1.1241330	1263107__GCA_000436995.1_00236
ERR1912985.1241366__1.1241366	1263006__R6LWF1__BN515_02111
ERR1912985.1241388__1.1241388	1262886__R6QH57__BN563_00493
ERR1912985.1241408__1.1241408	46506__B0NUC3__SAMN05444283_1019
ERR1912985.1241453__1.1241453	39491__A0A395ZHW9__DXC13_02590
ERR1912985.1241722__1.1241722	818__A0A0P0F391__BJP75_009470
ERR1912985.1241756__1.1241756	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1912985.1241941__1.1241941	1160721__W0U436__BHW50_10710
ERR1912985.1242183__1.1242183	818__R6VB25__BSIG_5053
ERR1912985.1242191__1.1242191	246787__A0A3D6AWM8__BACCELL_01963
ERR1912985.1242437__1.1242437	1262886__R6QD55__BN563_01713
ERR1912985.1242462__1.1242462	310297__B5CZS7__BACPLE_02243
ERR1912985.1242527__1.1242527	46506__R6LAK5__SAMN05444283_11231
ERR1912985.1242563__1.1242563	1262761__R6QZS1__BN606_01236
ERR1912985.1242710__1.1242710	853__A0A2A7A4A9__C4N21_14870
ERR1912985.1242747__1.1242747	310297__B5CXJ7__DXB87_06645
ERR1912985.1242771__1.1242771	1680__A1A132__B0703_0684
ERR1912985.1242818__1.1242818	1262777__R5VJT9__BN512_01661
ERR1912985.1242852__1.1242852	818__A0A174RX04__BJP75_008800
ERR1912985.1242856__1.1242856	556259__I0PYM3__BSGG_5385
ERR1912985.1243012__1.1243012	820__A0A173WUD7__DXB48_08055
ERR1912985.1243292__1.1243292	371601__E5CE41__ERS852396_04351
ERR1912985.1243406__1.1243406	39492__D4JUD7__EUBSIR_01877
ERR1912985.1243516__1.1243516	301301__A0A395V957__RHOM_14115
ERR1912985.1243641__1.1243641	1262886__R6QD55__BN563_01713
ERR1912985.1243857__1.1243857	28117__B0MTI4__ALIPUT_00084
ERR1912985.1243874__1.1243874	1262761__R6RU22__BN606_01110
ERR1912985.1244004__1.1244004	371601__D7K8P3__SAMN05216250_10395
ERR1912985.1244021__1.1244021	820__A7V9F9__B5G17_14640
ERR1912985.1244116__1.1244116	246787__I8V2S2__BACCELL_02524
ERR1912985.1244248__1.1244248	1263006__R6LND6__BN515_01578
ERR1912985.1244260__1.1244260	246787__R6LGB3__BcellWH2_02361
ERR1912985.1244336__1.1244336	47678__R5UZR6__HMPREF1061_03971
ERR1912985.1244342__1.1244342	357276__A0A076IYG1__B5F95_22465
ERR1912985.1244414__1.1244414	1262927__R7ETW9__BN677_00993
ERR1912985.1244609__1.1244609	820__A0A374Q8T2__DXB64_16190
ERR1912985.1244633__1.1244633	301301__A0A395V6P9__RHOM_04165
ERR1912985.1244796__1.1244796	820__A0A396EUV1__B5G17_06465
ERR1912985.1244871__1.1244871	1262886__R6Q7L1__BN563_00804
ERR1912985.1244907__1.1244907	1263006__R6LWN3__BN515_00808
ERR1912985.1245036__1.1245036	246787__R6K756__HMPREF1062_01819
ERR1912985.1245066__1.1245066	246787__A0A3D6AZF8__BACCELL_02529
ERR1912985.1245078__1.1245078	46506__R6AEZ1__BACSTE_01801
ERR1912985.1245138__1.1245138	46506__A0A108TAK3__fepA_3
ERR1912985.1245184__1.1245184	166486__D4KZA5__ERS852572_03317
ERR1912985.1245302__1.1245302	1160721__R6TH97__BHW50_04165
ERR1912985.1245495__1.1245495	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912985.1245552__1.1245552	1262848__R6TXE6__BN818_00265
ERR1912985.1245627__1.1245627	1263107__GCA_000436995.1_00236
ERR1912985.1245845__1.1245845	28117__B0MY40__BHV66_05170
ERR1912985.1245948__1.1245948	246787__A0A3D6ARC7__BACCELL_03328
ERR1912985.1246023__1.1246023	53345__A0A377L6R9__CRM96_13095
ERR1912985.1246027__1.1246027	1263000__R5EHB0__BN466_01647
ERR1912985.1246069__1.1246069	46506__A0A108TCU0__etk
ERR1912985.1246212__1.1246212	28117__B0MXG8__ALIPUT_01814
ERR1912985.1246189__1.1246189	246787__A0A0P0GR24__BcellWH2_03263
ERR1912985.1246416__1.1246416	46503__A0A3E4ZW69__DXB85_02690
ERR1912985.1246467__1.1246467	999425__A0A380L8N8__HMPREF9186_01846
ERR1912985.1246451__1.1246451	310298__B3JQJ5__BACCOP_04231
ERR1912985.1246576__1.1246576	1739309__A0A1E9A186__HMPREF2805_03845
ERR1912985.1246781__1.1246781	818__A0A0P0FI06__BJP75_017205
ERR1912985.1246865__1.1246865	310297__R5VXY5__DXB87_12985
ERR1912985.1247237__1.1247237	46506__S3YBS6__AA415_01011
ERR1912985.1247255__1.1247255	39492__D4JQS7__ERS852540_01645
ERR1912985.1247213__1.1247213	820__A0A3E4VZF8__C801_00319
ERR1912985.1247335__1.1247335	28117__B0MXQ6__ALIPUT_01917
