ERR1913213.33__1.33	544644__GCA_001915615.1_01854
ERR1913213.241938__1.241938	357276__A0A076INK2__BSEG_04225
ERR1913213.241941__1.241941	1628085__A0A2U1BGK0__C7386_10145
ERR1913213.242080__1.242080	823__D7IV95__DXC05_09565
ERR1913213.242628__1.242628	39492__D4MMN2__EUBSIR_00964
ERR1913213.242887__1.242887	1897011__A0A1Q6RBT0__BHW41_06785
ERR1913213.243078__1.243078	1628085__A0A2U1BG30__C7386_102206
ERR1913213.243133__1.243133	487174__K0XL60__DDY40_11760
ERR1913213.243201__1.243201	46228__V8CC14__HMPREF1202_00614
ERR1913213.243202__1.243202	310298__B3JED9__BACCOP_00230
ERR1913213.243345__1.243345	671267__R9IEN1__C802_02405
ERR1913213.243590__1.243590	418240__A0A174AX68__ERS852478_00844
ERR1913213.243667__1.243667	291644__I9TDH8__HMPREF1071_01321
ERR1913213.244214__1.244214	165179__A0A229I7F5__DXB80_02650
ERR1913213.244338__1.244338	28117__R7JIJ8__BHV66_01635
ERR1913213.244464__1.244464	823__A0A355XEX9__ERS852560_03521
ERR1913213.244597__1.244597	357276__I9R1V6__DXD47_04125
ERR1913213.244683__1.244683	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913213.244817__1.244817	487175__A0A3D4GD97__HMPREF9439_00773
ERR1913213.244897__1.244897	357276__A0A076ITU4__EL88_22160
ERR1913213.244921__1.244921	165179__A0A174SA26__PREVCOP_05758
ERR1913213.244981__1.244981	1262889__R7HEJ5__BN634_01091
ERR1913213.245111__1.245111	1150298__A0A174EBT8__ERS852406_01739
ERR1913213.245064__1.245064	410072__C0B785__ERS852574_00808
ERR1913213.245201__1.245201	823__A0A073I748__M096_3057
ERR1913213.245359__1.245359	820__A0A174Q0F0__DXB48_08080
ERR1913213.245432__1.245432	39491__A0A395ZG74__licR
ERR1913213.245556__1.245556	357276__A0A076IN30__DXD47_09350
ERR1913213.245601__1.245601	291644__I8Y778__HMPREF1532_02537
ERR1913213.245596__1.245596	823__D0TDY6__DHP27_09090
ERR1913213.245858__1.245858	820__A7V092__hldE
ERR1913213.245869__1.245869	28117__B0MXR4__BHV66_08025
ERR1913213.245878__1.245878	820__A0A1T4IY71__HMPREF2141_02402
ERR1913213.246199__1.246199	28117__B0MT84__ALIPUT_00402
ERR1913213.246526__1.246526	165179__A0A174IHQ2__PREVCOP_05478
ERR1913213.246603__1.246603	1262889__R7HCG5__BN634_01481
ERR1913213.246675__1.246675	39488__A0A173SXL5__DXD91_06505
ERR1913213.246834__1.246834	357276__D1K3K9__EL88_23995
ERR1913213.247064__1.247064	1262980__R5BMR8__BN814_00052
ERR1913213.247339__1.247339	357276__A0A0K2HDP3__IY41_00705
ERR1913213.247514__1.247514	39492__D4JR58__EUBSIR_02090
ERR1913213.247963__1.247963	1262911__R6GKS1__BN557_00184
ERR1913213.248797__1.248797	1263000__R5ERG7__BN466_00390
ERR1913213.248994__1.248994	1160721__R6U304__BHW50_05725
ERR1913213.249085__1.249085	1262935__R5GF37__BN773_01715
ERR1913213.249442__1.249442	291644__I8Z3U9__ERS852428_00841
ERR1913213.249470__1.249470	28111__E5X333__NCTC11155_03016
ERR1913213.249488__1.249488	28117__R7JIJ8__BHV66_01635
ERR1913213.249628__1.249628	823__A0A174DZM1__DDY96_10310
ERR1913213.249650__1.249650	28118__F9Z5A4__DHW44_14035
ERR1913213.249677__1.249677	28118__R6F045__B5F99_10560
ERR1913213.249890__1.249890	46228__B5CNQ2__HMPREF1202_00124
ERR1913213.250133__1.250133	357276__I8VQA2__HMPREF1065_04183
ERR1913213.250306__1.250306	46228__B5CLE1__HMPREF1202_01861
ERR1913213.251061__1.251061	1262935__R5GH23__BN773_00804
ERR1913213.251477__1.251477	39488__A0A174JE42__ERS852450_02774
ERR1913213.251509__1.251509	1263006__R6LIE4__BN515_01447
ERR1913213.251757__1.251757	821__E5UY21__C800_02204
ERR1913213.251894__1.251894	357276__A0A076IYE6__IY41_04275
ERR1913213.251977__1.251977	239935__A0A139TVJ4__CXT86_02020
ERR1913213.252198__1.252198	291644__I8Z4G9__ina_1
ERR1913213.252419__1.252419	821__A0A173WG51__BVU_2549
ERR1913213.252672__1.252672	1262935__R5GT45__BN773_01713
ERR1913213.252785__1.252785	745368__A0A1T4XZ39__SAMN02745178_02502
ERR1913213.252835__1.252835	291644__R5JQA8__HMPREF1071_02810
ERR1913213.252910__1.252910	1262935__R5GT80__BN773_01758
ERR1913213.252999__1.252999	1796613__I9UNF9__ADH74_14465
ERR1913213.253321__1.253321	291644__I8YWL3__HMPREF1532_01571
ERR1913213.253563__1.253563	35833__E5Y8N1__HMPREF0179_02549
ERR1913213.253647__1.253647	40518__R5E5I9__yvhJ_2
ERR1913213.253663__1.253663	454155__F3QQI3__HMPREF9442_00425
ERR1913213.253767__1.253767	454155__F3QT57__HMPREF9442_01374
ERR1913213.253897__1.253897	357276__A0A076J8D4__HMPREF1064_00553
ERR1913213.254103__1.254103	371601__D4WBK5__BN891_3970
ERR1913213.254180__1.254180	410072__A0A174LAX8__DXD67_10655
ERR1913213.254328__1.254328	818__A0A0P0F391__BJP75_009470
ERR1913213.254672__1.254672	1262888__R6P8W0__BN582_00997
ERR1913213.254773__1.254773	1262935__R5GIC8__BN773_01423
ERR1913213.255500__1.255500	47678__R5V127__HMPREF1061_04334
ERR1913213.255520__1.255520	1262889__R7HF34__BN634_01261
ERR1913213.255644__1.255644	46228__V8C4T8__RUMLAC_02058
ERR1913213.255666__1.255666	39492__A0A174ZP27__EUBSIR_00033
ERR1913213.255675__1.255675	28117__B0MY40__BHV66_05170
ERR1913213.255732__1.255732	214856__A0A173XIZ3__ERS852559_00434
ERR1913213.255873__1.255873	1262988__R7N906__BN816_00547
ERR1913213.256301__1.256301	884684__GCA_002892425.1_01408
ERR1913213.256240__1.256240	357276__B6W5Q9__HMPREF1063_03125
ERR1913213.256343__1.256343	818__A0A3E5HN77__HMPREF2534_00072
ERR1913213.256381__1.256381	291644__I9SXJ9__ERS852428_02285
ERR1913213.256392__1.256392	1262935__R5GF37__BN773_01715
ERR1913213.256474__1.256474	823__A0A174L7J4__CF162_00380
ERR1913213.256756__1.256756	1262935__R5GUE2__BN773_00325
ERR1913213.256842__1.256842	47678__A5ZEP5__CGC64_03450
ERR1913213.256859__1.256859	1262889__R7HCI3__BN634_01560
ERR1913213.257140__1.257140	454155__F3QTH4__HMPREF9442_01492
ERR1913213.257366__1.257366	1897011__A0A1Q6RFK0__BHW41_03420
ERR1913213.257431__1.257431	1262889__R7HCM3__BN634_01536
ERR1913213.257545__1.257545	487174__K0X028__DIT83_00950
ERR1913213.257584__1.257584	821__A0A0P0M2J4__DXD46_10295
ERR1913213.257655__1.257655	1796613__A0A1C7GYD6__A4V03_03700
ERR1913213.257954__1.257954	821__A6L0C7__ERS852556_03520
ERR1913213.259281__1.259281	28118__F9Z923__B5F93_10455
ERR1913213.259310__1.259310	46506__B0NUC8__DXC34_03410
ERR1913213.259839__1.259839	357276__I9QBT7__BSEG_03340
ERR1913213.260114__1.260114	357276__A0A076IN30__DXD47_09350
ERR1913213.260162__1.260162	46228__V8BLW9__DXD17_14090
ERR1913213.260590__1.260590	357276__A0A0K2HDP3__IY41_00705
ERR1913213.261190__1.261190	28116__R6JI94__ERS852555_01222
ERR1913213.261331__1.261331	291644__I8Y788__HMPREF1532_02550
ERR1913213.261263__1.261263	46503__R6XCJ0__PARMER_01847
ERR1913213.261527__1.261527	487174__K0WT60__DDY40_05170
ERR1913213.261829__1.261829	487174__K0XA11__DDY40_03585
ERR1913213.262091__1.262091	204516__U6RAM4__HMPREF1534_03439
ERR1913213.262175__1.262175	28117__B0MYI9__BHV66_05415
ERR1913213.262219__1.262219	357276__A0A076ISD9__EL88_07480
ERR1913213.262404__1.262404	214856__I3YMB7__Alfi_1811
ERR1913213.262764__1.262764	291644__I9HP97__HMPREF1532_00061
ERR1913213.263083__1.263083	820__R9I3N4__M093_0061
ERR1913213.263102__1.263102	1262889__R7HAE5__BN634_02047
ERR1913213.263396__1.263396	820__A0A139JRH8__HMPREF2141_04326
ERR1913213.263501__1.263501	204516__U6RFV1__HMPREF1534_02560
ERR1913213.264185__1.264185	1262911__R6H2J2__BN557_01228
ERR1913213.264244__1.264244	1262739__R6MQN9__BN659_01286
ERR1913213.264395__1.264395	28111__E5WUU3__HMPREF1016_00520
ERR1913213.264427__1.264427	357276__B6W5Q9__HMPREF1063_03125
ERR1913213.264539__1.264539	853__A0A329UEG4__CHR60_00585
ERR1913213.264573__1.264573	1262958__R7GU57__BN645_01077
ERR1913213.264664__1.264664	1628085__A0A2U1BHD5__C7386_101308
ERR1913213.264908__1.264908	40518__R5DZ16__DXD86_01455
ERR1913213.264945__1.264945	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913213.265012__1.265012	821__D4VD59__BHV80_04260
ERR1913213.265025__1.265025	165179__A0A3E5EA43__DXC61_07775
ERR1913213.265137__1.265137	818__D7I8A4__C799_02600
ERR1913213.265167__1.265167	357276__I9QPN3__EL88_09245
ERR1913213.265223__1.265223	821__A0A395VIK7__BVU_1225
ERR1913213.265398__1.265398	1262736__R5YMG1__BN496_00514
ERR1913213.265680__1.265680	310298__B3JFI7__BACCOP_00636
ERR1913213.265681__1.265681	33043__A8SWM2__ERS852575_01910
ERR1913213.265821__1.265821	371601__D7K3R0__CW3_1453
ERR1913213.265851__1.265851	1262935__R5GDB4__BN773_01091
ERR1913213.266139__1.266139	35833__E5YAA4__HMPREF0179_03124
ERR1913213.266361__1.266361	821__E5UY21__C800_02204
ERR1913213.266609__1.266609	1262992__R5CXM7__BN795_01016
ERR1913213.267211__1.267211	165179__A0A3E5EAM5__DXC61_07785
ERR1913213.267464__1.267464	357276__C3R9Y0__HMPREF1064_01889
ERR1913213.267584__1.267584	246787__I8V2S2__BACCELL_02524
ERR1913213.267749__1.267749	28117__B0MY40__BHV66_05170
ERR1913213.267755__1.267755	28118__F9ZCN1__B5F99_10605
ERR1913213.267839__1.267839	1263006__R6LLP6__BN515_01041
ERR1913213.267865__1.267865	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913213.268286__1.268286	821__A0A0P0LFP6__C5Z04_13890
ERR1913213.268522__1.268522	487174__K0WTV8__DIT83_04385
ERR1913213.268595__1.268595	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913213.268689__1.268689	357276__I9F327__DXD47_22495
ERR1913213.268740__1.268740	1262935__R5GDB4__BN773_01091
ERR1913213.268815__1.268815	28128__A0A133QLD3__HMPREF3226_00430
ERR1913213.269213__1.269213	1897011__A0A1Q6RH29__BHW41_01570
ERR1913213.269269__1.269269	40518__R5DU28__DXD86_07960
ERR1913213.269507__1.269507	1262935__R5GDB4__BN773_01091
ERR1913213.269560__1.269560	1262935__R5GR54__BN773_00986
ERR1913213.269666__1.269666	820__A0A139K426__B5G17_09115
ERR1913213.269701__1.269701	28111__R5K5X6__NCTC11155_02508
ERR1913213.269737__1.269737	1150298__A0A174N5I7__ERS852498_01953
ERR1913213.269756__1.269756	291644__I9T2X9__HMPREF1071_02431
ERR1913213.269961__1.269961	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913213.270647__1.270647	28117__B0MSR5__BHV66_02095
ERR1913213.270616__1.270616	1262889__R7H5X2__BN634_01934
ERR1913213.270817__1.270817	1262935__R5GIS0__BN773_01547
ERR1913213.270869__1.270869	357276__A0A0M1W9N4__GV66_05135
ERR1913213.271087__1.271087	165179__A0A3E5DZD8__DXB80_09150
ERR1913213.271144__1.271144	33039__D4M6R8__bglB_8
ERR1913213.271168__1.271168	28117__R7JQW0__ALIPUT_01453
ERR1913213.271296__1.271296	823__A0A174XJM9__CEQ22_007230
ERR1913213.271445__1.271445	454155__F3QX41__HMPREF9442_02775
ERR1913213.271412__1.271412	357276__B6VYT9__HMPREF1063_05030
ERR1913213.271453__1.271453	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913213.271530__1.271530	39492__R6SPM9__pheT
ERR1913213.271779__1.271779	1263030__R5CUH1__BN705_00716
ERR1913213.271784__1.271784	820__A0A174Q0F0__DXB48_08080
ERR1913213.271849__1.271849	2108523__A0A2P2FC18__LAWASA_3564
ERR1913213.272149__1.272149	1262935__R5GF26__BN773_01700
ERR1913213.272489__1.272489	1628085__A0A374VP93__C7386_10150
ERR1913213.272643__1.272643	39488__A0A174JE42__ERS852450_02774
ERR1913213.272847__1.272847	1262935__R5GKU2__BN773_00436
ERR1913213.272905__1.272905	371601__D6D1F8__BN891_3980
ERR1913213.273083__1.273083	357276__A0A174L570__GV66_05720
ERR1913213.273223__1.273223	28117__B0MTS2__ALIPUT_00159
ERR1913213.273826__1.273826	820__A0A3E4XDK3__ERS852554_03650
ERR1913213.273800__1.273800	1262911__R6GPB5__BN557_00842
ERR1913213.273839__1.273839	204516__U6RAM4__HMPREF1534_03439
ERR1913213.274157__1.274157	46503__R6X8R7__PARMER_00141
ERR1913213.274315__1.274315	291644__I9TEJ3__luxQ_1
ERR1913213.274419__1.274419	1262935__R5GVL3__BN773_00865
ERR1913213.274570__1.274570	357276__I9R1V6__DXD47_04125
ERR1913213.274784__1.274784	39492__B0MM84__lgt
ERR1913213.274831__1.274831	246787__A0A108T791__BcellWH2_04418
ERR1913213.274838__1.274838	671267__R9IB12__C802_00696
ERR1913213.274876__1.274876	1628085__A0A2U1BAW1__C7386_11048
ERR1913213.275056__1.275056	28116__C3QN68__BACOVA_04250
ERR1913213.275647__1.275647	2293125__A0A374BSW4__DW917_13420
ERR1913213.275865__1.275865	487174__K0X3E9__DDY40_04905
ERR1913213.275866__1.275866	1628085__A0A2U1B8P9__C7386_11441
ERR1913213.276533__1.276533	39492__D4JVG1__ERS852540_00951
ERR1913213.276581__1.276581	28118__R6FDR5__B5F93_17520
ERR1913213.276632__1.276632	28117__B0MSR5__BHV66_02095
ERR1913213.276848__1.276848	1262935__R5GM63__BN773_00882
ERR1913213.276888__1.276888	1262935__R5GEM8__BN773_01536
ERR1913213.276938__1.276938	1235835__R9LCU2__C814_02677
ERR1913213.277124__1.277124	820__A0A174F0C1__nreB
ERR1913213.277337__1.277337	291644__R5J8I9__ERS852428_03546
ERR1913213.277541__1.277541	818__A0A174VV39__BT_3492
ERR1913213.277753__1.277753	28116__A7M018__M089_5540
ERR1913213.278296__1.278296	46228__V8CHJ4__RUMLAC_00753
ERR1913213.278300__1.278300	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913213.278343__1.278343	47678__R5UMC3__CGC64_08380
ERR1913213.278716__1.278716	454155__F3QWJ8__HMPREF9442_02580
ERR1913213.278795__1.278795	487174__K0X694__DIT83_09060
ERR1913213.279183__1.279183	165179__A0A229I7F5__DXB80_02650
ERR1913213.279476__1.279476	46228__B5CS18__RUMLAC_02269
ERR1913213.279609__1.279609	357276__A0A1Y4PPG2__B5F95_02305
ERR1913213.279681__1.279681	357276__A0A076IXE0__HMPREF1064_04364
ERR1913213.279889__1.279889	357276__A0A076IN30__DXD47_09350
ERR1913213.280050__1.280050	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913213.280294__1.280294	88431__A0A173XSN2__ERS852526_00723
ERR1913213.280304__1.280304	821__A6L0C7__ERS852556_03520
ERR1913213.280467__1.280467	2173__A0A1D2WTS0__BK798_08640
ERR1913213.280533__1.280533	291644__I9I0P6__HMPREF1532_01982
ERR1913213.280716__1.280716	853__A0A173T751__C4N24_10280
ERR1913213.280798__1.280798	46228__B5CQB8__RUMLAC_01663
ERR1913213.280809__1.280809	291644__I8YYM8__HMPREF1532_01562
ERR1913213.280869__1.280869	454155__F3QTG9__HMPREF9442_01487
ERR1913213.280958__1.280958	820__A0A174DZ97__SAMN05444418_101240
ERR1913213.281102__1.281102	28117__B0MUL5__ALIPUT_00722
ERR1913213.281164__1.281164	357276__A0A076IRX7__HMPREF1064_00526
ERR1913213.281802__1.281802	28117__B0MTV0__BHV66_06395
ERR1913213.281998__1.281998	1547597__A0A0C3R5D2__BA92_07350
ERR1913213.282303__1.282303	1262911__R6H2J2__BN557_01228
ERR1913213.282305__1.282305	1897011__A0A1Q6RH61__BHW41_01970
ERR1913213.282315__1.282315	1897011__A0A1Q6RE52__BHW41_04690
ERR1913213.282608__1.282608	823__A0A395YXR9__M091_4086
ERR1913213.282780__1.282780	28117__B0N028__BHV66_05935
ERR1913213.282880__1.282880	165179__A0A3E5EAM5__DXC61_07785
ERR1913213.282904__1.282904	487175__R5EHI2__HMPREF9439_00085
ERR1913213.283169__1.283169	1262935__R5GLD8__BN773_00587
ERR1913213.283586__1.283586	821__U6RDC2__DXD46_15675
ERR1913213.283616__1.283616	301301__A0A395VC27__adaA_5
ERR1913213.283703__1.283703	410072__A0A174K1D5__hscC
ERR1913213.284051__1.284051	821__C6ZAA5__ERS852556_00403
ERR1913213.284192__1.284192	853__A0A2J4JL53__CRH10_10795
ERR1913213.285043__1.285043	1262945__R6YL13__BN600_00850
ERR1913213.285472__1.285472	454155__F3QT57__HMPREF9442_01374
ERR1913213.285538__1.285538	823__A0A174KUS4__araC_7
ERR1913213.285636__1.285636	820__A0A139K1Y6__DXB48_02610
ERR1913213.285811__1.285811	1262935__R5GHV4__BN773_00876
ERR1913213.286182__1.286182	820__A0A3E5BMG9__DXD40_05130
ERR1913213.286186__1.286186	46228__B5CP96__RUMLAC_01287
ERR1913213.286338__1.286338	1262886__R6QBN3__BN563_01269
ERR1913213.286380__1.286380	47678__R5U8S9__DW706_06260
ERR1913213.286678__1.286678	214856__A0A175A4V2__resA_6
ERR1913213.286784__1.286784	2293125__A0A374C671__DW917_09135
ERR1913213.287190__1.287190	46228__V8BTB9__RUMLAC_01945
ERR1913213.287137__1.287137	552398__F4XCR9__HMPREF0866_01636
ERR1913213.287354__1.287354	357276__A0A076IN21__BSEG_03078
ERR1913213.287384__1.287384	165179__A0A3E5EA43__DXC61_07775
ERR1913213.287503__1.287503	1262889__R7HED3__BN634_01717
ERR1913213.287525__1.287525	1262935__R5GT45__BN773_01713
ERR1913213.287794__1.287794	853__A0A173YYY4__DWZ04_09420
ERR1913213.287799__1.287799	1262988__R7N607__BN816_02737
ERR1913213.288157__1.288157	1378168__V2YA11__N510_02528
ERR1913213.288678__1.288678	1628085__A0A3E2XST6__C7386_11832
ERR1913213.288722__1.288722	291644__I9SX55__HMPREF1532_03305
ERR1913213.288757__1.288757	1099853__G9S433__NSB1T_07535
ERR1913213.288824__1.288824	204516__U6REI9__HMPREF1534_02357
ERR1913213.289432__1.289432	39488__A0A173TCD3__lytR_1
ERR1913213.289563__1.289563	1547597__A0A0C3MEB7__BA92_07250
ERR1913213.289580__1.289580	40518__R5DYU1__DXD86_01160
ERR1913213.289582__1.289582	46506__A0A108TCU0__etk
ERR1913213.289640__1.289640	1262911__R6H2J2__BN557_01228
ERR1913213.289647__1.289647	1547597__A0A0C3MDA9__IE90_08075
ERR1913213.290056__1.290056	46228__B5CPY3__DXD17_03535
ERR1913213.290065__1.290065	2293125__A0A374BSW4__DW917_13420
ERR1913213.290183__1.290183	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913213.290294__1.290294	1550024__G9RUM6__TQ39_16565
ERR1913213.290822__1.290822	487174__K0WXI9__HMPREF9448_02340
ERR1913213.290995__1.290995	712124__F9EFG5__HMPREF9062_1187
ERR1913213.291209__1.291209	291644__I9TER0__HMPREF1532_01526
ERR1913213.291413__1.291413	47678__R5U3L4__C5Z00_12600
ERR1913213.291727__1.291727	357276__D1JY58__BACDOR_04277
ERR1913213.292352__1.292352	410072__A0A174DEZ0__COPCOM_01936
ERR1913213.292695__1.292695	823__A6LB63__M095_1847
ERR1913213.292990__1.292990	1262992__R5CXM7__BN795_01016
ERR1913213.293367__1.293367	1262889__R7H960__BN634_00690
ERR1913213.293561__1.293561	820__A0A3E4G3J9__ERS852459_02265
ERR1913213.293606__1.293606	823__A6L9D3__ERS852560_03374
ERR1913213.293827__1.293827	1262889__R7HAQ6__BN634_02130
ERR1913213.293973__1.293973	357276__I9QWD4__DXD47_15075
ERR1913213.294039__1.294039	357276__A0A076IN21__BSEG_03078
ERR1913213.294130__1.294130	166486__D4KXB5__ROSINTL182_05909
ERR1913213.294135__1.294135	1547597__A0A318NB20__DMB45_04250
ERR1913213.294143__1.294143	487174__R5FJH0__DDY40_07055
ERR1913213.294394__1.294394	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913213.294354__1.294354	1263006__R6LGI4__BN515_00844
ERR1913213.294499__1.294499	28116__A0A1Y4PWN5__M088_3731
ERR1913213.294740__1.294740	1262935__R5GVK8__BN773_00860
ERR1913213.295205__1.295205	357276__B6W5Q7__DXD47_13945
ERR1913213.295278__1.295278	820__A0A374QGD2__ERS852421_02382
ERR1913213.295875__1.295875	556259__I0PXW0__BSGG_5187
ERR1913213.296045__1.296045	823__D0TDY6__DHP27_09090
ERR1913213.296150__1.296150	384639__GCA_003096855.1_00980
ERR1913213.296332__1.296332	291644__R5JSX2__HMPREF1071_01120
ERR1913213.296504__1.296504	291644__I9HP97__HMPREF1532_00061
ERR1913213.296806__1.296806	1262886__R6REZ5__BN563_01087
ERR1913213.296956__1.296956	1262911__R6GKX4__BN557_01388
ERR1913213.296861__1.296861	35833__S2KXG2__HMPREF0179_05243
ERR1913213.297081__1.297081	487174__K0WR72__HMPREF9448_02610
ERR1913213.297468__1.297468	40518__R5E6Y7__DXD83_08230
ERR1913213.297746__1.297746	28118__R6FFC1__Odosp_2660
ERR1913213.298346__1.298346	357276__A0A0K2HKT7__B5F95_21090
ERR1913213.298461__1.298461	821__R9HFW2__DXD01_00365
ERR1913213.298722__1.298722	291644__I9SXJ9__ERS852428_02285
ERR1913213.298845__1.298845	1262935__R5GUQ0__BN773_00559
ERR1913213.298911__1.298911	1262958__R7H716__BN645_00784
ERR1913213.299560__1.299560	820__A0A3E4GA19__SAMN05444418_10562
ERR1913213.299746__1.299746	1262935__R5GTF2__BN773_00142
ERR1913213.300030__1.300030	1628085__A0A2U1BGK0__C7386_10145
ERR1913213.300550__1.300550	39488__A0A173RSC6__ERS852450_01530
ERR1913213.300911__1.300911	1550024__G9RTA6__TQ39_10970
ERR1913213.301518__1.301518	1262743__R5C054__BN727_01980
ERR1913213.301631__1.301631	291644__I8YWR0__HMPREF1071_01375
ERR1913213.301665__1.301665	46228__V8BLJ0__DXD17_08675
ERR1913213.301928__1.301928	1263030__R5CXA0__BN705_00395
ERR1913213.302299__1.302299	357276__I9R4T1__IY41_06800
ERR1913213.302514__1.302514	46506__S3YS03__DXC34_03445
ERR1913213.302617__1.302617	821__A0A174NM17__lacZ_6
ERR1913213.303496__1.303496	357276__C3R9Y0__HMPREF1064_01889
ERR1913213.303585__1.303585	1262889__R7HD12__BN634_00607
ERR1913213.303863__1.303863	1262935__R5GEB1__BN773_01644
ERR1913213.303998__1.303998	1262935__R5GFE1__BN773_00206
ERR1913213.303956__1.303956	39492__A0A3D4MN89__nadD
ERR1913213.304398__1.304398	371601__C3R2J2__ERS852396_04353
ERR1913213.304482__1.304482	384638__B7AVU0__BACPEC_02840
ERR1913213.304813__1.304813	357276__I8WAB8__B5F00_08100
ERR1913213.304845__1.304845	1262935__R5GGT6__BN773_00922
ERR1913213.305021__1.305021	821__C6ZAA5__ERS852556_00403
ERR1913213.305189__1.305189	46228__B5CPY7__DXD17_03515
ERR1913213.305485__1.305485	823__A0A395YSW8__CF162_05645
ERR1913213.305882__1.305882	291644__I8Z5C0__HMPREF1532_00843
ERR1913213.305913__1.305913	39492__D4JR58__EUBSIR_02090
ERR1913213.306193__1.306193	821__A6L0C7__ERS852556_03520
ERR1913213.306381__1.306381	1262958__R7H771__BN645_00432
ERR1913213.306444__1.306444	1262935__R5GGT6__BN773_00922
ERR1913213.306506__1.306506	1262743__R5C054__BN727_01980
ERR1913213.306547__1.306547	487174__K0WXI9__HMPREF9448_02340
ERR1913213.306602__1.306602	357276__I8VQA2__HMPREF1065_04183
ERR1913213.306809__1.306809	46506__R5K3I5__BACSTE_02520
ERR1913213.306816__1.306816	1262825__R5E8F5__BN724_02070
ERR1913213.307097__1.307097	371601__D6CW80__CW1_2117
ERR1913213.307422__1.307422	1547597__A0A318N445__IE90_03330
ERR1913213.307628__1.307628	1263000__R5ER71__BN466_00316
ERR1913213.307713__1.307713	46228__V8CBX9__HMPREF1202_00568
ERR1913213.308325__1.308325	2293125__A0A374BMK9__DW917_16190
ERR1913213.308450__1.308450	487174__K0WUZ1__DIT83_10815
ERR1913213.308941__1.308941	357276__A0A076IYE6__IY41_04275
ERR1913213.309033__1.309033	246787__E2N7G0__resA_6
ERR1913213.309406__1.309406	28111__R5JUK8__NCTC11155_02515
ERR1913213.309668__1.309668	28117__B0MY82__BHV66_04755
ERR1913213.309797__1.309797	1262935__R5GUD0__BN773_00454
ERR1913213.309740__1.309740	28118__F9Z6D1__DER54_04565
ERR1913213.309989__1.309989	1262935__R5GUE2__BN773_00325
ERR1913213.310049__1.310049	371601__I9UUC0__DXD80_12950
ERR1913213.310084__1.310084	1263006__R6LU28__BN515_01365
ERR1913213.310164__1.310164	823__A0A355XH29__lolE_1
ERR1913213.310325__1.310325	1262873__R6WEP7__BN605_00075
ERR1913213.310564__1.310564	1262889__R7HBR7__BN634_00170
ERR1913213.310637__1.310637	1550024__G9RTA6__TQ39_10970
ERR1913213.310708__1.310708	1262886__R6QP39__BN563_00737
ERR1913213.310990__1.310990	1262935__R5GVK8__BN773_00860
ERR1913213.311348__1.311348	28117__B0MXL6__ALIPUT_01851
ERR1913213.311444__1.311444	1235798__R9NB29__C817_01776
ERR1913213.311583__1.311583	487174__K0WUM9__HMPREF9448_02608
ERR1913213.311587__1.311587	28118__F9Z408__NCTC10826_01194
ERR1913213.311934__1.311934	358743__A0A0F0CFJ5__DWZ14_23945
ERR1913213.312080__1.312080	487174__K0XH97__HMPREF9448_01909
ERR1913213.312192__1.312192	820__A0A3E4RU03__M093_0563
ERR1913213.312315__1.312315	291644__I8YIG3__ERS852428_02427
ERR1913213.312384__1.312384	328814__GCA_004558275.1_02280
ERR1913213.312558__1.312558	1262945__R6YT88__BN600_00074
ERR1913213.312676__1.312676	458033__GCA_001482755.1_02203
ERR1913213.312968__1.312968	47678__R5UZM4__DW706_15680
ERR1913213.313068__1.313068	853__C7H1R8__DW905_06675
ERR1913213.313212__1.313212	1501391__GCA_000786575.1_00072
ERR1913213.313331__1.313331	823__A6LHU5__M092_0203
ERR1913213.313535__1.313535	1262935__R5GSZ0__BN773_01827
ERR1913213.313566__1.313566	291644__I8YYM8__HMPREF1532_01562
ERR1913213.313729__1.313729	1235835__R9LCU2__C814_02677
ERR1913213.313751__1.313751	1262935__R5GIL8__BN773_01483
ERR1913213.313868__1.313868	357276__B6W1J2__BACDOR_03380
ERR1913213.313972__1.313972	410072__A0A174L0Z1__ERS852525_00863
ERR1913213.314329__1.314329	818__D7I7V5__BJP75_001030
ERR1913213.314406__1.314406	74426__nifJ
ERR1913213.314739__1.314739	818__A0A139K023__trxA_3
ERR1913213.314896__1.314896	1501391__GCA_000786575.1_00098
ERR1913213.314867__1.314867	1262992__R5CXM7__BN795_01016
ERR1913213.314977__1.314977	1262935__R5GCS7__BN773_00941
ERR1913213.315024__1.315024	165179__A0A3E5DWZ6__DXC61_10880
ERR1913213.315066__1.315066	821__D4VD59__BHV80_04260
ERR1913213.315118__1.315118	384638__B7APR1__BACPEC_00667
ERR1913213.315333__1.315333	39492__D4JVG1__ERS852540_00951
ERR1913213.315588__1.315588	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913213.315677__1.315677	487174__R5EV44__HMPREF9448_01630
ERR1913213.315837__1.315837	28117__B0MUL5__ALIPUT_00722
ERR1913213.315873__1.315873	821__A6L0C7__ERS852556_03520
