ERR1913210.89__1.89	28117__B0MTV0__BHV66_06395
ERR1913210.257051__1.257051	384638__B7APR0__BACPEC_00666
ERR1913210.257142__1.257142	33039__R6P0F1__ERS852424_02256
ERR1913210.257254__1.257254	244366__A0A0B7GCL1__sucC
ERR1913210.257263__1.257263	10678__GeneID:2777434
ERR1913210.257274__1.257274	1262882__R5MEN9__BN519_00201
ERR1913210.257484__1.257484	310298__B3JMI6__BACCOP_03139
ERR1913210.257542__1.257542	239935__A0A2N8HMQ8__pgsA
ERR1913210.257664__1.257664	1262882__R5MH82__BN519_00752
ERR1913210.257641__1.257641	823__A0A073IAS1__M091_0201
ERR1913210.257779__1.257779	39492__D4JU31__ERS852540_00198
ERR1913210.257908__1.257908	823__K6AMD2__B5F32_04565
ERR1913210.257882__1.257882	1262882__R5MH82__BN519_00752
ERR1913210.257967__1.257967	1262882__R5MXS6__BN519_00286
ERR1913210.257997__1.257997	246787__R6KBH9__HMPREF1062_04676
ERR1913210.258118__1.258118	39492__D4JUD7__EUBSIR_01877
ERR1913210.258227__1.258227	46228__V8BL81__DXD17_11825
ERR1913210.258421__1.258421	239935__R7E524__CXT91_06180
ERR1913210.258645__1.258645	46228__V8C7P7__HMPREF1202_01523
ERR1913210.258655__1.258655	1262882__R5MLA4__BN519_01536
ERR1913210.258788__1.258788	39491__A0A396FEV5__EUR_24750
ERR1913210.258945__1.258945	563769__GeneID:6973158
ERR1913210.258978__1.258978	46228__B5CMW7__DXD17_11810
ERR1913210.259149__1.259149	563769__GeneID:6973156
ERR1913210.259327__1.259327	28026__A0A174A9E6__AW18_09515
ERR1913210.259407__1.259407	1262882__R5MM25__BN519_00600
ERR1913210.259581__1.259581	1262882__R5MND9__BN519_00831
ERR1913210.259642__1.259642	706562__GCA_900112995.1_01297
ERR1913210.259698__1.259698	562__P77393__PU31_14870
ERR1913210.259756__1.259756	221029__GeneID:2777078
ERR1913210.259846__1.259846	471189__GCA_003340385.1_00057
ERR1913210.259885__1.259885	239935__A0A2N8HEH9__CXU07_11710
ERR1913210.259914__1.259914	853__A0A2A7B9I6__DW855_13690
ERR1913210.260006__1.260006	310298__B3JII2__BACCOP_01694
ERR1913210.260034__1.260034	310298__B3JQJ5__BACCOP_04231
ERR1913210.260181__1.260181	46228__V8CE19__DXD17_01950
ERR1913210.260213__1.260213	1262744__R6FTF7__BN744_00622
ERR1913210.260253__1.260253	1262911__R6H074__BN557_00923
ERR1913210.260358__1.260358	1262882__R5N3H1__BN519_01121
ERR1913210.260438__1.260438	10868__GeneID:1261859
ERR1913210.260778__1.260778	239935__A0A2N8HBM4__CXT85_06270
ERR1913210.260788__1.260788	39492__D4JTG7__EUBSIR_00572
ERR1913210.260889__1.260889	55884__GeneID:935206
ERR1913210.260962__1.260962	39492__D4JU81__xseA
ERR1913210.260990__1.260990	246787__A0A0P0G254__axeA1_2
ERR1913210.261080__1.261080	1262911__R6H174__BN557_01246
ERR1913210.261086__1.261086	820__A0A1Q6IDS8__chtA
ERR1913210.261452__1.261452	671267__R9HZL9__C802_04004
ERR1913210.261631__1.261631	1262882__R5MZF2__BN519_00592
ERR1913210.261685__1.261685	39492__D4MJF6__EUBSIR_02251
ERR1913210.261719__1.261719	1150298__A0A174U8I6__ERS852535_02809
ERR1913210.261724__1.261724	1262882__R5MZ06__BN519_00492
ERR1913210.261823__1.261823	338188__R6S8N0__BACFIN_06127
ERR1913210.262040__1.262040	1262882__R5MGX3__BN519_00046
ERR1913210.262015__1.262015	823__A0A395YVY3__ERS852513_03204
ERR1913210.262140__1.262140	823__A0A395YY84__DXC05_19515
ERR1913210.262255__1.262255	10678__GeneID:2777429
ERR1913210.262436__1.262436	1262882__R5MXS6__BN519_00286
ERR1913210.262460__1.262460	46503__K5ZAK9__NCTC13052_03308
ERR1913210.262524__1.262524	1262911__R6GVD4__BN557_01470
ERR1913210.262562__1.262562	1099853__G9S433__NSB1T_07535
ERR1913210.262583__1.262583	46228__B5CPX5__RUMLAC_01520
ERR1913210.262587__1.262587	357276__B6W1Y5__IY41_11405
ERR1913210.262748__1.262748	357276__A0A076IXE0__HMPREF1064_04364
ERR1913210.262815__1.262815	1150298__A0A174EA00__ERS852406_01720
ERR1913210.262867__1.262867	820__A0A174LJB2__HMPREF1072_04112
ERR1913210.262960__1.262960	40518__R5E282__DXD86_08940
ERR1913210.263052__1.263052	39491__A0A173RA59__EUR_24800
ERR1913210.263053__1.263053	418240__A0A174FAS2__btr_1
ERR1913210.263076__1.263076	1262744__R6FCF3__BN744_02075
ERR1913210.263238__1.263238	252393__A0A328TRZ1__ACZ87_00977
ERR1913210.263254__1.263254	1262911__R6H174__BN557_01246
ERR1913210.263424__1.263424	1262882__R5MGX3__BN519_00046
ERR1913210.263562__1.263562	147206__GCF_000156215.1_01297
ERR1913210.263641__1.263641	823__A0A355XN36__DXB14_02385
ERR1913210.263992__1.263992	1263107__GCA_000436995.1_00143
ERR1913210.264072__1.264072	246787__A0A3D6AV26__BcellWH2_02579
ERR1913210.264147__1.264147	745368__A0A1T4XL98__SAMN02745178_01986
ERR1913210.264125__1.264125	357276__C3RA36__HMPREF1065_03270
ERR1913210.264286__1.264286	338188__K5CJA6__ERS852397_02346
ERR1913210.264438__1.264438	562__P77616__CSC08_0123
ERR1913210.264491__1.264491	1262958__R7H1L1__BN645_01584
ERR1913210.264629__1.264629	357276__B6W5Q7__DXD47_13945
ERR1913210.264691__1.264691	39492__D4JQM9__EUBSIR_00669
ERR1913210.264666__1.264666	1262882__R5MRS7__BN519_01490
ERR1913210.264722__1.264722	39492__D4JUS6__accD5
ERR1913210.264743__1.264743	2173__A0A1D2WTP5__BK798_02785
ERR1913210.264884__1.264884	166486__D4L337__msbA_4
ERR1913210.264923__1.264923	28026__C0BQB7__DXD71_05105
ERR1913210.265010__1.265010	40518__R5E7S2__RBL263_00671
ERR1913210.265045__1.265045	1262882__R5MGX3__BN519_00046
ERR1913210.265074__1.265074	46228__V8C7P7__HMPREF1202_01523
ERR1913210.265124__1.265124	39492__D4JVG7__ERS852540_00946
ERR1913210.265125__1.265125	820__A0A139K9Q2__DXD40_08795
ERR1913210.265249__1.265249	1262882__R5MGX3__BN519_00046
ERR1913210.265526__1.265526	239935__A0A2N8IU14__ADH72_05655
ERR1913210.265489__1.265489	39486__B0G2J6__DXB12_13190
ERR1913210.265498__1.265498	46228__B5CPX5__RUMLAC_01520
ERR1913210.265969__1.265969	39491__A0A396FFW0__ERE_10580
ERR1913210.266046__1.266046	239935__A0A2N8IEP3__CXT84_03735
ERR1913210.266108__1.266108	1150298__A0A173ZYU8__sipT_2
ERR1913210.266303__1.266303	28026__A0A0A7I2H0__AW18_05760
ERR1913210.266244__1.266244	1099853__G9S816__NSB1T_03605
ERR1913210.266417__1.266417	820__A0A3E5BMG9__DXD40_05130
ERR1913210.266484__1.266484	1262882__R5N5S3__BN519_00085
ERR1913210.266490__1.266490	74426__groL
ERR1913210.266506__1.266506	46228__V8BMA2__DXD17_11785
ERR1913210.266604__1.266604	1263000__R5EQY7__BN466_01150
ERR1913210.266545__1.266545	39492__R6RT40__prkC_3
ERR1913210.266800__1.266800	10742__GeneID:1262491
ERR1913210.266780__1.266780	310298__B3JII2__BACCOP_01694
ERR1913210.267397__1.267397	1262882__R5MJM8__BN519_01064
ERR1913210.267413__1.267413	1262911__R6GZW9__BN557_00833
ERR1913210.267432__1.267432	1262911__R6H1P0__BN557_00940
ERR1913210.267461__1.267461	1262882__R5MND9__BN519_00831
ERR1913210.267480__1.267480	1262921__R5MBU7__BN473_02531
ERR1913210.267444__1.267444	1897011__A0A1Q6REA0__BHW41_04660
ERR1913210.267456__1.267456	626933__H1DGX0__HMPREF9449_01506
ERR1913210.267568__1.267568	10678__GeneID:2777485
ERR1913210.267683__1.267683	1232426__purL
ERR1913210.267769__1.267769	310298__B3JQJ5__BACCOP_04231
ERR1913210.267995__1.267995	1262911__R6H0U7__BN557_01104
ERR1913210.268270__1.268270	28026__A0A3E5HSU4__DXD71_06220
ERR1913210.268312__1.268312	820__I9J701__ERS852510_01809
ERR1913210.268475__1.268475	1099853__G9S865__NSB1T_02675
ERR1913210.268456__1.268456	10678__GeneID:2777439
ERR1913210.268548__1.268548	301302__A0A173TWC1__phoR_7
ERR1913210.268710__1.268710	40518__R5DVL2__penA
ERR1913210.268727__1.268727	410072__C0B4V0__ERS852481_02420
ERR1913210.268750__1.268750	28118__F9Z8K4__Odosp_0843
ERR1913210.268841__1.268841	821__A0A3E4WAR6__DXD64_10735
ERR1913210.268929__1.268929	39492__B0MLV5__EUBSIR_00804
ERR1913210.268941__1.268941	46503__R6Y901__HMPREF1060_01754
ERR1913210.269261__1.269261	218538__C9LQG5__GCWU000321_01796
ERR1913210.269374__1.269374	28026__A0A087B7I7__DXA79_02175
ERR1913210.269411__1.269411	39491__A0A396FRE7__EUR_27520
ERR1913210.269434__1.269434	357276__C3RA36__HMPREF1065_03270
ERR1913210.269619__1.269619	853__A0A174BZY1__xerD_1
ERR1913210.269635__1.269635	1262882__R5MFR3__BN519_00473
ERR1913210.269757__1.269757	1262882__R5MS31__BN519_01529
ERR1913210.269932__1.269932	40518__R5DM08__DXD83_06415
ERR1913210.270307__1.270307	823__A0A078TL61__ERS852429_00610
ERR1913210.270430__1.270430	562__P23837__phoQ
ERR1913210.270712__1.270712	46228__V8CB83__RUMLAC_02479
ERR1913210.270762__1.270762	1262911__R6H0U7__BN557_01104
ERR1913210.270986__1.270986	214856__R6XYY8__ERS852447_01722
ERR1913210.270989__1.270989	46228__V8CC14__HMPREF1202_00614
ERR1913210.271085__1.271085	1099853__U5CKU4__NSB1T_00755
ERR1913210.271191__1.271191	239935__A0A139TSG7__CXU17_09600
ERR1913210.271455__1.271455	1686__B6XSI9__BBCT_0009
ERR1913210.271613__1.271613	1262882__R5N678__BN519_01604
ERR1913210.271671__1.271671	88431__A0A3E5GJ50__DORLON_02273
ERR1913210.271856__1.271856	10678__GeneID:2777400
ERR1913210.271993__1.271993	387661__K6AIS2__B5F96_14865
ERR1913210.272064__1.272064	246787__A0A0P0GG59__BcellWH2_02752
ERR1913210.272037__1.272037	39492__D4JVG7__ERS852540_00946
ERR1913210.272258__1.272258	562__P32704__COD56_15900
ERR1913210.272295__1.272295	471189__GCA_003340385.1_00050
ERR1913210.272345__1.272345	204516__U6RM57__HMPREF1534_00757
ERR1913210.272461__1.272461	357276__A0A0K2HJA6__DXD47_07320
ERR1913210.272504__1.272504	562__P77616__CSC08_0123
ERR1913210.272565__1.272565	1262882__R5MRT2__BN519_01494
ERR1913210.272643__1.272643	1150298__A0A174LYE0__ERS852535_00529
ERR1913210.272981__1.272981	1262882__R5ML49__BN519_01361
ERR1913210.273042__1.273042	28026__A0A174B7U7__DXD35_06850
ERR1913210.273094__1.273094	301302__R5VFQ6__ERS852420_00378
ERR1913210.273227__1.273227	39492__D4JWX2__accB
ERR1913210.273401__1.273401	1099853__U5CAL0__NSB1T_10360
ERR1913210.273426__1.273426	310298__B3JQJ5__BACCOP_04231
ERR1913210.273507__1.273507	357276__A0A0M1W4C0__DXD47_07095
ERR1913210.273578__1.273578	562__A0A377AAV3__CDL32_10800
ERR1913210.273595__1.273595	1262882__R5MDR8__BN519_00124
ERR1913210.273948__1.273948	1263000__R5EGY6__BN466_00973
ERR1913210.274025__1.274025	214856__A0A174EQR4__rsmA
ERR1913210.274061__1.274061	328814__GCA_004558275.1_00007
ERR1913210.274131__1.274131	78257__A0A087CUE0__BSAE_1156
ERR1913210.274490__1.274490	246787__A0A0P0GDM7__BcellWH2_03148
ERR1913210.274643__1.274643	1262882__R5MIY9__BN519_01097
ERR1913210.274872__1.274872	46503__R6Y2Y6__ERS852463_03103
ERR1913210.274879__1.274879	1150298__R7JUX4__ERS852535_02669
ERR1913210.275079__1.275079	357276__A0A0K2HJA6__DXD47_07320
ERR1913210.275322__1.275322	39485__A0A174ZPH7__ERS852490_01992
ERR1913210.275458__1.275458	357276__A0A076IP73__BACDOR_04237
ERR1913210.275477__1.275477	74426__argF
ERR1913210.275493__1.275493	1263044__GCA_000433375.1_00023
ERR1913210.275625__1.275625	1262921__R5M7E3__BN473_01889
ERR1913210.275629__1.275629	357276__B6W5Q9__HMPREF1063_03125
ERR1913210.275642__1.275642	820__A0A174CG08__DXB62_13215
ERR1913210.276514__1.276514	1262744__R6FPI2__BN744_02572
ERR1913210.276679__1.276679	239935__A0A2N8I368__CXT95_04550
ERR1913210.276714__1.276714	820__A0A3E4XM43__DXC91_13960
ERR1913210.276805__1.276805	1099853__R7DFM0__NSB1T_03310
ERR1913210.276855__1.276855	28026__A0A087B7H7__DXD87_03920
ERR1913210.276870__1.276870	820__A0A1Y3V743__M093_0235
ERR1913210.276889__1.276889	471189__GCA_003340385.1_00066
ERR1913210.277025__1.277025	823__C7XBX3__HMPREF1059_03212
ERR1913210.277171__1.277171	1262882__R5MEK3__BN519_00296
ERR1913210.277245__1.277245	28117__B0MWX3__BHV66_03010
ERR1913210.277285__1.277285	28026__A0A173ZZ36__DXC75_05690
ERR1913210.277303__1.277303	10678__GeneID:2777481
ERR1913210.277742__1.277742	823__D7ILK2__ERS852380_00031
ERR1913210.277988__1.277988	46228__V8CE73__DXD17_11635
ERR1913210.278211__1.278211	1262921__R5LTJ9__BN473_02529
ERR1913210.278298__1.278298	310298__B3JQJ5__BACCOP_04231
ERR1913210.278511__1.278511	39485__A0A175A403__EUBELI_20577
ERR1913210.278610__1.278610	1262882__R5MM90__BN519_01721
ERR1913210.278655__1.278655	166486__D4L082__yicI_5
ERR1913210.278894__1.278894	28026__C0BTC4__DXD43_01370
ERR1913210.278953__1.278953	1262921__R5M5G9__BN473_01282
ERR1913210.278999__1.278999	40520__R7DD01__ERS852533_01371
ERR1913210.279032__1.279032	823__A0A355XJ56__DDY96_07685
ERR1913210.279398__1.279398	39492__D4JTL0__EUBSIR_01428
ERR1913210.279408__1.279408	1262986__R6AU40__BN492_00194
ERR1913210.279455__1.279455	39492__D4JSU6__dacB_3
ERR1913210.279774__1.279774	46503__A7AGD9__HMPREF1078_01631
ERR1913210.279809__1.279809	46228__B5CQB8__RUMLAC_01663
ERR1913210.279811__1.279811	10678__GeneID:2777402
ERR1913210.279841__1.279841	1262744__R6FNH9__BN744_01775
ERR1913210.279877__1.279877	310298__B3JNH4__BACCOP_03487
ERR1913210.279991__1.279991	1262958__R7GU98__BN645_01262
ERR1913210.280010__1.280010	1263000__R5EGP9__BN466_01419
ERR1913210.280105__1.280105	1262921__R5M951__BN473_02141
ERR1913210.280364__1.280364	28117__R7JIJ8__BHV66_01635
ERR1913210.280437__1.280437	28052__A0A174IBJ6__luxQ_1
ERR1913210.280413__1.280413	39492__D4JUL3__nreC_2
ERR1913210.280562__1.280562	39491__A0A395UZZ5__htpG_1
ERR1913210.280612__1.280612	823__A0A355XH29__lolE_1
ERR1913210.280760__1.280760	214856__R6Z288__ERS852447_00734
ERR1913210.280793__1.280793	46228__B5CKX6__RUMLAC_00090
ERR1913210.280839__1.280839	562__P0AFH7__oppC
ERR1913210.280873__1.280873	357276__I9QPN0__B5F95_09195
ERR1913210.281009__1.281009	1099853__R7DGD2__NSB1T_01240
ERR1913210.281168__1.281168	1262944__R7IQ28__BN596_01581
ERR1913210.281183__1.281183	2108523__A0A2P2F3I3__LAWASA_548
ERR1913210.281227__1.281227	1262882__R5MIW5__BN519_00945
ERR1913210.281308__1.281308	1262744__R6FJL4__BN744_00626
ERR1913210.281505__1.281505	1262882__R5MLP5__BN519_01602
ERR1913210.281687__1.281687	1262882__R5MND9__BN519_00831
ERR1913210.281718__1.281718	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913210.281791__1.281791	1262882__R5MZZ3__BN519_00482
ERR1913210.281859__1.281859	562__P0ADK7__yibA
ERR1913210.282216__1.282216	1262882__R5N532__BN519_01420
ERR1913210.282296__1.282296	246787__A0A3D6AWM8__BACCELL_01963
ERR1913210.282320__1.282320	562__C6EBU6__ESQG_00710
ERR1913210.282455__1.282455	39491__A0A396FE96__EUR_00280
ERR1913210.282456__1.282456	301302__R5V5K3__M72_10541
ERR1913210.282497__1.282497	239935__A0A2N8I3G2__CXT89_00720
ERR1913210.282671__1.282671	1150298__A0A174PLY5__ERS852406_01056
ERR1913210.282946__1.282946	820__A0A174CG08__DXB62_13215
ERR1913210.283077__1.283077	818__A0A0P0F7K1__ERS852461_02719
ERR1913210.283657__1.283657	1263000__R5EIH8__BN466_01210
ERR1913210.283758__1.283758	1263000__R5EHB0__BN466_01647
ERR1913210.283817__1.283817	820__I9A4U7__DHU98_12785
ERR1913210.283864__1.283864	357276__B6W1J2__BACDOR_03380
ERR1913210.283908__1.283908	239935__A0A2N8HPS5__Amuc_0950
ERR1913210.283921__1.283921	1099853__R7DG25__NSB1T_10155
ERR1913210.284087__1.284087	1150298__A0A174I6Y0__ERS852498_00576
ERR1913210.284162__1.284162	1262921__R5LTJ9__BN473_02529
ERR1913210.284200__1.284200	552398__F4XHU2__HMPREF0866_03196
ERR1913210.284342__1.284342	1150298__A0A174EBT8__ERS852406_01739
ERR1913210.284407__1.284407	1263000__R5EUM2__BN466_01747
ERR1913210.284460__1.284460	39492__D4JTW7__EUBSIR_00859
ERR1913210.284587__1.284587	820__A0A139KIL9__DXC68_05945
ERR1913210.284533__1.284533	823__A0A078SYK6__DXB14_02485
ERR1913210.284669__1.284669	1262882__R5N3H1__BN519_01121
ERR1913210.284835__1.284835	166486__D4KXB5__ROSINTL182_05909
ERR1913210.284843__1.284843	39492__D4JUD9__EUBSIR_01875
ERR1913210.284848__1.284848	1262744__R6FIX7__BN744_00720
ERR1913210.285075__1.285075	39485__A0A175A023__yhhT
ERR1913210.285146__1.285146	39491__A0A396FIZ8__ERE_20410
ERR1913210.285150__1.285150	46228__B5CN43__DXD17_14210
ERR1913210.285248__1.285248	1262882__R5MGK3__BN519_00655
ERR1913210.285332__1.285332	28117__B0MU76__ALIPUT_00202
ERR1913210.285335__1.285335	1262882__R5MIC9__BN519_00834
ERR1913210.285398__1.285398	1099853__U5CIP9__NSB1T_14230
ERR1913210.285790__1.285790	1262744__R6GAC5__BN744_00182
ERR1913210.285838__1.285838	239935__A0A2N8HHB6__B5G29_11500
ERR1913210.285848__1.285848	39492__B0MM84__lgt
ERR1913210.285849__1.285849	1262740__R7CVB2__BN666_01237
ERR1913210.285883__1.285883	310298__B3JK97__BACCOP_02326
ERR1913210.285891__1.285891	28026__A0A174BM23__DXD87_08160
ERR1913210.285989__1.285989	1262911__R6GUQ4__BN557_01581
ERR1913210.286125__1.286125	46503__R6Y9P8__evgS_3
ERR1913210.286139__1.286139	1150298__R7JU58__ssuC_2
ERR1913210.286192__1.286192	128975__GeneID:6030683
ERR1913210.286242__1.286242	301302__A0A173R048__M72_22311
ERR1913210.286294__1.286294	1262882__R5MHZ2__BN519_00742
ERR1913210.286508__1.286508	246787__R6LGA6__tmoS_11
ERR1913210.286654__1.286654	28026__A0A087B7H7__DXD87_03920
ERR1913210.286616__1.286616	28026__A0A395ZKQ2__DXC83_07645
ERR1913210.286739__1.286739	1262911__R6HN81__BN557_00921
ERR1913210.286752__1.286752	239935__A0A139TPU7__CXT91_06575
ERR1913210.286902__1.286902	239935__A0A2N8HDT1__CXT94_05270
ERR1913210.287270__1.287270	820__A0A174LJB2__HMPREF1072_04112
ERR1913210.287319__1.287319	39492__D4JQS6__ykoD
ERR1913210.287568__1.287568	823__A6LH14__B5F32_11640
ERR1913210.287615__1.287615	823__A0A355XLH0__fepA_1
ERR1913210.287653__1.287653	820__A0A1T4IY71__HMPREF2141_02402
ERR1913210.288147__1.288147	1160721__W0U633__BHW50_00240
ERR1913210.288395__1.288395	39492__D4JRX7__EUBSIR_01480
ERR1913210.288522__1.288522	322505__group_2261
ERR1913210.288629__1.288629	310298__B3JGL4__BACCOP_01016
ERR1913210.288669__1.288669	1262921__R5MFA8__BN473_00594
ERR1913210.288798__1.288798	204516__U6R9E7__HMPREF1534_03313
ERR1913210.288818__1.288818	28026__C0BRH8__DXA79_08795
ERR1913210.289049__1.289049	562__P0ABR8__antA
ERR1913210.289051__1.289051	820__A0A174G065__DXB62_08975
ERR1913210.289343__1.289343	28026__A0A395ZMF6__DXC75_06775
ERR1913210.289476__1.289476	1262911__R6GP58__BN557_00798
ERR1913210.289657__1.289657	1150298__A0A174QAL8__ERS852498_02570
ERR1913210.289762__1.289762	39492__D4JQY4__EUBSIR_01325
ERR1913210.289733__1.289733	562__P0ABR8__antA
ERR1913210.289791__1.289791	1463165__A0A1V2T3X1__DP204_00550
ERR1913210.289945__1.289945	40518__R5DZ88__DXD93_06320
ERR1913210.289959__1.289959	39492__B0MNU1__ERS852540_02349
ERR1913210.290038__1.290038	166486__D4KZ24__ROSINTL182_05766
ERR1913210.290062__1.290062	239935__A0A2N8IAY7__CXU13_02935
ERR1913210.290068__1.290068	39485__C4Z6V1__ERS852492_02640
ERR1913210.290138__1.290138	820__A0A374Q854__HMPREF1073_03281
ERR1913210.290460__1.290460	301302__R5UK77__M72_08681
ERR1913210.290526__1.290526	823__A0A355XJ56__DDY96_07685
ERR1913210.290519__1.290519	214856__R5UN64__ERS852447_02669
ERR1913210.290798__1.290798	820__A0A174CK74__DXB48_07060
ERR1913210.290816__1.290816	46228__V8BQP5__HMPREF1202_02378
ERR1913210.291126__1.291126	649756__A0A173QW26__ERS852571_00238
ERR1913210.291127__1.291127	1262911__R6GPB1__BN557_00837
ERR1913210.291205__1.291205	29361__B6FRT6__CLONEX_02860
ERR1913210.291358__1.291358	39492__D4JQL8__ywpJ
ERR1913210.291402__1.291402	1262882__R5MIW5__BN519_00945
ERR1913210.291524__1.291524	204516__U6RDD8__HMPREF1534_02559
ERR1913210.291769__1.291769	823__A0A395YZ10__NCTC11152_02955
ERR1913210.291880__1.291880	246787__A0A0P0GCR8__xynD_3
ERR1913210.292008__1.292008	46503__R6X6L7__HMPREF1060_00291
ERR1913210.292304__1.292304	239935__A0A2N8HPS5__Amuc_0950
ERR1913210.292330__1.292330	1897011__A0A1Q6RDU0__BHW41_05265
ERR1913210.292516__1.292516	246787__R6K7I2__BcellWH2_03256
ERR1913210.292525__1.292525	853__A0A3E2U7E6__ERS852582_01640
ERR1913210.292636__1.292636	246787__A0A108THP8__HMPREF1062_03171
ERR1913210.292784__1.292784	818__R9HBA6__HMPREF2534_04317
ERR1913210.293004__1.293004	1262882__R5MT08__BN519_01706
ERR1913210.293006__1.293006	1262882__R5MFA5__BN519_00331
ERR1913210.293248__1.293248	239935__A0A2N8I6R6__CXU04_04335
ERR1913210.293276__1.293276	46503__R6Y9P8__evgS_3
ERR1913210.293338__1.293338	77917__A0A2P8EHG9__NCTC13121_01886
ERR1913210.293430__1.293430	820__A0A1T4IYF4__mprA_1
ERR1913210.293395__1.293395	39491__A0A395V0H6__ERS852580_02570
ERR1913210.293434__1.293434	246787__A0A3D6AXI0__AA416_04256
ERR1913210.293645__1.293645	1262958__R7GZ22__BN645_01547
ERR1913210.293920__1.293920	239935__A0A2N8INZ4__CXU08_03560
ERR1913210.294005__1.294005	239935__A0A2N8HUU6__CXT90_06150
ERR1913210.294120__1.294120	817__A0A2M9V8W4__M140_0910
ERR1913210.294427__1.294427	39492__D4JX87__EUBSIR_00361
ERR1913210.294434__1.294434	39492__D4MJF3__EUBSIR_02248
ERR1913210.294810__1.294810	204516__U6R9E7__HMPREF1534_03313
ERR1913210.294820__1.294820	871324__A0A1M6M745__SAMN05444350_16416
ERR1913210.294853__1.294853	1263000__R5EF81__BN466_01170
ERR1913210.295072__1.295072	40520__R7DDE2__mglA_2
ERR1913210.295319__1.295319	189722__E0NQU7__HMPREF0658_0548
ERR1913210.295366__1.295366	1262746__R5SS80__BN750_02125
ERR1913210.295489__1.295489	55884__GeneID:935206
ERR1913210.295640__1.295640	244366__A0A0J5B288__SAMEA3727622_04327
ERR1913210.295718__1.295718	239935__A0A139TPG3__CXT86_08810
ERR1913210.295816__1.295816	820__R9I324__HMPREF2141_02414
ERR1913210.295867__1.295867	1262921__R5M3E4__BN473_00712
ERR1913210.296112__1.296112	246787__A0A108T429__BACCELL_00192
ERR1913210.296167__1.296167	1160721__W0U2W0__BHW50_02075
ERR1913210.296087__1.296087	1262882__R5MKV8__BN519_01281
ERR1913210.296185__1.296185	820__R9I3N4__M093_0061
ERR1913210.296218__1.296218	214856__A0A175A6T5__ERS852447_02658
ERR1913210.296873__1.296873	39492__D4MIK7__EUBSIR_00676
ERR1913210.296880__1.296880	853__A0A2A7B1Y7__C7K05_11930
ERR1913210.296971__1.296971	1686__A0A0A7I3Y0__BCAT_0293
ERR1913210.296976__1.296976	246787__R6LGA6__tmoS_11
ERR1913210.296983__1.296983	246787__A0A0P0GUU5__BACCELL_02894
ERR1913210.297111__1.297111	166486__D4L1L1__ROSINTL182_05277
ERR1913210.297125__1.297125	823__A0A174XJM9__CEQ22_007230
ERR1913210.297245__1.297245	1262882__R5MEW7__BN519_00010
ERR1913210.297466__1.297466	28117__B0MWP2__ALIPUT_01468
ERR1913210.297486__1.297486	1147144__GeneID:14182120
ERR1913210.297842__1.297842	1150298__A0A174PHI0__ERS852498_00826
ERR1913210.297921__1.297921	310298__B3JEV6__BACCOP_00400
ERR1913210.297933__1.297933	33039__D4M1J4__ERS852390_02215
ERR1913210.297936__1.297936	1147144__GeneID:14182140
ERR1913210.298138__1.298138	823__A0A355XLH0__fepA_1
ERR1913210.298173__1.298173	39492__A0A174ZG93__EUBSIR_00254
ERR1913210.298312__1.298312	1261__D3MR67__SAMN05660467_01650
ERR1913210.298369__1.298369	563769__GeneID:6973141
ERR1913210.298394__1.298394	357276__I9F327__DXD47_22495
ERR1913210.298400__1.298400	563769__GeneID:6973157
ERR1913210.298503__1.298503	1262882__R5MZZ3__BN519_00482
ERR1913210.298439__1.298439	1262882__R5MYS9__BN519_00290
ERR1913210.298510__1.298510	10678__GeneID:2777447
ERR1913210.298543__1.298543	357276__I8WBQ9__HMPREF1065_03212
ERR1913210.298761__1.298761	823__A0A355XF06__B5F32_11480
ERR1913210.298878__1.298878	46228__V8CC14__HMPREF1202_00614
ERR1913210.298974__1.298974	1796613__I8YN26__ADH74_13170
ERR1913210.299295__1.299295	357276__B6W1Y5__IY41_11405
ERR1913210.299381__1.299381	33039__R6P9Z4__ERS852502_00114
ERR1913210.299332__1.299332	1965542__A0A1Y4UU91__B5E53_18620
ERR1913210.299469__1.299469	239935__A0A139TVJ4__CXT86_02020
ERR1913210.299665__1.299665	1262882__R5MRS7__BN519_01490
ERR1913210.299777__1.299777	820__A7VAS1__HMPREF2141_03259
ERR1913210.299872__1.299872	562__P26458__cydB
ERR1913210.299834__1.299834	562__P52045__CW278_17595
ERR1913210.299907__1.299907	820__A0A174KKV6__DXC07_02635
ERR1913210.299988__1.299988	820__A0A174CK74__DXB48_07060
ERR1913210.300004__1.300004	610243__A0A060QJF7__ASAP_2763
ERR1913210.300115__1.300115	823__A6LEF1__CF162_12695
ERR1913210.300117__1.300117	10678__GeneID:2777439
ERR1913210.300100__1.300100	410072__C0BF38__DXD67_15395
ERR1913210.300274__1.300274	823__A0A078S9Y4__M096_1441
ERR1913210.300602__1.300602	626931__K9E990__DXB65_17365
ERR1913210.300729__1.300729	40518__A0A373KL92__RBATCC27255_01378
ERR1913210.300833__1.300833	10678__GeneID:2777387
ERR1913210.300906__1.300906	820__A0A1T4IYF4__mprA_1
ERR1913210.300932__1.300932	1262882__R5MLA4__BN519_01536
ERR1913210.300934__1.300934	1099853__U5CMJ0__NSB1T_01275
ERR1913210.301062__1.301062	10868__GeneID:1261859
ERR1913210.301100__1.301100	28117__B0MXR1__BHV66_08035
ERR1913210.301134__1.301134	1262921__R5MFA8__BN473_00594
