ERR1913049.341__1.341	1262886__R6QAT8__BN563_00993
ERR1913049.999783__1.999783	853__A8SCP3__C4N26_07960
ERR1913049.999904__1.999904	901__A0A1K1LG50__DESPIG_01817
ERR1913049.1000624__1.1000624	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.1001032__1.1001032	1262743__R5C054__BN727_01980
ERR1913049.1001152__1.1001152	1262911__R6GXS5__BN557_00160
ERR1913049.1001445__1.1001445	40520__A0A174IJ62__DXC87_06795
ERR1913049.1001850__1.1001850	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913049.1001983__1.1001983	1262927__R7EX56__BN677_00089
ERR1913049.1001987__1.1001987	1263000__R5EMZ8__BN466_00707
ERR1913049.1002516__1.1002516	1263000__R5EHI3__BN466_01684
ERR1913049.1002867__1.1002867	28117__R7JJM9__ALIPUT_00662
ERR1913049.1002924__1.1002924	1263000__R5EGY7__BN466_01478
ERR1913049.1003422__1.1003422	1501391__GCA_000786575.1_00115
ERR1913049.1003429__1.1003429	1262927__R7EX56__BN677_00089
ERR1913049.1003434__1.1003434	216816__C2GTH2__CE159_03580
ERR1913049.1003489__1.1003489	1550024__G9RQ59__TQ39_14360
ERR1913049.1003571__1.1003571	28117__B0MTV3__BHV66_06405
ERR1913049.1003935__1.1003935	853__D4KAK8__C4N21_13380
ERR1913049.1004361__1.1004361	166486__D4KWN4__ERS852572_01865
ERR1913049.1004578__1.1004578	1150298__A0A174S2H3__spoIIQ
ERR1913049.1004754__1.1004754	357276__B6W1J2__BACDOR_03380
ERR1913049.1004818__1.1004818	446660__GCA_003428235.1_02376
ERR1913049.1004867__1.1004867	28117__B0MTY2__BHV66_06485
ERR1913049.1005420__1.1005420	166486__D4KYW5__ROSINTL182_05595
ERR1913049.1005513__1.1005513	28117__B0MXU0__BHV66_07550
ERR1913049.1005523__1.1005523	1897011__A0A1Q6RDI4__BHW41_05605
ERR1913049.1005761__1.1005761	1262948__R7EH06__BN671_00087
ERR1913049.1005992__1.1005992	901__B6WUY7__DHV46_11425
ERR1913049.1006052__1.1006052	166486__D4KVZ2__cbiT
ERR1913049.1006225__1.1006225	821__A0A174V2F3__NCTC10583_01474
ERR1913049.1006300__1.1006300	1262942__R7QUX7__BN520_00660
ERR1913049.1006398__1.1006398	853__A0A173RZ39__C4N22_01650
ERR1913049.1006532__1.1006532	901__B6WY04__BHW59_00740
ERR1913049.1006539__1.1006539	1262927__R7EX56__BN677_00089
ERR1913049.1007194__1.1007194	29361__B6FKH5__CLONEX_00621
ERR1913049.1007660__1.1007660	28117__B0MSR5__BHV66_02095
ERR1913049.1008245__1.1008245	853__A0A173YYY4__DWZ04_09420
ERR1913049.1008471__1.1008471	166486__D4KZ95__ERS852572_03327
ERR1913049.1008873__1.1008873	901__B6WXH1__DESPIGER_1644
ERR1913049.1009468__1.1009468	28117__B0MU76__ALIPUT_00202
ERR1913049.1009489__1.1009489	901__B6WRK3__DESPIG_00694
ERR1913049.1009609__1.1009609	901__B6WR27__lnt
ERR1913049.1009663__1.1009663	172901__A0A2U1B6L4__C8D82_10781
ERR1913049.1009753__1.1009753	88431__A0A3D0F1X8__ERS852408_00673
ERR1913049.1010026__1.1010026	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913049.1010031__1.1010031	1501391__GCA_000786575.1_00006
ERR1913049.1010134__1.1010134	28117__B0MT86__BHV66_02450
ERR1913049.1010553__1.1010553	853__A0A173RZ39__C4N22_01650
ERR1913049.1010813__1.1010813	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913049.1010897__1.1010897	1262927__R7EX56__BN677_00089
ERR1913049.1011010__1.1011010	1263044__GCA_000433375.1_00682
ERR1913049.1011146__1.1011146	28052__R5HJU0__ERS852451_00148
ERR1913049.1011174__1.1011174	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.1011465__1.1011465	1262911__R6H212__BN557_01031
ERR1913049.1011556__1.1011556	853__A0A173RZ39__C4N22_01650
ERR1913049.1011676__1.1011676	901__B6WPV2__DHV46_04070
ERR1913049.1011704__1.1011704	1550024__A0A0D8IWU5__TQ39_13940
ERR1913049.1011774__1.1011774	39486__G1WNZ7__DXB36_05440
ERR1913049.1011852__1.1011852	1262927__R7EX56__BN677_00089
ERR1913049.1012497__1.1012497	1263044__GCA_000433375.1_03022
ERR1913049.1013687__1.1013687	901__B6WQQ5__DHV46_03695
ERR1913049.1014141__1.1014141	214856__R6Y0B9__ERS852559_00164
ERR1913049.1014271__1.1014271	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913049.1014537__1.1014537	901__B6WQD5__DESPIG_00255
ERR1913049.1014672__1.1014672	901__B6WSJ1__DESPIGER_0735
ERR1913049.1014848__1.1014848	853__A0A174C5M1__CGS58_04460
ERR1913049.1014853__1.1014853	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.1014960__1.1014960	1262743__R5C054__BN727_01980
ERR1913049.1015220__1.1015220	901__B6WV45__DESPIGER_1962
ERR1913049.1015623__1.1015623	901__B6WY11__DESPIGER_1484
ERR1913049.1015698__1.1015698	166486__D4L0L1__ROSINTL182_08075
ERR1913049.1016200__1.1016200	39486__B0G3R8__DXB12_09875
ERR1913049.1016369__1.1016369	28117__B0MY34__BHV66_05195
ERR1913049.1016544__1.1016544	821__A0A174NM17__lacZ_6
ERR1913049.1016523__1.1016523	853__C7H7F8__yccM_1
ERR1913049.1016755__1.1016755	166486__D4KZA5__ERS852572_03317
ERR1913049.1016792__1.1016792	901__B6WWW5__DESPIGER_2454
ERR1913049.1017008__1.1017008	28117__B0MTH2__ALIPUT_00061
ERR1913049.1017400__1.1017400	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.1017999__1.1017999	1263000__R5EQI3__BN466_00125
ERR1913049.1018426__1.1018426	28117__B0MXL6__ALIPUT_01851
ERR1913049.1018447__1.1018447	1897011__A0A1Q6REW8__BHW41_04435
ERR1913049.1018475__1.1018475	166486__D4KPQ7__ROSINTL182_09065
ERR1913049.1018701__1.1018701	214856__R5UN64__ERS852447_02669
ERR1913049.1018768__1.1018768	28117__B0MXG8__ALIPUT_01814
ERR1913049.1018857__1.1018857	1235835__R9LCU2__C814_02677
ERR1913049.1019546__1.1019546	147206__GCF_000156215.1_01776
ERR1913049.1019678__1.1019678	1897011__A0A1Q6RE67__BHW41_04635
ERR1913049.1019740__1.1019740	166486__A0A173VSA0__ROSINTL182_06124
ERR1913049.1019971__1.1019971	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913049.1020111__1.1020111	246787__A0A108T1Y3__fepA_8
ERR1913049.1020121__1.1020121	1235835__R9LCU2__C814_02677
ERR1913049.1020149__1.1020149	147206__GCF_000156215.1_00014
ERR1913049.1020283__1.1020283	74426__sigA
ERR1913049.1020427__1.1020427	1203556__S3AD37__HMPREF1478_00070
ERR1913049.1020864__1.1020864	901__B6WXF1__DESPIGER_1660
ERR1913049.1021062__1.1021062	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913049.1021117__1.1021117	1262927__R7EX56__BN677_00089
ERR1913049.1021175__1.1021175	487174__K0X079__DIT83_00640
ERR1913049.1021444__1.1021444	1262927__R7EX56__BN677_00089
ERR1913049.1021484__1.1021484	28117__B0MXG8__ALIPUT_01814
ERR1913049.1021762__1.1021762	1263000__R5EKR4__BN466_01609
ERR1913049.1021866__1.1021866	901__B6WR00__DESPIGER_0128
ERR1913049.1021896__1.1021896	1262927__R7EX56__BN677_00089
ERR1913049.1023040__1.1023040	216816__D6DBD5__DXC32_04335
ERR1913049.1023183__1.1023183	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913049.1023347__1.1023347	39496__A5Z3I6__EUBVEN_00232
ERR1913049.1023541__1.1023541	901__B6WUL1__DESPIG_01755
ERR1913049.1023829__1.1023829	1501391__GCA_000786575.1_00115
ERR1913049.1023950__1.1023950	1897011__A0A1Q6RCU3__BHW41_05920
ERR1913049.1024113__1.1024113	820__A0A174LJB2__HMPREF1072_04112
ERR1913049.1024176__1.1024176	28117__B0MY34__BHV66_05195
ERR1913049.1024497__1.1024497	901__B6WXI1__DESPIGER_1636
ERR1913049.1024825__1.1024825	745368__A0A1T4X6K8__SAMN02745178_01452
ERR1913049.1025232__1.1025232	1262927__R7EX56__BN677_00089
ERR1913049.1025319__1.1025319	166486__D4L2Y9__ROSINTL182_06221
ERR1913049.1025797__1.1025797	1262927__R7EX56__BN677_00089
ERR1913049.1026010__1.1026010	817__A0A149N485__HMPREF1056_02940
ERR1913049.1026366__1.1026366	214856__R5UN64__ERS852447_02669
ERR1913049.1026852__1.1026852	28117__B0MXW9__ALIPUT_01981
ERR1913049.1027001__1.1027001	216816__E8MVM4__APC1480_1562
ERR1913049.1027023__1.1027023	46228__B5CQB8__RUMLAC_01663
ERR1913049.1027057__1.1027057	1263044__GCA_000433375.1_02420
ERR1913049.1027453__1.1027453	820__A0A374Q854__HMPREF1073_03281
ERR1913049.1027542__1.1027542	823__E1YV41__BDI_1376
ERR1913049.1027735__1.1027735	1262927__R7EX56__BN677_00089
ERR1913049.1027892__1.1027892	166486__D4KWR9__dapF_1
ERR1913049.1028055__1.1028055	821__A0A174NM17__lacZ_6
ERR1913049.1028065__1.1028065	204516__U6RFB2__HMPREF1534_01733
ERR1913049.1028425__1.1028425	1262911__R6H0S8__BN557_01079
ERR1913049.1028457__1.1028457	216816__B7GTR6__BLD_0992
ERR1913049.1028772__1.1028772	818__R7KLE6__BJP75_004275
ERR1913049.1028986__1.1028986	1501391__GCA_000786575.1_00081
ERR1913049.1029368__1.1029368	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.1029402__1.1029402	487174__K0X3U2__DIT83_02455
ERR1913049.1029414__1.1029414	1262927__R7EX56__BN677_00089
ERR1913049.1029560__1.1029560	1262911__R6GHG8__BN557_01301
ERR1913049.1029771__1.1029771	2108523__A0A2P2F7Y8__LAWASA_2127
ERR1913049.1029886__1.1029886	853__A0A173YYY4__DWZ04_09420
ERR1913049.1030385__1.1030385	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913049.1030599__1.1030599	1263000__R5EXT3__BN466_02213
ERR1913049.1031074__1.1031074	1262927__R7EX56__BN677_00089
ERR1913049.1031138__1.1031138	454154__G5SSX4__HMPREF9441_02474
ERR1913049.1031193__1.1031193	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.1031388__1.1031388	1393034__GCA_001552785.1_00502
ERR1913049.1031540__1.1031540	901__A0A1K1LG50__DESPIG_01817
ERR1913049.1031619__1.1031619	28118__F9ZCN9__DHW44_07820
ERR1913049.1031673__1.1031673	28117__B0MVL2__BHV66_01645
ERR1913049.1032034__1.1032034	28117__B0MZ50__ALIPUT_02424
ERR1913049.1032053__1.1032053	28117__B0MVL5__BHV66_01660
ERR1913049.1032228__1.1032228	1897011__A0A1Q6RH97__BHW41_01945
ERR1913049.1032334__1.1032334	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913049.1032634__1.1032634	1262886__R6Q7L1__BN563_00804
ERR1913049.1032711__1.1032711	2108523__A0A2P2F4W7__LAWASA_1054
ERR1913049.1032719__1.1032719	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.1032743__1.1032743	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.1032867__1.1032867	166486__D4KW03__ERS852572_03114
ERR1913049.1032908__1.1032908	1263044__GCA_000433375.1_01728
ERR1913049.1033140__1.1033140	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913049.1033161__1.1033161	853__E2ZGD9__C7J97_11715
ERR1913049.1033175__1.1033175	376805__F0R8B1__Bacsa_3573
ERR1913049.1033415__1.1033415	376805__F0R8B1__Bacsa_3573
ERR1913049.1033486__1.1033486	28117__B0MTV3__BHV66_06405
ERR1913049.1033504__1.1033504	28117__B0MY41__BHV66_05165
ERR1913049.1033644__1.1033644	1897011__A0A1Q6RHX0__BHW41_00740
ERR1913049.1034030__1.1034030	1262911__R6GP42__BN557_00222
ERR1913049.1034655__1.1034655	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913049.1034678__1.1034678	901__B6WUL1__DESPIG_01755
ERR1913049.1034869__1.1034869	1263000__R5EFA7__BN466_01197
ERR1913049.1034928__1.1034928	1897011__A0A1Q6RH97__BHW41_01945
ERR1913049.1034949__1.1034949	1262927__R7EX56__BN677_00089
ERR1913049.1035010__1.1035010	1263000__R5EVY6__BN466_01709
ERR1913049.1035088__1.1035088	823__A0A174RH99__ERS852380_00691
ERR1913049.1035293__1.1035293	1262911__R6GT76__BN557_01150
ERR1913049.1035297__1.1035297	28117__B0MVL5__BHV66_01660
ERR1913049.1035561__1.1035561	28117__B0MZ50__ALIPUT_02424
ERR1913049.1035677__1.1035677	1628085__A0A2U1BAW1__C7386_11048
ERR1913049.1035881__1.1035881	1262911__R6H2J2__BN557_01228
ERR1913049.1036032__1.1036032	1150298__R7JSE8__coaX_1
ERR1913049.1036227__1.1036227	214856__R6Y7P0__ERS852447_00307
ERR1913049.1036360__1.1036360	820__A0A174KKV6__DXC07_02635
ERR1913049.1036313__1.1036313	46228__V8C3Z1__RUMLAC_02619
ERR1913049.1036595__1.1036595	28117__B0MVL2__BHV66_01645
ERR1913049.1036620__1.1036620	1897011__A0A1Q6RE67__BHW41_04635
ERR1913049.1036666__1.1036666	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913049.1036749__1.1036749	901__B6WVE0__DESPIG_02056
ERR1913049.1036822__1.1036822	147206__GCF_000156215.1_01776
ERR1913049.1037196__1.1037196	1897011__A0A1Q6RFC7__BHW41_03540
ERR1913049.1037419__1.1037419	901__B6WXF1__DESPIGER_1660
ERR1913049.1037534__1.1037534	901__B6WR27__lnt
ERR1913049.1037522__1.1037522	853__A0A2A7B1Y7__C7K05_11930
ERR1913049.1037983__1.1037983	853__A0A2A7B1Y7__C7K05_11930
ERR1913049.1037974__1.1037974	1263000__R5ELA0__BN466_02255
ERR1913049.1038401__1.1038401	626929__F3PDW3__SAMN05444376_3036
ERR1913049.1038553__1.1038553	1150298__A0A173ZPH3__rnhA
ERR1913049.1038690__1.1038690	1262927__R7EX56__BN677_00089
ERR1913049.1038764__1.1038764	214856__A0A173YXX1__ERS852559_01651
ERR1913049.1038793__1.1038793	166486__R6AY46__ROSINTL182_06128
ERR1913049.1038841__1.1038841	901__B6WX14__mviN
ERR1913049.1038927__1.1038927	853__A0A174BA00__DW905_01145
ERR1913049.1039094__1.1039094	853__A0A174BA00__DW905_01145
ERR1913049.1039179__1.1039179	28117__B0MY36__BHV66_05185
ERR1913049.1039400__1.1039400	901__B6WPV2__DHV46_04070
ERR1913049.1039501__1.1039501	28117__B0N028__BHV66_05935
ERR1913049.1039581__1.1039581	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.1039685__1.1039685	823__A6LER2__ERS852513_00365
ERR1913049.1039813__1.1039813	901__B6WUW8__DESPIGER_1921
ERR1913049.1039818__1.1039818	626929__R6LKK1__B5F24_07400
ERR1913049.1039987__1.1039987	328814__GCA_004558275.1_01005
ERR1913049.1040169__1.1040169	301301__A0A173ZW33__RHOM_02600
ERR1913049.1040250__1.1040250	853__A0A2A7B1Y7__C7K05_11930
ERR1913049.1040458__1.1040458	28117__B0MY34__BHV66_05195
ERR1913049.1041002__1.1041002	46228__V8BLL4__HMPREF1202_02582
ERR1913049.1041453__1.1041453	1262927__R7EX56__BN677_00089
ERR1913049.1041540__1.1041540	901__B6WVR4__DESPIGER_2125
ERR1913049.1041856__1.1041856	216816__B7GTR6__BLD_0992
ERR1913049.1041916__1.1041916	487174__K0X1D9__HMPREF9448_00919
ERR1913049.1042304__1.1042304	901__B6WXI1__DESPIGER_1636
ERR1913049.1042331__1.1042331	166486__D4L1H3__sacC
ERR1913049.1042561__1.1042561	1150298__A0A174QSN4__rpoD
ERR1913049.1043289__1.1043289	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.1043514__1.1043514	376805__F0QZX4__Bacsa_0543
ERR1913049.1043736__1.1043736	1262913__R7JEY4__BN646_02004
ERR1913049.1043851__1.1043851	1262927__R7EX56__BN677_00089
ERR1913049.1043889__1.1043889	166486__R6AZI2__ydaF
ERR1913049.1043996__1.1043996	214856__A0A174ZZS1__ERS852559_01484
ERR1913049.1044008__1.1044008	626929__F3PGY0__SAMN05444376_1243
ERR1913049.1044142__1.1044142	1378168__V2YA11__N510_02528
ERR1913049.1044353__1.1044353	1262945__R6YJW5__BN600_00526
ERR1913049.1044527__1.1044527	74426__rpoB
ERR1913049.1044908__1.1044908	28117__B0MXW9__ALIPUT_01981
ERR1913049.1045042__1.1045042	1262927__R7EX56__BN677_00089
ERR1913049.1045272__1.1045272	853__A0A174C5M1__CGS58_04460
ERR1913049.1045303__1.1045303	901__B6WXD6__DHV46_02215
ERR1913049.1045342__1.1045342	823__D0TCC2__HMPREF1075_01590
ERR1913049.1045522__1.1045522	901__B6WXH1__DESPIGER_1644
ERR1913049.1045946__1.1045946	214856__I3YMN6__Alfi_1938
ERR1913049.1046113__1.1046113	901__B6WUH5__DESPIGER_1779
ERR1913049.1046193__1.1046193	901__B6WR31__DESPIG_00511
ERR1913049.1046430__1.1046430	214856__I3YPP2__Alfi_2700
ERR1913049.1046812__1.1046812	487174__K0WX10__DIT83_10030
ERR1913049.1046885__1.1046885	28117__B0MTV3__BHV66_06405
ERR1913049.1047092__1.1047092	33025__A0A395JE82__C8D73_101732
ERR1913049.1047145__1.1047145	39491__D4JMW8__ERS852497_01971
ERR1913049.1047362__1.1047362	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913049.1047557__1.1047557	214856__A0A174ZLY7__ERS852447_02456
ERR1913049.1047563__1.1047563	74426__purL
ERR1913049.1047580__1.1047580	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.1047856__1.1047856	626930__F3PVE2__HMPREF9446_02720
ERR1913049.1048148__1.1048148	328814__GCA_004558275.1_00079
ERR1913049.1048236__1.1048236	901__B6WVN3__DHV46_02690
ERR1913049.1048274__1.1048274	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913049.1048313__1.1048313	901__B6WQ99__BHW59_02695
ERR1913049.1048470__1.1048470	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913049.1048766__1.1048766	1262927__R7EX56__BN677_00089
ERR1913049.1049181__1.1049181	1262927__R7EX56__BN677_00089
ERR1913049.1049110__1.1049110	74426__purL
ERR1913049.1049289__1.1049289	1897011__A0A1Q6RF88__BHW41_03295
ERR1913049.1049568__1.1049568	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1913049.1049589__1.1049589	821__A0A395VIK7__BVU_1225
ERR1913049.1049694__1.1049694	39485__A0A174YTW2__EUBELI_20520
ERR1913049.1049806__1.1049806	1897011__A0A1Q6RF44__BHW41_03065
ERR1913049.1049975__1.1049975	2108523__A0A2P2F504__LAWASA_1087
ERR1913049.1050008__1.1050008	216816__A0A2U0BLP0__tsaB
ERR1913049.1050296__1.1050296	901__B6WRB3__DESPIGER_0300
ERR1913049.1050379__1.1050379	1262886__R6QD45__BN563_01703
ERR1913049.1050386__1.1050386	901__B6WQT6__DESPIG_00415
ERR1913049.1050473__1.1050473	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913049.1050744__1.1050744	901__B6WTQ4__DESPIGER_1255
ERR1913049.1050712__1.1050712	214856__I3YPQ4__Alfi_2712
ERR1913049.1051161__1.1051161	166486__D4KWX6__slyA_1
ERR1913049.1051332__1.1051332	328814__GCA_004558275.1_01005
ERR1913049.1051514__1.1051514	901__B6WTQ4__DESPIGER_1255
ERR1913049.1051879__1.1051879	1263006__R6LKF3__BN515_02083
ERR1913049.1052119__1.1052119	901__B6WXH2__DESPIGER_1643
ERR1913049.1052219__1.1052219	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.1052287__1.1052287	1262927__R7EX56__BN677_00089
ERR1913049.1052353__1.1052353	1263000__R5ESM1__BN466_01440
ERR1913049.1052820__1.1052820	2173__A0A1D2WT64__METSMIALI_01143
ERR1913049.1053006__1.1053006	292800__A0A1C7FQ87__atpH
ERR1913049.1053096__1.1053096	1262889__R7HB16__BN634_02255
ERR1913049.1053405__1.1053405	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913049.1053443__1.1053443	166486__D4L402__ROSINTL182_05182
ERR1913049.1053652__1.1053652	1262911__R6H2J2__BN557_01228
ERR1913049.1054027__1.1054027	1263000__R5EQI3__BN466_00125
ERR1913049.1054069__1.1054069	328814__GCA_004558275.1_01000
ERR1913049.1054032__1.1054032	649756__L1PXG6__CL2_21620
ERR1913049.1054105__1.1054105	360807__A0A173WE18__prkC_2
ERR1913049.1054491__1.1054491	487174__K0X7X4__DIT83_09125
ERR1913049.1054509__1.1054509	166486__D4KZY5__ROSINTL182_07635
ERR1913049.1054978__1.1054978	1897011__A0A1Q6RE78__BHW41_04770
ERR1913049.1055023__1.1055023	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.1055506__1.1055506	901__B6WY50__DESPIGER_1446
ERR1913049.1055655__1.1055655	853__D4K7X0__DW905_09540
ERR1913049.1055735__1.1055735	901__B6WR13__DHV46_00815
ERR1913049.1056371__1.1056371	39485__A0A174YYW2__benM
ERR1913049.1056520__1.1056520	35833__E5Y6S3__HMPREF0179_01886
ERR1913049.1056652__1.1056652	1262886__R6QNJ6__BN563_00594
ERR1913049.1056713__1.1056713	745368__A0A1T4XV62__SAMN02745178_02335
ERR1913049.1056754__1.1056754	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.1056771__1.1056771	817__A0A015ZG63__M138_3555
ERR1913049.1057320__1.1057320	446660__GCA_003428235.1_01040
ERR1913049.1057474__1.1057474	214856__R5UN64__ERS852447_02669
ERR1913049.1057821__1.1057821	1262911__R6HJT1__BN557_00291
ERR1913049.1058027__1.1058027	166486__D4L255__mcp4_5
ERR1913049.1058326__1.1058326	39496__A5Z5I2__EUBVEN_00963
ERR1913049.1058652__1.1058652	821__A0A174WBC9__ERS852556_03145
ERR1913049.1058960__1.1058960	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913049.1058962__1.1058962	166486__D4KXZ4__ROSINTL182_05055
ERR1913049.1059072__1.1059072	1262777__R5VKT1__BN512_00180
ERR1913049.1059190__1.1059190	328814__GCA_004558275.1_00987
ERR1913049.1059880__1.1059880	1628085__A0A2U1BG30__C7386_102206
ERR1913049.1059937__1.1059937	1472761__GCA_002159295.1_00899
ERR1913049.1059977__1.1059977	46228__B5CPU2__HMPREF1202_00621
ERR1913049.1060096__1.1060096	39488__A0A285PUH7__ERS852450_00520
ERR1913049.1060089__1.1060089	1297617__A0A2U1CDK7__IB211_00835c
ERR1913049.1060291__1.1060291	1897011__A0A1Q6RH85__BHW41_01750
ERR1913049.1060578__1.1060578	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.1060678__1.1060678	1150298__R7JUS7__ytlR
ERR1913049.1060966__1.1060966	1262992__R5DC57__BN795_01509
ERR1913049.1061106__1.1061106	446660__GCA_003428235.1_02337
ERR1913049.1061118__1.1061118	166486__D4KJ39__ERS852572_02622
ERR1913049.1061438__1.1061438	1262911__R6GKS1__BN557_00184
ERR1913049.1062082__1.1062082	649756__A0A173S591__CL2_28060
ERR1913049.1062266__1.1062266	901__B6WTS6__DESPIG_01483
ERR1913049.1062506__1.1062506	1628085__A0A374VRS5__C7386_10481
ERR1913049.1062814__1.1062814	214856__I3YMC8__ERS852447_02666
ERR1913049.1062852__1.1062852	39491__A0A395ZE48__DXB76_02395
ERR1913049.1062988__1.1062988	901__B6WVE0__DESPIG_02056
ERR1913049.1063209__1.1063209	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.1063216__1.1063216	1262927__R7EX56__BN677_00089
ERR1913049.1063527__1.1063527	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.1063706__1.1063706	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913049.1063779__1.1063779	853__A0A173RZ39__C4N22_01650
ERR1913049.1063820__1.1063820	1262927__R7EX56__BN677_00089
ERR1913049.1064025__1.1064025	46228__B5CKT3__RUMLAC_00047
ERR1913049.1064237__1.1064237	1501391__GCA_000786575.1_00052
ERR1913049.1064238__1.1064238	1501391__GCA_000786575.1_00052
ERR1913049.1064330__1.1064330	1263000__R5EQI3__BN466_00125
ERR1913049.1065030__1.1065030	1263000__R5EXT3__BN466_02213
ERR1913049.1065073__1.1065073	853__A0A2A7B9I6__DW855_13690
ERR1913049.1065112__1.1065112	1263000__R5EKG2__BN466_02040
ERR1913049.1065308__1.1065308	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913049.1065408__1.1065408	214856__I3YPQ3__Alfi_2711
ERR1913049.1065834__1.1065834	901__B6WXF1__DESPIGER_1660
ERR1913049.1065864__1.1065864	901__B6WXN9__DESPIGER_1568
ERR1913049.1065996__1.1065996	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.1066044__1.1066044	39486__B0GA07__DXD18_03830
ERR1913049.1066064__1.1066064	1262927__R7EX56__BN677_00089
ERR1913049.1066312__1.1066312	901__B6WXF1__DESPIGER_1660
ERR1913049.1066354__1.1066354	166486__D4L334__mcp3_1
ERR1913049.1066677__1.1066677	39486__B0G8H8__DXD10_14350
ERR1913049.1067201__1.1067201	1262911__R6GT76__BN557_01150
ERR1913049.1067247__1.1067247	1262927__R7EX56__BN677_00089
ERR1913049.1067411__1.1067411	166486__D4L337__msbA_4
ERR1913049.1067451__1.1067451	821__A0A174T998__DXB82_10860
ERR1913049.1067507__1.1067507	46228__B5CQB7__DXD17_07960
ERR1913049.1067559__1.1067559	214856__A0A173W3Y5__ERS852559_02032
ERR1913049.1067670__1.1067670	1897011__A0A1Q6RIQ9__BHW41_00470
ERR1913049.1068131__1.1068131	821__A0A173WG51__BVU_2549
ERR1913049.1068265__1.1068265	47678__R5UER2__CGC64_00710
ERR1913049.1068292__1.1068292	216816__E8MVM4__APC1480_1562
ERR1913049.1068324__1.1068324	1897011__A0A1Q6RFG1__BHW41_03725
ERR1913049.1068394__1.1068394	28117__B0MY36__BHV66_05185
ERR1913049.1068402__1.1068402	821__I9R3W6__DXC16_12455
ERR1913049.1068525__1.1068525	39492__D4JWY0__EUBSIR_01648
ERR1913049.1068613__1.1068613	901__A0A1K1LG50__DESPIG_01817
ERR1913049.1068630__1.1068630	166486__D4KX18__ROSINTL182_07596
ERR1913049.1068759__1.1068759	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.1068790__1.1068790	1262927__R7EX56__BN677_00089
ERR1913049.1068933__1.1068933	1897011__A0A1Q6RC30__BHW41_06700
ERR1913049.1068953__1.1068953	901__A0A1K1LG50__DESPIG_01817
ERR1913049.1069311__1.1069311	338188__A0A174ETX3__ERS852397_01955
ERR1913049.1069545__1.1069545	28117__B0MVL2__BHV66_01645
ERR1913049.1069785__1.1069785	821__D4VD59__BHV80_04260
ERR1913049.1069838__1.1069838	821__A6L0C7__ERS852556_03520
ERR1913049.1070023__1.1070023	901__B6WTQ4__DESPIGER_1255
ERR1913049.1070041__1.1070041	1897011__A0A1Q6REU9__BHW41_04345
ERR1913049.1070051__1.1070051	28117__B0MY40__BHV66_05170
ERR1913049.1070353__1.1070353	901__B6WUN9__DESPIGER_1850
ERR1913049.1070462__1.1070462	394340__nifJ
ERR1913049.1070568__1.1070568	394340__purL
ERR1913049.1070737__1.1070737	853__A0A173T0Y8__CGS54_07215
ERR1913049.1070901__1.1070901	821__A0A174MBW9__SAMN04487923_10272
ERR1913049.1070992__1.1070992	820__A7V470__HMPREF1072_02076
ERR1913049.1070999__1.1070999	166486__D4KWX0__ERS852572_01785
ERR1913049.1070939__1.1070939	214856__I3YPN5__Alfi_2693
