ERR1913049.341__1.341	1262886__R6QAT8__BN563_00993
ERR1913049.875822__1.875822	28117__B0MT73__ALIPUT_00412
ERR1913049.876072__1.876072	1262927__R7EX56__BN677_00089
ERR1913049.876171__1.876171	166486__D4KYD7__ERS852572_03817
ERR1913049.876239__1.876239	357276__B6W1J2__BACDOR_03380
ERR1913049.877108__1.877108	1897011__A0A1Q6REX7__BHW41_04490
ERR1913049.877158__1.877158	166486__D4L337__msbA_4
ERR1913049.877973__1.877973	46228__V8C4T8__RUMLAC_02058
ERR1913049.878152__1.878152	1262743__R5C9G8__BN727_01341
ERR1913049.878174__1.878174	166486__D4KUE4__ROSINTL182_08606
ERR1913049.878208__1.878208	1628085__A0A2U1BCH3__C7386_10746
ERR1913049.878212__1.878212	394340__fabF
ERR1913049.878251__1.878251	1263000__R5EV67__BN466_01611
ERR1913049.878260__1.878260	1262911__R6GTZ4__BN557_01440
ERR1913049.878302__1.878302	853__E2ZGD9__C7J97_11715
ERR1913049.878328__1.878328	1263000__R5EU91__BN466_01432
ERR1913049.878497__1.878497	1262927__R7EX56__BN677_00089
ERR1913049.878553__1.878553	1099853__G9S6N8__NSB1T_13280
ERR1913049.878560__1.878560	901__B6WTW8__DESPIGER_1202
ERR1913049.878604__1.878604	487174__K0X1H0__DDY40_11080
ERR1913049.878614__1.878614	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.878952__1.878952	552398__F4XHN7__HMPREF0866_03141
ERR1913049.879014__1.879014	214856__R5UN64__ERS852447_02669
ERR1913049.879148__1.879148	901__B6WVE0__DESPIG_02056
ERR1913049.879472__1.879472	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.879534__1.879534	116085__D4J9Q0__DW747_03420
ERR1913049.880217__1.880217	357276__B6W5Q7__DXD47_13945
ERR1913049.880242__1.880242	552398__F4XCR9__HMPREF0866_01636
ERR1913049.880375__1.880375	674529__R6V9C9__DXB21_16435
ERR1913049.880464__1.880464	1262927__R7EX56__BN677_00089
ERR1913049.880689__1.880689	487174__K0X3U2__DIT83_02455
ERR1913049.881297__1.881297	853__A8SB03__C4Q21_07960
ERR1913049.881555__1.881555	487174__K0WUJ8__DIT83_08050
ERR1913049.881653__1.881653	39491__A0A174K9A3__DXB69_07785
ERR1913049.881744__1.881744	214856__I3YMN6__Alfi_1938
ERR1913049.882171__1.882171	28117__R7JJM9__ALIPUT_00662
ERR1913049.882289__1.882289	39491__C4ZCV7__ERE_23110
ERR1913049.883239__1.883239	1263000__R5EC87__BN466_00713
ERR1913049.883289__1.883289	214856__R6Y7P0__ERS852447_00307
ERR1913049.883333__1.883333	1897011__A0A1Q6REU8__BHW41_04300
ERR1913049.883740__1.883740	745368__A0A1T4XL98__SAMN02745178_01986
ERR1913049.883845__1.883845	1262911__R6GZX7__BN557_00838
ERR1913049.883997__1.883997	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.884024__1.884024	446660__GCA_003428235.1_02154
ERR1913049.884108__1.884108	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913049.884168__1.884168	28117__B0MZ50__ALIPUT_02424
ERR1913049.884196__1.884196	46228__V8C4P0__DXD17_04270
ERR1913049.884256__1.884256	1297617__A0A0S2W3V6__C7373_102343
ERR1913049.884323__1.884323	1263000__R5EFY3__BN466_01416
ERR1913049.884717__1.884717	1897011__A0A1Q6RDY0__BHW41_05385
ERR1913049.884838__1.884838	1263000__R5F0P4__BN466_00308
ERR1913049.885206__1.885206	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913049.885260__1.885260	901__B6WXA0__aroE
ERR1913049.885472__1.885472	1262889__R7HD87__BN634_01680
ERR1913049.885629__1.885629	901__B6WUG8__DHV46_10540
ERR1913049.885885__1.885885	745368__A0A1T4XL82__SAMN02745178_01984
ERR1913049.885871__1.885871	1262989__R6ZEW9__BN815_01033
ERR1913049.886066__1.886066	214856__R5UN64__ERS852447_02669
ERR1913049.886271__1.886271	74426__rpoB
ERR1913049.886490__1.886490	1796646__A0A1B1S8E7__ADH68_13145
ERR1913049.886597__1.886597	28117__B0MTH2__ALIPUT_00061
ERR1913049.886962__1.886962	39492__B0MP07__ERS852540_02083
ERR1913049.887532__1.887532	1550024__G9RY06__TQ39_00225
ERR1913049.887579__1.887579	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913049.887734__1.887734	1262886__R6QH23__BN563_00463
ERR1913049.887735__1.887735	216816__C2GTV6__AS143_01355
ERR1913049.888030__1.888030	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.888093__1.888093	1262992__R5CXK6__BN795_00999
ERR1913049.888151__1.888151	1263000__R5EDV4__BN466_01097
ERR1913049.888587__1.888587	1262927__R7EX56__BN677_00089
ERR1913049.888627__1.888627	28117__B0MWH8__BHV66_01330
ERR1913049.888595__1.888595	216816__A0A0A0UDU9__BL1246
ERR1913049.888608__1.888608	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913049.888693__1.888693	1628085__A0A374VV54__C7386_11332
ERR1913049.888645__1.888645	1628085__A0A374VS54__C7386_101156
ERR1913049.888845__1.888845	214856__I3YPI7__pepD_1
ERR1913049.889079__1.889079	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913049.889246__1.889246	1501391__GCA_000786575.1_00121
ERR1913049.889281__1.889281	39491__A0A395V5R3__EUBREC_1883
ERR1913049.889322__1.889322	28117__B0MTS2__ALIPUT_00159
ERR1913049.889364__1.889364	821__A0A0P0M405__DXC02_15075
ERR1913049.889482__1.889482	214856__I3YPP3__Alfi_2701
ERR1913049.889592__1.889592	74426__nifJ
ERR1913049.889659__1.889659	74426__nifJ
ERR1913049.889697__1.889697	106588__A6P303__BACCAP_04887
ERR1913049.889750__1.889750	1262989__R6YC95__BN815_00996
ERR1913049.890042__1.890042	820__A0A139KIL9__DXC68_05945
ERR1913049.890064__1.890064	821__A0A3E4XY72__NCTC10583_01067
ERR1913049.890115__1.890115	28117__B0MY36__BHV66_05185
ERR1913049.890222__1.890222	2292283__A0A374WE52__DXB63_00960
ERR1913049.890512__1.890512	712888__U1QAH9__HMPREF0043_01056
ERR1913049.890587__1.890587	28117__B0MY40__BHV66_05170
ERR1913049.890871__1.890871	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.890920__1.890920	1262886__R6QP39__BN563_00737
ERR1913049.890973__1.890973	28118__R6F390__ypdA_1
ERR1913049.891112__1.891112	39491__A0A395UUN5__EUBREC_0291
ERR1913049.891178__1.891178	446660__GCA_003428235.1_00481
ERR1913049.891319__1.891319	1262927__R7EX56__BN677_00089
ERR1913049.891735__1.891735	394340__rplL
ERR1913049.891884__1.891884	1262911__R6H2J2__BN557_01228
ERR1913049.892305__1.892305	1262927__R7EX56__BN677_00089
ERR1913049.892443__1.892443	39485__A0A174ZJ84__EUBELI_00107
ERR1913049.892623__1.892623	1262927__R7EX56__BN677_00089
ERR1913049.892703__1.892703	1262911__R6H2J2__BN557_01228
ERR1913049.892850__1.892850	1262927__R7EX56__BN677_00089
ERR1913049.892863__1.892863	74426__nifJ
ERR1913049.893031__1.893031	1263000__R5EGY6__BN466_00973
ERR1913049.893079__1.893079	853__A0A3E2U7E6__ERS852582_01640
ERR1913049.893255__1.893255	821__D4VD59__BHV80_04260
ERR1913049.893598__1.893598	901__B6WX92__DESPIG_02718
ERR1913049.893771__1.893771	35833__E5Y6S3__HMPREF0179_01886
ERR1913049.893909__1.893909	28117__B0MTV0__BHV66_06395
ERR1913049.894024__1.894024	674529__A0A174P1K0__SAMN05444400_14316
ERR1913049.894065__1.894065	901__B6WXK8__DESPIG_02835
ERR1913049.894178__1.894178	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913049.894345__1.894345	1263000__R5EJ27__BN466_01916
ERR1913049.895324__1.895324	214856__A0A175A6T5__ERS852447_02658
ERR1913049.895650__1.895650	901__B6WR17__DHV46_00835
ERR1913049.895711__1.895711	853__A0A173RZ39__C4N22_01650
ERR1913049.895764__1.895764	1263000__R5ESM1__BN466_01440
ERR1913049.895809__1.895809	487174__K0XJ34__DDY40_06890
ERR1913049.895859__1.895859	626929__F3PJ33__HMPREF9445_02027
ERR1913049.895950__1.895950	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913049.896004__1.896004	901__B6WRB3__DESPIGER_0300
ERR1913049.896021__1.896021	901__B6WUW8__DESPIGER_1921
ERR1913049.896128__1.896128	823__D7IRG1__NCTC11152_02276
ERR1913049.896273__1.896273	28117__B0MXG8__ALIPUT_01814
ERR1913049.896850__1.896850	214856__A0A174EQR4__rsmA
ERR1913049.897358__1.897358	28117__B0MTV3__BHV66_06405
ERR1913049.897574__1.897574	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.897608__1.897608	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.897743__1.897743	214856__A0A174EJT5__mnmA
ERR1913049.897826__1.897826	1263000__R5EI25__BN466_01781
ERR1913049.898035__1.898035	1235793__R9KS08__C809_01872
ERR1913049.898053__1.898053	214856__I3YMN6__Alfi_1938
ERR1913049.898136__1.898136	1501392__A0A0B2J9B3__PU94_14265
ERR1913049.898216__1.898216	28117__B0MVL2__BHV66_01645
ERR1913049.898234__1.898234	821__A0A3E4HP25__SAMN04487923_102450
ERR1913049.898274__1.898274	901__A0A1K1LGQ2__DESPIG_02072
ERR1913049.898353__1.898353	853__D4K7X0__DW905_09540
ERR1913049.898317__1.898317	1262911__R6H0S8__BN557_01079
ERR1913049.898580__1.898580	1897011__A0A1Q6RF20__BHW41_02930
ERR1913049.898696__1.898696	1262927__R7EX56__BN677_00089
ERR1913049.898958__1.898958	901__B6WVE2__DHV46_05785
ERR1913049.898943__1.898943	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.899148__1.899148	204516__U6RF58__HMPREF1534_02095
ERR1913049.899243__1.899243	166486__D4KWZ7__cph2_5
ERR1913049.899269__1.899269	901__B6WWB4__DESPIGER_2273
ERR1913049.899326__1.899326	1235790__S0J8L6__C805_00148
ERR1913049.899346__1.899346	1262927__R7EX56__BN677_00089
ERR1913049.899379__1.899379	214856__R5UN64__ERS852447_02669
ERR1913049.899381__1.899381	166486__D4L1H8__ERS852572_02204
ERR1913049.899748__1.899748	901__B6WVE0__DESPIG_02056
ERR1913049.899868__1.899868	1262927__R7EX56__BN677_00089
ERR1913049.900326__1.900326	39485__A0A174YR99__ERS852492_00943
ERR1913049.900280__1.900280	328814__GCA_004558275.1_01002
ERR1913049.900513__1.900513	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.900615__1.900615	33039__A0A175A099__cynR_1
ERR1913049.900625__1.900625	901__A0A1K1LFD7__DHV46_01840
ERR1913049.900702__1.900702	1897011__A0A1Q6RG59__BHW41_02475
ERR1913049.901190__1.901190	901__B6WS90__DHV46_08165
ERR1913049.901279__1.901279	1262927__R7EX56__BN677_00089
ERR1913049.901393__1.901393	376805__F0R8B1__Bacsa_3573
ERR1913049.901508__1.901508	28117__B0MT73__ALIPUT_00412
ERR1913049.901547__1.901547	214856__R6XS46__ERS852559_00812
ERR1913049.901648__1.901648	901__B6WXI1__DESPIGER_1636
ERR1913049.901734__1.901734	28052__R5HJU0__ERS852451_00148
ERR1913049.901764__1.901764	1263000__R5EQL2__BN466_00892
ERR1913049.901909__1.901909	166486__D4KJ39__ERS852572_02622
ERR1913049.902098__1.902098	1262927__R7EX56__BN677_00089
ERR1913049.902290__1.902290	1897011__A0A1Q6RIF5__BHW41_01365
ERR1913049.902465__1.902465	901__B6WVR4__DESPIGER_2125
ERR1913049.902660__1.902660	853__E2ZJT1__C4N23_03535
ERR1913049.902756__1.902756	745368__A0A1T4XK16__SAMN02745178_01970
ERR1913049.902775__1.902775	166486__D4L337__msbA_4
ERR1913049.902838__1.902838	1897011__A0A1Q6RE52__BHW41_04690
ERR1913049.902912__1.902912	394340__group_3119
ERR1913049.903434__1.903434	1262911__R6H0U7__BN557_01104
ERR1913049.903670__1.903670	901__B6WTQ4__DESPIGER_1255
ERR1913049.903899__1.903899	1262753__R5B0C5__BN813_01872
ERR1913049.904014__1.904014	216816__Q8G585__APC1473_0508
ERR1913049.904097__1.904097	166486__D4KV38__ROSINTL182_06841
ERR1913049.904218__1.904218	901__B6WTQ4__DESPIGER_1255
ERR1913049.904336__1.904336	39491__A0A395ZF49__DXB69_05290
ERR1913049.904472__1.904472	216816__A0A1V8RHV4__DXD44_06445
ERR1913049.904640__1.904640	821__A0A0P0L8F8__ERS852509_03705
ERR1913049.904823__1.904823	204516__U6RDX3__HMPREF1534_02093
ERR1913049.905058__1.905058	1262927__R7EX56__BN677_00089
ERR1913049.905176__1.905176	901__B6WXF1__DESPIGER_1660
ERR1913049.905431__1.905431	1897011__A0A1Q6RE67__BHW41_04635
ERR1913049.905438__1.905438	328814__GCA_004558275.1_02279
ERR1913049.905518__1.905518	1262911__R6GTA5__BN557_01337
ERR1913049.905815__1.905815	853__A0A2A7B1Y7__C7K05_11930
ERR1913049.905959__1.905959	328814__GCA_004558275.1_00056
ERR1913049.906054__1.906054	1262911__R6HJS5__BN557_00288
ERR1913049.906124__1.906124	1262746__R5S635__BN750_00467
ERR1913049.906322__1.906322	901__B6WXK9__DESPIG_02836
ERR1913049.906377__1.906377	292800__G9YWS6__ADH75_07570
ERR1913049.906383__1.906383	821__C6ZAA5__ERS852556_00403
ERR1913049.906338__1.906338	74426__purL
ERR1913049.906469__1.906469	901__B6WRB3__DESPIGER_0300
ERR1913049.906582__1.906582	1262942__R7QVG2__BN520_01354
ERR1913049.906610__1.906610	901__B6WXK9__DESPIG_02836
ERR1913049.906761__1.906761	1262743__R5C054__BN727_01980
ERR1913049.906859__1.906859	216816__E8MVM4__APC1480_1562
ERR1913049.907012__1.907012	357276__B6VYT9__HMPREF1063_05030
ERR1913049.907323__1.907323	1263000__R5EKG2__BN466_02040
ERR1913049.907312__1.907312	1263000__R5EC87__BN466_00713
ERR1913049.907706__1.907706	39491__A0A396FUZ3__phoR_1
ERR1913049.907990__1.907990	901__B6WXH1__DESPIGER_1644
ERR1913049.908215__1.908215	821__A0A174V2F3__NCTC10583_01474
ERR1913049.908828__1.908828	214856__R6Y7P0__ERS852447_00307
ERR1913049.909038__1.909038	74426__infB
ERR1913049.909229__1.909229	745368__A0A1T4WDF4__SAMN02745178_00415
ERR1913049.909429__1.909429	1262911__R6H2J2__BN557_01228
ERR1913049.909558__1.909558	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913049.909601__1.909601	626929__F3PJ33__HMPREF9445_02027
ERR1913049.910309__1.910309	1897011__A0A1Q6REW8__BHW41_04435
ERR1913049.910357__1.910357	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913049.910422__1.910422	901__B6WQH5__DESPIG_00299
ERR1913049.910468__1.910468	1897011__A0A1Q6RI93__BHW41_01175
ERR1913049.910756__1.910756	1262927__R7EX56__BN677_00089
ERR1913049.911088__1.911088	28117__B0MXQ6__ALIPUT_01917
ERR1913049.911113__1.911113	39486__B0G2S6__DXC93_16450
ERR1913049.911453__1.911453	214856__I3YMN6__Alfi_1938
ERR1913049.911502__1.911502	2108523__A0A2P2F4W7__LAWASA_1054
ERR1913049.911523__1.911523	35833__E5Y6S3__HMPREF0179_01886
ERR1913049.911781__1.911781	901__B6WX14__mviN
ERR1913049.911784__1.911784	328814__GCA_004558275.1_00007
ERR1913049.911986__1.911986	214856__A0A173YXX1__ERS852559_01651
ERR1913049.912192__1.912192	901__B6WQB0__DHV46_07090
ERR1913049.912486__1.912486	1262927__R7EX56__BN677_00089
ERR1913049.912512__1.912512	204516__U6R9E6__HMPREF1534_03149
ERR1913049.912669__1.912669	28117__B0MVL5__BHV66_01660
ERR1913049.913231__1.913231	214856__I3YPQ4__Alfi_2712
ERR1913049.913301__1.913301	901__B6WQD9__DESPIG_00259
ERR1913049.913555__1.913555	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913049.913877__1.913877	820__A0A3E4RU03__M093_0563
ERR1913049.913949__1.913949	28117__B0MVL2__BHV66_01645
ERR1913049.914045__1.914045	1262927__R7EX56__BN677_00089
ERR1913049.914410__1.914410	357276__A0A0K2HDP3__IY41_00705
ERR1913049.915121__1.915121	46228__V8CC10__RUMLAC_01472
ERR1913049.915496__1.915496	1299998__GCA_001494635.1_01530
ERR1913049.915713__1.915713	1150298__R7JUS5__soxS_1
ERR1913049.915722__1.915722	1550024__G9RPS1__TQ39_05000
ERR1913049.915868__1.915868	572010__nifJ
ERR1913049.916087__1.916087	1262927__R7EX56__BN677_00089
ERR1913049.916423__1.916423	28117__B0N028__BHV66_05935
ERR1913049.916690__1.916690	292800__A0A1C7FKU8__B5F52_03705
ERR1913049.916859__1.916859	901__B6WVE0__DESPIG_02056
ERR1913049.917063__1.917063	33043__D5HDY1__cdd
ERR1913049.917183__1.917183	61171__B9Y5T8__HOLDEFILI_01170
ERR1913049.917193__1.917193	1263000__R5F0H8__BN466_00254
ERR1913049.917293__1.917293	328814__GCA_004558275.1_01003
ERR1913049.917298__1.917298	47678__R5U2F6__HMPREF1061_00767
ERR1913049.917303__1.917303	1262753__R5B0C5__BN813_01872
ERR1913049.917335__1.917335	328814__GCA_004558275.1_00391
ERR1913049.917419__1.917419	821__E5UMZ6__BVU_1450
ERR1913049.917404__1.917404	39491__A0A396FS17__envC
ERR1913049.917453__1.917453	901__B6WXF1__DESPIGER_1660
ERR1913049.917631__1.917631	166486__D4KVY5__ERS852572_03136
ERR1913049.917705__1.917705	28117__B0MY40__BHV66_05170
ERR1913049.918367__1.918367	328814__GCA_004558275.1_01002
ERR1913049.918461__1.918461	901__B6WTQ4__DESPIGER_1255
ERR1913049.918871__1.918871	901__B6WWW5__DESPIGER_2454
ERR1913049.919056__1.919056	214856__A0A173Z1B0__ERS852447_00765
ERR1913049.919074__1.919074	901__B6WXH1__DESPIGER_1644
ERR1913049.919517__1.919517	214856__I3YMN6__Alfi_1938
ERR1913049.919632__1.919632	1262927__R7EX56__BN677_00089
ERR1913049.919775__1.919775	823__A0A355XIK0__CEQ22_011965
ERR1913049.920022__1.920022	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913049.920242__1.920242	1263000__R5ER71__BN466_00316
ERR1913049.920347__1.920347	1897011__A0A1Q6RJW7__BHW41_00060
ERR1913049.920473__1.920473	172901__A0A2U1ALG8__C8D82_13225
ERR1913049.920476__1.920476	626930__F3PVE2__HMPREF9446_02720
ERR1913049.920600__1.920600	214856__R6Z5D0__resA_4
ERR1913049.920608__1.920608	901__B6WXI1__DESPIGER_1636
ERR1913049.920681__1.920681	901__B6WQT6__DESPIG_00415
ERR1913049.920760__1.920760	901__B6WR31__DESPIG_00511
ERR1913049.920793__1.920793	745368__A0A1T4XF62__SAMN02745178_01833
ERR1913049.921033__1.921033	901__B6WYD7__DESPIG_03118
ERR1913049.921183__1.921183	46503__K5ZBF7__DD461_15285
ERR1913049.921433__1.921433	301301__A0A174G0R7__RHOM_09270
ERR1913049.921436__1.921436	301301__A0A395VA63__sbcC
ERR1913049.921580__1.921580	28117__B0MYW7__ALIPUT_02336
ERR1913049.921639__1.921639	1262927__R7EX56__BN677_00089
ERR1913049.921900__1.921900	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913049.922011__1.922011	1263000__R5EGY6__BN466_00973
ERR1913049.922095__1.922095	487174__K0WRZ5__HMPREF9448_02826
ERR1913049.922162__1.922162	46228__V8BPQ4__HMPREF1202_02321
ERR1913049.922331__1.922331	1628085__A0A1C6CK16__C7386_11434
ERR1913049.922482__1.922482	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913049.922692__1.922692	901__B6WV45__DESPIGER_1962
ERR1913049.922776__1.922776	936548__J1BCS4__HMPREF1136_1087
ERR1913049.922955__1.922955	1263000__R5EU91__BN466_01432
ERR1913049.922926__1.922926	901__B6WY35__DESPIGER_1461
ERR1913049.922987__1.922987	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913049.923037__1.923037	1262911__R6GP42__BN557_00222
ERR1913049.923099__1.923099	1550024__A0A3B9WFS7__ASJ35_05525
ERR1913049.923161__1.923161	28117__B0MY40__BHV66_05170
ERR1913049.923352__1.923352	552398__T5S086__HMPREF0866_01580
ERR1913049.923482__1.923482	821__I9R3W6__DXC16_12455
ERR1913049.923512__1.923512	1262927__R7EX56__BN677_00089
ERR1913049.923582__1.923582	853__A0A173YYY4__DWZ04_09420
ERR1913049.923591__1.923591	1262886__R6Q951__BN563_00504
ERR1913049.924704__1.924704	33025__A0A395JA92__C8D73_108100
ERR1913049.924766__1.924766	487174__K0WRH0__DDY40_05725
ERR1913049.924962__1.924962	1297617__A0A0S2W2I7__BIV19_00590
ERR1913049.925244__1.925244	28117__B0MYP3__BHV66_04995
ERR1913049.925447__1.925447	39492__D4JWA3__ERS852540_01332
ERR1913049.925545__1.925545	1262889__R7H773__BN634_02377
ERR1913049.925557__1.925557	853__C7H7F8__yccM_1
ERR1913049.925772__1.925772	821__I9R3W6__DXC16_12455
ERR1913049.925793__1.925793	166486__D4KYB5__mcp3_2
ERR1913049.926045__1.926045	853__A0A3E2V168__FAEPRAM212_00929
ERR1913049.926064__1.926064	1262989__R6Y0N3__BN815_01196
ERR1913049.926109__1.926109	1501391__GCA_000786575.1_00075
ERR1913049.926385__1.926385	1263000__R5EIH8__BN466_01210
ERR1913049.926463__1.926463	1262927__R7EX56__BN677_00089
ERR1913049.926794__1.926794	1263000__R5EFA7__BN466_01197
ERR1913049.926805__1.926805	1263000__R5EBJ1__BN466_00540
ERR1913049.927127__1.927127	246787__A0A108T4D5__HMPREF1062_06346
ERR1913049.927450__1.927450	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913049.927510__1.927510	328814__GCA_004558275.1_00018
ERR1913049.927562__1.927562	28117__B0MTH2__ALIPUT_00061
ERR1913049.927637__1.927637	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913049.927806__1.927806	214856__R6Y0B9__ERS852559_00164
ERR1913049.927872__1.927872	1235835__R9LCU2__C814_02677
ERR1913049.927958__1.927958	901__B6WXH2__DESPIGER_1643
ERR1913049.928068__1.928068	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913049.928206__1.928206	28117__B0MTH2__ALIPUT_00061
ERR1913049.928352__1.928352	1263000__R5EC87__BN466_00713
ERR1913049.928355__1.928355	821__A0A395US34__C5Z04_18975
ERR1913049.928469__1.928469	626929__F3PLK4__B5F97_09735
ERR1913049.928504__1.928504	901__B6WTW8__DESPIGER_1202
ERR1913049.928577__1.928577	626929__F3PF38__HMPREF9445_00603
ERR1913049.928944__1.928944	1263000__R5EGY6__BN466_00973
ERR1913049.929037__1.929037	166486__A0A1Q6S8P7__ROSINTL182_06253
ERR1913049.929271__1.929271	820__A0A3E5E0T0__ERS852554_00312
ERR1913049.929463__1.929463	901__B6WVN9__DESPIG_02157
ERR1913049.929507__1.929507	46228__V8CHW6__DXD17_13890
ERR1913049.929597__1.929597	901__B6WVR4__DESPIGER_2125
ERR1913049.929787__1.929787	901__B6WVR2__DESPIGER_2124
ERR1913049.930059__1.930059	328814__GCA_004558275.1_00033
ERR1913049.930120__1.930120	46228__B5CPX5__RUMLAC_01520
ERR1913049.930171__1.930171	46228__V8C4V0__HMPREF1202_01552
ERR1913049.930243__1.930243	821__A0A174NM17__lacZ_6
ERR1913049.930539__1.930539	1263000__R5EC87__BN466_00713
ERR1913049.930714__1.930714	1263000__R5ES99__BN466_01121
ERR1913049.930728__1.930728	216816__Q8G4X6__DXD52_09895
ERR1913049.930827__1.930827	166486__D4L1D0__ROSINTL182_06446
ERR1913049.931114__1.931114	2108523__A0A2P2F586__LAWASA_1166
ERR1913049.931197__1.931197	1262777__R5VJS3__BN512_00127
ERR1913049.931205__1.931205	360807__C0FPP6__ERS852444_02985
ERR1913049.931646__1.931646	1628085__A0A2U1B7S9__C7386_11634
ERR1913049.931651__1.931651	46228__V8CGG7__RUMLAC_01115
ERR1913049.931868__1.931868	40520__A5ZTQ5__ERS852533_02495
ERR1913049.931902__1.931902	1263000__R5EAV7__BN466_00502
ERR1913049.931909__1.931909	1897011__A0A1Q6RD95__BHW41_05725
ERR1913049.932231__1.932231	1897011__A0A1Q6RIF5__BHW41_01365
ERR1913049.933057__1.933057	901__B6WTX7__DESPIGER_1193
ERR1913049.933403__1.933403	626929__F3PM80__HMPREF9445_02977
ERR1913049.933603__1.933603	871327__A0A1H5VPB6__SAMN05444001_1094
ERR1913049.933735__1.933735	853__A0A174BZY1__xerD_1
ERR1913049.933743__1.933743	1628085__A0A374VS54__C7386_101156
ERR1913049.934025__1.934025	853__C7H7F8__yccM_1
ERR1913049.934094__1.934094	384639__GCA_003096855.1_00995
ERR1913049.934271__1.934271	166486__D4KZP0__ERS852572_00486
ERR1913049.934729__1.934729	1262824__R6SVF8__BN719_00646
ERR1913049.934951__1.934951	1262911__R6H2J2__BN557_01228
ERR1913049.934996__1.934996	821__A0A174ALF2__BvMPK_3016
ERR1913049.935088__1.935088	853__E2ZGD9__C7J97_11715
ERR1913049.935113__1.935113	1897011__A0A1Q6RI93__BHW41_01175
ERR1913049.935117__1.935117	246787__A0A3D6AQP8__AA416_04153
ERR1913049.935482__1.935482	853__A0A173T8T3__DW882_06555
ERR1913049.935485__1.935485	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913049.935579__1.935579	1660__A7BBA7__gluQ
ERR1913049.936242__1.936242	1235835__R9LCU2__C814_02677
ERR1913049.936317__1.936317	901__B6WTR4__DESPIGER_1248
ERR1913049.936490__1.936490	823__A0A395YZG9__M092_4358
ERR1913049.936548__1.936548	901__B6WXH2__DESPIGER_1643
ERR1913049.936779__1.936779	853__E2ZGD9__C7J97_11715
ERR1913049.936815__1.936815	1262927__R7EX56__BN677_00089
ERR1913049.937170__1.937170	166486__D4KXE5__ERS852572_01168
ERR1913049.937319__1.937319	46228__V8CB03__HMPREF1202_00647
ERR1913049.937532__1.937532	820__A0A174M9V5__M093_0237
ERR1913049.938102__1.938102	853__E2ZGD9__C7J97_11715
ERR1913049.938339__1.938339	216816__C2GV16__APC1504_1666
ERR1913049.938423__1.938423	216816__C2GW26__chb
ERR1913049.938437__1.938437	301301__A0A395V8E1__RHOM_11160
ERR1913049.938601__1.938601	216816__D6D9H5__APC1466_0493
ERR1913049.938727__1.938727	853__D4JY61__C4N21_10560
ERR1913049.938808__1.938808	1262927__R7EX56__BN677_00089
ERR1913049.939290__1.939290	901__B6WXI1__DESPIGER_1636
ERR1913049.939622__1.939622	1150298__A0A174HHW8__yhbU_1
ERR1913049.939630__1.939630	1150298__R7JTH7__ERS852498_00177
ERR1913049.939680__1.939680	74426__rpoB
ERR1913049.939693__1.939693	1262911__R6GII0__BN557_01496
ERR1913049.939724__1.939724	328814__GCA_004558275.1_00296
ERR1913049.940026__1.940026	74426__purL
ERR1913049.940094__1.940094	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913049.940604__1.940604	166486__D4KUL4__pemA
ERR1913049.940766__1.940766	166486__D4KYC3__ROSINTL182_05485
ERR1913049.940753__1.940753	28117__B0MY40__BHV66_05170
ERR1913049.940995__1.940995	487174__K0XH97__HMPREF9448_01909
ERR1913049.941105__1.941105	820__A0A174M9V5__M093_0237
ERR1913049.941637__1.941637	471189__GCA_003340385.1_00190
ERR1913049.941724__1.941724	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913049.941907__1.941907	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913049.942024__1.942024	901__B6WXK9__DESPIG_02836
ERR1913049.942155__1.942155	901__B6WV45__DESPIGER_1962
ERR1913049.942673__1.942673	1262927__R7EX56__BN677_00089
ERR1913049.942855__1.942855	28117__B0MY36__BHV66_05185
ERR1913049.943085__1.943085	166486__D4L2T9__lytM
